頁	行	部首	字首	單字	反切	聲母	韻母	備註
22	8	立	童	撞	杖壯	ch	ong	
22	10	竹	竹	竹	之卜	ch	uk	
22	10	竹	竹	竺	之卜	ch	uk	
22	10	竹	竹	篤	丁卜	t	uk	
22	10	竹	筑	筑	之卜	ch	uk	
22	10	竹	筑	築	之卜	ch	uk	
22	10	竹	答	答	丁甲	t	ap	
22	10	竹	答	搭	丁甲	t	ap	
22	10	竹	答	塔	太甲	t'	ap	
22	10	竹	筮	筮	時世	s'	y	
22	10	竹	筮	澨	時世	s'	y	
22	10	竹	筮	噬	時世	s'	y	
22	11	竹	算	算	心寸	s	ün	
22	11	竹	算	篡	審犯	s'	an	
22	11	竹	算	纂	則犬	ts	ün	
22	11	竹	節	節	則別	ts	eet	
22	11	竹	節	櫛	則別	ts	eet	
22	11	竹	篾	篾	明別	m	eet	
22	11	竹	篾	簚	明息	m	ik	
22	13	米	米	米	明啟	m	y	
22	13	米	米	眯	明啟	m	y	
22	13	米	米	敉	明彼	m	ěy	
22	13	米	米	麋	明非	m	ěy	
22	13	米	粟	粟	心卜	s	uk	
22	13	米	粥	粥	之卜	ch	uk	
22	13	米	粥	鬻	由卜	y	uk	
22	13	米	粦	粦	耒倫	l	un	
22	13	米	粦	遴	耒倫	l	un	
22	13	米	粦	鄰	耒倫	l	un	
22	13	米	粦	轔	耒倫	l	un	
22	13	米	粦	鱗	耒倫	l	un	
22	13	米	粦	麟	耒倫	l	un	
22	13	米	粦	憐	耒天	l	een	
22	14	米	粵	粵	喻乙	-	üt	
22	14	米	粲	粲	七犯	ts'	an	
22	14	米	粲	燦	七犯	ts'	an	
22	14	米	糞	糞	非艮	f	a'n	
22	16	糸	糸	糸	心詞	s	ze	
22	16	糸	糸	細	心世	s	y	
22	16	糸	系	系	下世	h	y	
22	16	糸	系	係	下世	h	y	
22	16	糸	系	鯀	見尹	k	wa'n	
22	16	糸	系	𡽪	非西	f	y	
22	16	糸	素	素	心路	s	ou	
22	16	糸	索	索	心學	s	ok	
22	16	糸	索	索	心則	s	a'k	
22	16	糸	累	累	耒稅	l	oey	
22	16	糸	累	縲	耒回	l	ooey	
22	16	糸	累	瘰	拉火	l	o[r]	
22	16	糸	累	螺	耒何	l	o[r]	
22	17	糸	累	騾	耒何	l	o[r]	
22	17	糸	絜	絜	見別	k	eet	
22	17	糸	絜	潔	見別	k	eet	
22	17	糸	絲	絲	心詞	s	ze	
22	17	糸	縣	縣	下金	h	um	
22	17	糸	縣	懸	下金	h	um	
22	17	糸	縣	縣	下寸	h	ün	
22	17	糸	繭	繭	見典	k	een	
22	19	缶	缶	缶	非九	f	ow	
22	19	缶	䍃	䍃	由由	y	ow	
22	19	缶	䍃	搖	由夭	y	ew	
22	19	缶	䍃	窰	由夭	y	ew	
22	19	缶	䍃	猺	由夭	y	ew	
22	19	缶	䍃	謠	由夭	y	ew	
22	19	缶	䍃	謠	由夭	y	ew	
22	19	缶	䍃	徭	由夭	y	ew	
23	1	网	网	网	明綁	m	ong	
23	1	网	罔	罔	明綁	m	ong	
23	1	网	罔	網	明綁	m	ong	
23	1	网	罪	罪	在罪	ts	ooey	
23	1	网	罰	罰	扶八	f	at	
23	1	网	罷	罷	並亞	p	a[r]	
23	1	网	罷	擺	丙乃	p	ea	
23	1	网	罷	羆	丙非	p	ěy	
23	2	网	罹	罹	耒非	l	ěy	
23	2	网	羅	羅	耒何	l	o[r]	
23	2	网	羅	蘿	耒何	l	o[r]	
23	2	网	羅	鑼	耒何	l	o[r]	
23	2	网	羅	邏	耒個	l	o[r]	
23	4	羊	羊	羊	由章	y	eong	
23	4	羊	羊	佯	由章	y	eong	
23	4	羊	羊	洋	由章	y	eong	
23	4	羊	羊	恙	言上	j	eong	
23	4	羊	羊	庠	前章	ts'	eong	
23	4	羊	羊	詳	前章	ts'	eong	
23	4	羊	羊	翔	前章	ts'	eong	
23	4	羊	羊	祥	前章	ts'	eong	
23	4	羊	羊	姜	見章	k	eong	
23	4	羊	羊	羋	明彼	m	ěy	
23	4	羊	羌	羌	見章	k	eong	
23	4	羊	美	美	明彼	m	ěy	
23	4	羊	羔	羔	見刀	k	ou	
23	4	羊	羔	羮	見生	k	a'ng	
23	5	羊	羕	羕	由上	y	eong	
23	5	羊	羕	漾	由上	y	eong	
23	5	羊	羕	樣	由上	y	eong	
23	5	羊	羞	羞	心由	s	ow	
23	5	羊	義	義	言至	j	e	
23	5	羊	義	議	言始	j	e	
23	5	羊	義	儀	言希	j	e	
23	5	羊	義	蟻	岸啟	ng	y	
23	5	羊	羲	羲	可希	h	e	
23	5	羊	羲	犧	可希	h	e	
23	5	羊	羼	羼	丑犯	ch'	an	
23	7	羽	羽	羽	喻語	-	ü	
23	7	羽	羽	詡	可語	h	ü	
23	7	羽	羽	栩	可語	h	ü	
23	7	羽	𦐇	𦐇	太甲	t'	ap	
23	7	羽	榻	榻	太甲	t'	ap	
23	7	羽	榻	塌	太甲	t'	ap	
23	7	羽	翁	翁	英中	y	ung	
23	7	羽	翏	翏	耒又	l	ow	
23	7	羽	翏	謬	明又	m	ow	
23	7	羽	翏	瘳	丑由	ch'	ow	
23	7	羽	翏	膠	見交	k	aou	
23	7	羽	翏	寥	耒夭	l	ew	
23	7	羽	翏	廖	耒照	l	ew	
23	8	羽	翏	醪	耒刀	l	ou	
23	8	羽	翏	嘐	耒刀	l	ou	
23	8	羽	翏	繆	明卜	m	uk	
23	8	羽	翏	戮	耒卜	l	uk	
23	8	羽	習	習	在甲	ts	ap	
23	8	羽	習	摺	之帖	ch	eep	
23	8	羽	翕	翕	可十	h	up	
23	8	羽	翟	翟	大息	t	ik	
23	8	羽	翟	糴	大息	t	ik	
23	8	羽	翟	曜	由照	y	ew	
23	8	羽	翟	耀	由照	y	ew	
23	8	羽	翟	糶	太照	t'	ew	
23	8	羽	翟	躍	由約	y	eok	
23	8	羽	翟	濯	杖學	ch	ok	
23	8	羽	翟	擢	杖則	ch	a'k	
23	8	羽	翟	櫂	杖教	ch	aou	
23	10	老	老	老	耒老	l	ou	
23	10	老	考	考	可卯	h	aou	
23	10	老	考	拷	可交	h	aou	
23	10	老	者	者	之者	ch	ěa	
23	10	老	者	赭	之者	ch	ěa	
23	10	老	者	著	之去	ch	ü	
23	10	老	者	著	之約	ch	eok	
23	10	老	者	堵	丁老	t	ou	
23	10	老	者	覩	丁老	t	ou	
23	10	老	者	睹	丁老	t	ou	
23	10	老	者	賭	丁老	t	ou	
23	10	老	者	都	丁烏	t	oo	
23	10	老	者	屠	同刀	t'	ou	
23	10	老	者	踷	之也	ch	a[r]	
23	10	老	者	儲	長於	ch'	ü	
23	10	老	者	煮	之語	ch	ü	
23	10	老	者	渚	之語	ch	ü	
23	11	老	者	猪	之於	ch	ü	
23	11	老	者	諸	之於	ch	ü	
23	11	老	者	箸	杖去	ch	ü	
23	11	老	者	楮	丑語	ch'	ü	
23	11	老	者	暑	審語	s'	ü	
23	11	老	者	署	時語	s'	ü	
23	11	老	者	曙	士語	s	ü	
23	11	老	者	緒	士語	s	ü	
23	11	老	者	薯	時於	s'	ü	
23	11	老	耆	耆	其希	k'	e	
23	11	老	耆	蓍	審希	s'	e	
23	11	老	耆	嗜	時至	s'	e	
23	13	而	而	而	言希	j	e	
23	13	而	而	耍	審也	s'	a[r]	
23	13	而	而	耐	尼代	n	oy	
23	13	而	耎	耎	言犬	j	ün	
23	13	而	耑	耑	丁全	t	ün	
23	13	而	耑	端	丁全	t	ün	
23	13	而	耑	遄	士全	s	ün	
23	13	而	耑	顓	之全	ch	ün	
23	13	而	耑	湍	太倫	t'	un	
23	13	而	耑	喘	丑犬	ch'	ün	
23	13	而	耑	瑞	士稅	s	oey	
23	13	而	耑	惴	丑水	ch'	oey	
23	13	而	耑	揣	丑水	ch'	oey	
23	15	耒	耒	耒	耒代	l	oy	
23	15	耒	耒	誄	耒代	l	oy	
23	15	耒	耤	耤	在息	ts	ik	
23	15	耒	耤	藉	在息	ts	ik	
23	15	耒	耤	籍	在息	ts	ik	
23	17	耒	耳	耳	言始	j	e	
23	17	耒	耳	餌	言至	j	e	
23	17	耒	耳	刵	言至	j	e	
23	17	耒	耳	咡	言至	j	e	
23	17	耒	耳	恥	丑始	ch'	e	
23	17	耒	耴	耴	之帖	ch	eep	
23	17	耒	耴	輒	之帖	ch	eep	
23	17	耒	耶	耶	由耶	y	ěa	
23	17	耒	耶	椰	由耶	y	ěa	
23	17	耒	耶	爺	由耶	y	ěa	
23	17	耒	耿	耿	見等	k	a'ng	
23	17	耒	耿	炅	見等	k	a'ng	
23	18	耒	聖	聖	審正	s'	ing	
23	18	耒	聚	聚	在序	ts	üy	
23	18	耒	聚	驟	杖又	ch	ow	
23	18	耒	聶	聶	尼帖	n	eep	
23	18	耒	聶	囁	之帖	ch	eep	
23	18	耒	聶	攝	審帖	s'	eep	
23	18	耒	聶	懾	審帖	s'	eep	
23	18	耒	聽	聽	太正	t'	ing	
23	18	耒	聽	聽	太丁	t'	ing	
23	18	耒	聽	廳	太丁	t'	ing	
23	20	耒	聿	聿	耒出	l	ut	
23	20	耒	聿	律	耒出	l	ut	
23	20	耒	聿	筆	丙不	p	a't	
23	20	耒	聿	肆	心士	s	ze	
23	20	耒	聿	津	則倫	ts	un	
23	20	耒	肅	肅	心卜	s	uk	
23	20	耒	肅	繡	心又	s	ow	
23	20	耒	肅	嘯	心照	s	ew	
23	20	耒	肅	簫	心夭	s	ew	
23	20	耒	肅	蕭	心夭	s	ew	
24	2	肉	肉	肉	由卜	y	uk	
24	2	肉	䏌	䏌	由不	y	a't	
24	2	肉	䏌	肸	由不	y	a't	
24	2	肉	䏌	佾	由不	y	a't	
24	2	肉	肖	肖	七照	ts'	ew	
24	2	肉	肖	誚	七照	ts'	ew	
24	2	肉	肖	趙	杖照	ch	ew	
24	2	肉	肖	宵	心夭	s	ew	
24	2	肉	肖	逍	心夭	s	ew	
24	2	肉	肖	消	心夭	s	ew	
24	2	肉	肖	銷	心夭	s	ew	
24	2	肉	肖	霄	心夭	s	ew	
24	2	肉	肖	筲	審交	s'	aou	
24	2	肉	肖	梢	審交	s'	aou	
24	2	肉	肖	鞘	審交	s'	aou	
24	2	肉	肖	稍	審卯	s'	aou	
24	3	肉	肖	悄	七小	ts'	ew	
24	3	肉	肖	峭	七小	ts'	ew	
24	3	肉	肖	俏	七小	ts'	ew	
24	3	肉	肖	削	心約	s	eok	
24	3	肉	肙	肙	烏全	-	ün	
24	3	肉	肙	娟	烏全	-	ün	
24	3	肉	肙	捐	烏全	-	ün	
24	3	肉	肙	涓	烏全	-	ün	
24	3	肉	肙	絹	見寸	k	ün	
24	3	肉	肥	肥	扶非	f	ěy	
24	3	肉	肩	肩	見天	k	een	
24	3	肉	肯	肯	可等	h	a'ng	
24	4	肉	育	育	由卜	y	uk	
24	4	肉	肴	肴	岸交	ng	aou	
24	4	肉	肴	殽	岸交	ng	aou	
24	4	肉	肴	淆	岸交	ng	aou	
24	4	肉	肴	餚	岸交	ng	aou	
24	4	肉	胃	胃	喻位	-	wy	
24	4	肉	胃	謂	喻位	-	wy	
24	4	肉	胡	胡	喻烏	-	oo	
24	4	肉	胡	瑚	喻烏	-	oo	
24	4	肉	胡	湖	喻烏	-	oo	
24	4	肉	胡	糊	喻烏	-	oo	
24	4	肉	胤	胤	由艮	y	a'n	
24	5	肉	胥	胥	心須	s	üy	
24	5	肉	胥	諝	心須	s	üy	
24	5	肉	胥	婿	心世	s	y	
24	5	肉	胥	壻	心世	s	y	
24	5	肉	惰	惰	大個	t	o[r]	原字組無忄部（即「⿱左月」），切音同
24	5	肉	能	能	尼生	n	a'ng	
24	5	肉	能	熊	下中	h	ung	
24	5	肉	能	態	太界	t'	ea	
24	5	肉	脅	脅	可帖	h	eep	
24	5	肉	脊	脊	則息	ts	ik	
24	5	肉	脊	瘠	則息	ts	ik	
24	6	肉	脊	鶺	則息	ts	ik	
24	6	肉	𣎆	𣎆	拉火	l	o[r]	
24	6	肉	贏	贏	由丁	y	ing	
24	6	肉	贏	嬴	由丁	y	ing	
24	6	肉	贏	瀛	由丁	y	ing	
24	6	肉	贏	羸	耒回	l	ooey	
24	8	臣	臣	臣	時申	s'	a'n	
24	8	臣	臣	嚚	岸申	ng	a'n	
24	8	臣	臣	宦	喻幻	-	wan	
24	8	臣	𦣞	𦣞	喻希	-	e	
24	8	臣	𦣞	頤	喻希	-	e	
24	8	臣	𦣞	姬	見希	k	e	
24	8	臣	𦣞	熙	可希	h	e	
24	8	臣	臤	臤	下天	h	een	
24	8	臣	臤	賢	下天	h	een	
24	8	臣	臤	堅	見天	k	een	
24	8	臣	臤	慳	可飡	h	an	
24	8	臣	臤	鏗	可生	h	a'ng	
24	8	臣	臤	竪	時去	s'	ü	
24	8	臣	臤	䜿	時去	s'	ü	
24	8	臣	臤	腎	時忍	s'	a'n	
24	8	臣	臤	緊	見忍	k	a'n	
24	9	臣	臧	臧	則當	ts	ong	
24	9	臣	臧	贓	則當	ts	ong	
24	9	臣	臧	藏	則當	ts	ong	
24	9	臣	臧	臟	在壯	ts	ong	
24	9	臣	臥	臥	岸個	ng	o[r]	
24	9	自	自	自	在士	ts	ze	
24	11	自	自	洎	見至	k	e	
24	11	自	自	憩	可至	h	e	
24	11	自	臬	臬	言別	j	eet	
24	11	自	臭	臭	丑又	ch'	ow	
24	11	自	臭	糗	丑又	ch'	ow	
24	11	自	皋	皋	見刀	k	ou	
24	11	自	皋	翱	岸刀	ng	ou	
24	11	自	皋	皞	見老	k	ou	
24	11	自	臱	臱	明天	m	een	
24	13	至	至	至	之至	ch	e	
24	13	至	至	侄	杖不	ch	a't	
24	13	至	至	姪	杖不	ch	a't	
24	13	至	至	桎	杖不	ch	a't	
24	13	至	至	窒	杖不	ch	a't	
24	13	至	至	室	審不	s'	a't	
24	13	至	至	絰	大別	t	eet	
24	13	至	至	垤	大別	t	eet	
24	13	至	至	耋	大別	t	eet	
24	13	至	致	致	之至	ch	e	
24	13	至	致	緻	之至	ch	e	
24	13	至	臺	臺	同哀	t'	oy	
24	13	至	臺	檯	同哀	t'	oy	
24	13	至	臺	檯	同哀	t'	oy	
24	15	臼	臼	臼	共九	k	ow	
24	15	臼	臼	舅	共九	k	ow	
24	15	臼	臼	舊	共又	k	ow	
24	15	臼	臽	臽	下鑑	h	am	
24	15	臼	臽	陷	下鑑	h	am	
24	15	臼	臽	諂	之點	ch	eem	
24	15	臼	臽	焰	言欠	j	eem	
24	15	臼	臽	燄	言欠	j	eem	
24	15	臼	臽	閻	言廉	j	eem	
24	15	臼	臾	臾	喻於	-	ü	
24	15	臼	臾	諛	喻於	-	ü	
24	15	臼	臾	瘐	喻語	-	ü	
24	15	臼	臿	臿	丑甲	ch'	ap	
24	15	臼	臿	插	丑甲	ch'	ap	
24	16	臼	臿	歃	下甲	h	ap	
24	16	臼	舀	舀	由小	y	ew	
24	16	臼	舀	謟	太刀	t'	ou	
24	16	臼	舀	滔	太刀	t'	ou	
24	16	臼	舀	慆	太刀	t'	ou	
24	16	臼	舀	韜	太刀	t'	ou	
24	16	臼	舀	稻	大路	t	ou	
24	16	臼	舀	蹈	大路	t	ou	
24	16	臼	舁	舁	喻於	-	ü	
24	16	臼	舂	舂	之中	ch	ung	
24	16	臼	舂	樁	之當	ch	ong	
24	16	臼	舄	舄	心息	s	ik	
24	17	臼	𦥯	𦥯				
24	17	臼	𦥯	學	下學	h	ok	
24	17	臼	𦥯	覺	見學	k	ok	
24	17	臼	𦥯	攪	見卯	k	aou	
24	17	臼	𦥯	斆	下教	h	aou	
24	17	臼	與	與	喻語	-	ü	
24	17	臼	與	與	喻去	-	ü	
24	17	臼	與	與	喻於	-	ü	
24	17	臼	與	歟	喻於	-	ü	
24	17	臼	與	旟	喻於	-	ü	
24	17	臼	與	輿	喻於	-	ü	
24	17	臼	與	譽	喻去	-	ü	
24	17	臼	與	舉	見語	k	ü	
24	17	臼	與	嶼	心取	s	üy	
24	17	臼	興	興	可丁	h	ing	
24	19	舌	舌	舌	時別	s'	eet	
24	19	舌	舌	括	見末	k	oot	
24	19	舌	舌	聒	見末	k	oot	
24	19	舌	舌	佸	見末	k	oot	
24	19	舌	舌	活	下末	h	oot	
24	19	舌	舌	闊	可末	h	oot	
24	19	舌	舌	恬	同廉	t'	eem	
24	19	舌	舌	甜	同廉	t'	eem	
24	19	舌	舌	餂	同點	t'	eem	
24	19	舌	舌	刮	見刮	k	wat	
24	19	舌	舍	舍	審夜	s'	ěa	
24	19	舌	舍	舍	審者	s'	ěa	
24	19	舌	舍	捨	審者	s'	ěa	
25	1	舛	舛	舛	丑犬	ch'	ün	
25	1	舛	舜	舜	審盡	s'	un	
25	1	舛	舜	瞬	審盡	s'	un	
25	1	舛	舝	舝	下不	h	a't	
25	3	舟	舟	舟	之由	ch	ow	
25	3	舟	般	般	丙門	p	oon	
25	3	舟	般	搬	丙門	p	oon	
25	3	舟	般	般	磐門	p'	oon	
25	3	舟	般	盤	磐門	p'	oon	
25	3	舟	般	磐	磐門	p'	oon	
25	3	色	色	色	審息	s'	ik	
25	3	色	色	絶	前乙	ts'	üt	
25	3	色	色	艷	由欠	y	eem	
25	5	艮	艮	艮	見艮	k	a'n	
25	5	艮	艮	恨	下艮	h	a'n	
25	5	艮	艮	跟	見申	k	a'n	
25	5	艮	艮	根	見申	k	a'n	
25	5	艮	艮	痕	見申	k	a'n	
25	5	艮	艮	垠	岸申	ng	a'n	
25	5	艮	艮	銀	岸申	ng	a'n	
25	5	艮	艮	眼	岸晚	ng	an	
25	5	艮	艮	狠	可忍	h	a'n	
25	5	艮	艮	墾	可忍	h	a'n	
25	5	艮	艮	墾	可忍	h	a'n	
25	5	艮	艮	艱	見飡	k	an	
25	5	艮	艮	限	下犯	h	an	
25	5	艮	良	良	耒章	l	eong	
25	5	艮	良	粮	耒章	l	eong	
25	5	艮	良	娘	尼章	n	eong	
25	5	艮	良	稂	耒當	l	ong	
25	5	艮	良	狼	耒當	l	ong	
25	5	艮	良	琅	耒當	l	ong	
25	6	艮	良	朗	耒綁	l	ong	
25	6	艮	良	浪	耒壯	l	ong	
25	8	艸	艸	艸	七老	ts'	ou	
25	8	艸	芻	芻	丑何	ch'	o[r]	
25	8	艸	芻	雛	前何	ts'	o[r]	
25	8	艸	芻	趨	七須	ts'	üy	
25	8	艸	芻	鄒	則由	ts	ow	
25	8	艸	芻	騶	則由	ts	ow	
25	8	艸	芻	皺	則又	ts	ow	
25	8	艸	芻	縐	則又	ts	ow	
25	8	艸	苗	苗	明夭	m	ew	
25	8	艸	苗	描	明夭	m	ew	
25	8	艸	苗	錨	明夭	m	ew	
25	8	艸	苗	貓	明夭	m	ew	
25	8	艸	若	若	言約	j	eok	
25	8	艸	若	諾	尼學	n	ok	
25	9	艸	若	惹	言者	j	ěa	
25	9	艸	英	英	英丁	y	ing	
25	9	艸	英	瑛	英丁	y	ing	
25	9	艸	茶	茶	長加	ch'	a[r]	
25	9	艸	茶	搽	長加	ch'	a[r]	
25	9	艸	茸	茸	由中	y	ung	
25	9	艸	荒	荒	非當	f	ong	
25	9	艸	荒	慌	非當	f	ong	
25	9	艸	荒	謊	非綁	f	ong	
25	9	艸	荒	謊	非當	f	ong	據錯遺備考#9補上
25	9	艸	莫	莫	明學	m	ok	
25	9	艸	莫	寞	明學	m	ok	
25	10	艸	漠	漠	明學	m	ok	
25	10	艸	漠	幕	明學	m	ok	
25	10	艸	漠	膜	明學	m	ok	
25	10	艸	漠	摸	明學	m	ok	
25	10	艸	漠	摸	明烏	m	oo	
25	10	艸	漠	模	明烏	m	oo	
25	10	艸	漠	墓	明父	m	oo	
25	10	艸	漠	慕	明父	m	oo	
25	10	艸	漠	募	明父	m	oo	
25	10	艸	漠	暮	明父	m	oo	
25	10	艸	莽	莽	明綁	m	ong	
25	10	艸	莽	蠎	明綁	m	ong	
25	10	艸	菐	菐	言帖	j	eep	
25	10	艸	菐	僕	並卜	p	uk	
25	10	艸	菐	樸	篇學	p'	ok	
25	10	艸	菐	撲	篇學	p'	ok	
25	10	艸	堇	堇	見忍	k	a'n	
25	10	艸	堇	謹	見忍	k	a'n	
25	11	艸	堇	饉	見忍	k	a'n	
25	11	艸	堇	槿	見忍	k	a'n	
25	11	艸	堇	僅	見忍	k	a'n	
25	11	艸	堇	覲	見艮	k	a'n	
25	11	艸	堇	勤	其申	k'	a'n	
25	11	艸	堇	懃	其申	k'	a'n	
25	11	艸	華	華	喻華	-	wa	
25	11	艸	華	華	烏華	-	wa	
25	11	艸	華	譁	烏華	-	wa	
25	11	艸	華	燁	審帖	s'	eep	
25	11	艸	漢	漢	可翰	h	on	原字組無「氵」部，而該字無讀音資料
25	11	艸	漢	嘆	太犯	t'	an	
25	11	艸	漢	歎	太犯	t'	an	
25	12	艸	萬	萬	明犯	m	an	
25	12	艸	萬	蠆	丑界	ch'	ea	
25	12	艸	萬	邁	明界	m	ea	
25	12	艸	萬	躉	丁盾	t	un	
25	12	艸	蒙	蒙	明中	m	ung	
25	12	艸	蒙	濛	明中	m	ung	
25	12	艸	蒙	曚	明中	m	ung	
25	12	艸	蒙	朦	明中	m	ung	
25	12	艸	蒙	矇	明中	m	ung	
25	12	艸	蒦	蒦	非亞	f	a[r]	
25	12	艸	蒦	護	喻父	-	oo	
25	12	艸	蒦	獲	下國	h	wok	
25	12	艸	蒦	穫	下國	h	wok	
25	12	艸	蒦	矱	下國	h	wok	
25	13	艸	蔑	蔑	明別	m	eet	
25	13	艸	蔑	衊	明別	m	eet	
25	13	艸	蔑	襪	明八	m	at	
25	13	艸	薛	薛	心別	s	eet	
25	13	艸	薛	蘖	言別	j	eet	
25	13	艸	薛	孽	言別	j	eet	
25	13	艸	薦	薦	則見	ts	een	
25	13	艸	薨	薨	見橫	k	wang	
25	13	艸	薩	薩	心八	s	at	
25	15	虍	虍	虍	非烏	f	oo	
25	15	虍	虍	膚	非烏	f	oo	
25	15	虍	虎	虎	非苦	f	oo	
25	15	虍	虎	琥	非苦	f	oo	
25	15	虍	虎	彪	丙由	p	ow	
25	15	虍	虐	虐	言約	j	eok	
25	15	虍	虐	瘧	言約	j	eok	
25	15	虍	虐	謔	由約	y	eok	
25	15	虍	虒	虒	心詞	s	ze	
25	15	虍	虒	褫	丑希	ch'	e	
25	15	虍	虒	遞	大世	t	y	
25	16	虍	䖍	䖍	共天	k	een	
25	16	虍	虖	虖	非烏	f	oo	
25	16	虍	虖	嘑	非烏	f	oo	
25	16	虍	虘	虘	前何	ts'	o[r]	
25	16	虍	虘	覷	七序	ts'	üy	
25	16	虍	虛	虛	可於	h	ü	
25	16	虍	虛	墟	可於	h	ü	
25	16	虍	虛	噓	可於	h	ü	
25	16	虍	虜	虜	耒老	l	ou	
25	16	虍	虜	擄	耒老	l	ou	
25	16	虍	䖒	䖒	可希	h	e	
25	16	虍	䖒	戲	可至	h	e	
25	18	虫	虫	虫	烏鬼	-	wy	
25	18	虫	虫	蟲	長中	ch'	ung	
25	18	虫	虫	融	由中	y	ung	
25	18	虫	虫	螽	之中	ch	ung	
25	18	虫	虱	虱	審不	s'	a't	
25	18	虫	蚤	蚤	則老	ts	ou	
25	18	虫	蚤	搔	心刀	s	ou	
25	18	虫	蚤	騷	心刀	s	ou	
25	18	虫	蚩	蚩	丑希	ch'	e	
25	18	虫	蚩	滍	丑希	ch'	e	
25	18	虫	蜀	蜀	時卜	s'	uk	
25	18	虫	蜀	燭	之卜	ch	uk	
25	19	虫	蜀	濁	杖卜	ch	uk	
25	19	虫	蜀	觸	丑卜	ch'	uk	
25	19	虫	蜀	獨	大卜	t	uk	
25	19	虫	蜀	髑	大卜	t	uk	
25	19	虫	蠡	蠡	耒水	l	oey	
25	19	虫	蠡	蠱	見苦	k	oo	
26	1	血	血	血	可乙	h	üt	
26	1	血	血	洫	見𡭴	k	wik	
26	1	血	血	恤	心出	s	ut	
26	1	血	血	䘏	心出	s	ut	
26	1	行	行	行	下當	h	ong	
26	1	行	行	行	下幸	h	a'ng	
26	1	行	行	行	下生	h	a'ng	
26	1	行	行	珩	下生	h	a'ng	
26	1	行	行	衡	下生	h	a'ng	
26	1	行	行	桁	可彭	h	ang	
26	1	行	衍	衍	英典	y	een	
26	1	行	衍	愆	可天	h	een	
26	3	衣	衣	衣	英希	y	e	
26	3	衣	衣	衣	英至	y	e	
26	3	衣	衣	依	烏哀	-	oy	
26	3	衣	衣	哀	烏哀	-	oy	
26	3	衣	衣	裒	丙由	p	ow	
26	3	衣	表	表	丙小	p	ew	
26	3	衣	衰	衰	審垂	s'	oey	
26	3	衣	衰	榱	審垂	s'	oey	
26	3	衣	衰	衰	七回	ts'	ooey	
26	3	衣	衰	縗	七回	ts'	ooey	
26	3	衣	袁	袁	喻全	-	ün	
26	3	衣	袁	園	喻全	-	ün	
26	3	衣	袁	猿	喻全	-	ün	
26	3	衣	袁	轅	喻全	-	ün	
26	4	衣	袁	遠	喻犬	-	ün	
26	4	衣	袁	遠	喻寸	-	ün	
26	4	衣	袞	袞	見尹	k	wa'n	
26	4	衣	袞	滾	見尹	k	wa'n	
26	4	衣	裔	裔	由稅	y	oey	
26	4	衣	褱	褱	喻乖	-	wae	
26	4	衣	褱	懷	喻乖	-	wae	
26	4	衣	褱	壞	喻怪	-	wae	
26	4	衣	襄	襄	心章	s	eong	
26	4	衣	襄	鑲	心章	s	eong	
26	4	衣	襄	驤	心章	s	eong	
26	4	衣	襄	曩	尼綁	n	ong	
26	4	衣	襄	禳	言章	j	eong	
26	4	衣	襄	攘	言章	j	eong	
26	4	衣	襄	壤	言兩	j	eong	據錯遺備考#10補上
26	5	衣	襄	壤	言章	j	eong	
26	5	衣	襄	讓	言上	j	eong	
26	5	衣	襄	嚷	言上	j	eong	
26	5	衣	襄	釀	言上	j	eong	
26	7	襾	襾	襾	烏西	-	y	
26	7	襾	西	西	心西	s	y	
26	7	襾	西	洒	審也	s'	a[r]	
26	7	襾	西	廼	尼乃	n	ea	
26	7	襾	西	晒	審界	s'	ea	
26	7	襾	西	哂	丑忍	ch'	a'n	
26	7	襾	要	要	英照	y	ew	
26	7	襾	要	要	英夭	y	ew	
26	7	襾	要	腰	英夭	y	ew	
26	7	襾	䙴	䙴	心天	s	een	
26	7	襾	䙴	僊	心天	s	een	
26	7	襾	䙴	遷	七天	ts'	een	
26	7	襾	䙴	韆	七天	ts'	een	
26	8	襾	䙴	躚	七天	ts'	een	
26	8	襾	覃	覃	同監	t'	am	
26	8	襾	覃	覃	七金	ts'	um	
26	8	襾	覃	潭	同監	t'	am	
26	8	襾	覃	簟	同點	t'	eem	
26	10	見	見	見	見見	k	een	
26	10	見	見	見	可見	h	een	
26	10	見	見	現	可見	h	een	
26	10	見	見	硯	言見	j	een	
26	10	見	規	規	啟為	k'	wy	
26	10	見	規	窺	啟為	k'	wy	
26	10	見	覓	覓	明息	m	ik	
26	10	見	親	親	七申	ts'	a'n	
26	10	見	親	襯	七艮	ts'	a'n	
26	10	見	親	櫬	七艮	ts'	a'n	
26	10	見	覽	覽	耒斬	l	am	
26	10	見	覽	覽	耒鑑	l	am	
26	11	見	覽	纜	耒鑑	l	am	
26	11	見	覽	欖	拉斬	l	am	
26	13	角	角	角	見學	k	ok	
26	13	角	角	桷	見學	k	ok	
26	13	角	角	斛	下卜	h	uk	
26	13	角	解	解	見乃	k	ea	
26	13	角	解	解	見界	k	ea	
26	13	角	解	廨	見乃	k	ea	
26	13	角	解	蟹	下乃	h	ea	
26	13	角	解	邂	下乃	h	ea	
26	13	角	解	懈	下界	h	ea	
26	13	谷	谷	谷	見卜	k	uk	
26	13	谷	谷	俗	在卜	ts	uk	
26	13	谷	谷	郤	啟約	k'	eok	
26	13	谷	谷	綌	見𡭴	k	wik	
