頁	行	部首	字首	單字	反切	聲母	韻母	備註
15	6	方	旋	旋	士全	s	ün	
15	7	方	族	族	在卜	ts	uk	
15	7	方	族	簇	在卜	ts	uk	
15	7	方	族	鏃	在卜	ts	uk	
15	7	方	族	嗾	在卜	ts	uk	
15	9	无	无	无	明烏	m	oo	
15	9	无	旡	旡	見至	k	e	
15	9	无	既	既	見至	k	e	
15	9	无	既	暨	啟至	k'	e	
15	9	无	既	廐	見又	k	ow	
15	9	无	既	慨	啟代	k'	oy	
15	9	无	既	溉	啟代	k'	oy	
15	9	无	既	概	啟代	k'	oy	
15	9	无	既	槩	啟代	k'	oy	
15	9	无	既	嘅	啟代	k'	oy	
15	11	日	日	日	由不	y	a't	
15	11	日	旦	旦	丁犯	t	an	
15	11	日	旦	但	大犯	t	an	
15	11	日	旦	坦	太晚	t'	an	
15	11	日	旦	袒	太晚	t'	an	
15	11	日	旦	胆	丁斬	t	am	
15	11	日	旦	担	丁監	t	am	
15	11	日	旦	怛	太八	t'	at	
15	11	日	旨	旨	之始	ch	e	
15	11	日	旨	指	之始	ch	e	
15	11	日	旨	脂	之希	ch	e	
15	11	日	旨	詣	岸啟	ng	y	
15	11	日	早	早	則老	ts	ou	
15	11	日	早	草	太老	t'	ou	
15	12	日	早	皁	在路	ts	ou	
15	12	日	早	皂	在路	ts	ou	
15	12	日	旬	旬	前倫	ts'	un	
15	12	日	旬	狥	前倫	ts'	un	
15	12	日	旬	殉	前倫	ts'	un	
15	12	日	旬	洵	心倫	s	un	
15	12	日	旬	荀	心倫	s	un	
15	12	日	旬	詢	心倫	s	un	
15	12	日	旬	郇	心倫	s	un	
15	12	日	旬	恂	心倫	s	un	
15	12	日	旬	絢	下寸	h	ün	
15	12	日	旱	旱	下罕	h	on	
15	12	日	旱	趕	見罕	k	on	
15	12	日	旱	悍	下翰	h	on	
15	12	日	旱	捍	下翰	h	on	
15	12	日	昆	昆	見君	k	wa'n	
15	12	日	昆	崑	見君	k	wa'n	
15	13	日	昆	鯤	見君	k	wa'n	
15	13	日	昆	琨	見君	k	wa'n	
15	13	日	昆	焜	見君	k	wa'n	
15	13	日	昆	混	喻圂	-	wa'n	
15	13	日	昆	棍	見圂	k	wa'n	
15	13	日	昊	昊	下路	h	ou	
15	13	日	昌	昌	丑章	ch'	eong	
15	13	日	昌	倡	丑章	ch'	eong	
15	13	日	昌	娼	丑章	ch'	eong	
15	13	日	昌	菖	丑章	ch'	eong	
15	13	日	昌	猖	丑章	ch'	eong	
15	13	日	昌	唱	丑上	ch'	eong	
15	13	日	明	明	明丁	m	ing	
15	13	日	明	萌	明生	m	a'ng	
15	13	日	明	盟	明生	m	a'ng	
15	14	日	昏	昏	非申	f	a'n	
15	14	日	昏	婚	非申	f	a'n	
15	14	日	昏	惛	非申	f	a'n	
15	14	日	昏	閽	非申	f	a'n	
15	14	日	易	易	由息	y	ik	
15	14	日	易	易	由至	y	e	
15	14	日	易	蜴	由息	y	ik	
15	14	日	易	賜	七士	ts'	ze	
15	14	日	易	錫	心息	s	ik	
15	14	日	易	惕	太息	t'	ik	
15	14	日	易	裼	太息	t'	ik	
15	14	日	易	踢	太息	t'	ik	
15	14	日	昔	昔	心息	s	ik	
15	14	日	昔	惜	心息	s	ik	
15	14	日	昔	踖	心息	s	ik	
15	14	日	昔	借	則夜	ts	ěa	
15	14	日	昔	鵲	七約	ts'	eok	
15	14	日	昔	措	七路	ts'	ou	
15	15	日	昔	醋	七路	ts'	ou	
15	15	日	昔	錯	七學	ts'	ok	
15	15	日	昔	厝	七學	ts'	ok	
15	15	日	昔	蜡	丑亞	ch'	a[r]	
15	15	日	昜	昜	由章	y	eong	
15	15	日	昜	揚	由章	y	eong	
15	15	日	昜	啺	由章	y	eong	
15	15	日	昜	楊	由章	y	eong	
15	15	日	昜	陽	由章	y	eong	
15	15	日	昜	颺	由章	y	eong	
15	15	日	昜	瘍	長章	ch'	eong	
15	15	日	昜	腸	長章	ch'	eong	
15	15	日	昜	暢	丑上	ch'	eong	
15	15	日	星	星	心丁	s	ing	
15	15	日	星	猩	心丁	s	ing	
15	15	日	星	腥	心丁	s	ing	
15	15	日	星	醒	心丙	s	ing	
15	16	日	春	春	丑倫	ch'	un	
15	16	日	春	椿	丑倫	ch'	un	
15	16	日	春	蠢	丑盾	ch'	un	
15	16	日	是	是	時至	s'	e	
15	16	日	是	諟	時至	s'	e	
15	16	日	是	匙	時希	s'	e	
15	16	日	是	提	同西	t'	y	
15	16	日	是	題	同西	t'	y	
15	16	日	是	鞮	丁西	t	y	
15	16	日	是	堤	丁西	t	y	
15	16	日	是	踶	大世	t	y	
15	16	日	昱	昱	英卜	y	uk	
15	16	日	昱	煜	英卜	y	uk	
15	16	日	時	時	時希	s'	e	
15	16	日	時	榯	時希	s'	e	
15	17	日	晋	晉	則盡	ts	un	
15	17	日	晋	晋	則盡	ts	un	
15	17	日	晋	搢	則盡	ts	un	
15	17	日	晋	搢	則見	ts	een	
15	17	日	晋	戩	則典	ts	een	
15	17	日	普	普	篇苦	p'	oo	
15	17	日	普	譜	篇苦	p'	oo	
15	17	日	晝	晝	之又	ch	ow	
15	17	日	塲	塲	長章	ch'	eong	原字組無「土」旁，切音同
15	17	日	塲	傷	審章	s'	eong	
15	17	日	塲	殤	審章	s'	eong	
15	17	日	塲	觴	審章	s'	eong	
15	18	日	景	景	見丙	k	ing	
15	18	日	景	影	英丙	y	ing	
15	18	日	晶	晶	則丁	ts	ing	
15	18	日	㬎	㬎	可典	h	een	
15	18	日	㬎	顯	可典	h	een	
15	18	日	㬎	濕	審十	s'	up	
15	18	日	暴	暴	並路	p	ou	
15	18	日	暴	暴	並卜	p	uk	
15	18	日	暴	曝	並卜	p	uk	
15	18	日	暴	瀑	並卜	p	uk	
15	18	日	曇	曇	同監	t'	am	
15	20	曰	曰	曰	喻乙	-	üt	
15	20	曰	曰	曲	可卜	h	uk	
15	20	曰	曳	曳	由世	y	y	
15	20	曰	曳	拽	由世	y	y	
15	20	曰	曳	洩	心別	s	eet	
15	20	曰	曳	絏	心別	s	eet	
15	20	曰	更	更	見幸	k	a'ng	
15	20	曰	更	更	見生	k	a'ng	
15	20	曰	更	梗	見等	k	a'ng	
15	20	曰	更	綆	見等	k	a'ng	
15	20	曰	更	哽	烏等	-	a'ng	
15	20	曰	更	硬	岸硬	ng	ang	
15	20	曰	更	甦	心烏	s	oo	
15	20	曰	曷	曷	下曷	h	ot	
15	20	曰	曷	褐	下曷	h	ot	
16	1	曰	曷	喝	可曷	h	ot	
16	1	曰	曷	渴	可曷	h	ot	
16	1	曰	曷	葛	見曷	k	ot	
16	1	曰	曷	遏	烏八	-	at	
16	1	曰	曷	餲	烏界	-	ea	
16	1	曰	曷	謁	烏別	-	eet	
16	1	曰	曷	歇	可別	h	eet	
16	1	曰	曷	蠍	可別	h	eet	
16	1	曰	曷	蝎	可別	h	eet	
16	1	曰	曷	竭	啟別	k'	eet	
16	1	曰	曷	碣	啟別	k'	eet	
16	1	曰	曷	揭	啟別	k'	eet	
16	1	曰	曷	朅	啟別	k'	eet	
16	1	曰	書	書	審於	s'	ü	
16	1	曰	曹	曹	前刀	ts'	ou	
16	1	曰	曹	槽	前刀	ts'	ou	
16	1	曰	曹	糟	則刀	ts	ou	
16	1	曰	曹	遭	則刀	ts	ou	
16	2	曰	曼	曼	明犯	m	an	
16	2	曰	曼	慢	明犯	m	an	
16	2	曰	曼	蔓	明犯	m	an	
16	2	曰	曼	幔	明半	m	oon	
16	2	曰	曼	漫	明半	m	oon	
16	2	曰	曼	墁	明門	m	oon	
16	2	曰	曼	饅	明申	m	a'n	
16	2	曰	曾	曾	則生	ts	a'ng	
16	2	曰	曾	曾	前生	ts'	a'ng	
16	2	曰	曾	增	則生	ts	a'ng	
16	2	曰	曾	憎	則生	ts	a'ng	
16	2	曰	曾	層	前生	ts'	a'ng	
16	2	曰	曾	贈	在幸	ts	a'ng	
16	2	曰	曾	僧	心生	s	a'ng	
16	2	曰	曾	甑	則幸	ts	a'ng	
16	2	曰	最	最	則稅	ts	oey	
16	2	曰	最	嘬	丑界	ch'	ea	
16	3	曰	最	蕞	七乙	ts'	üt	
16	3	曰	最	撮	七乙	ts'	üt	
16	3	曰	替	替	太世	t'	y	
16	3	曰	替	僣	太別	t'	eet	
16	3	曰	朁	朁	七斬	ts'	am	
16	3	曰	朁	憯	七斬	ts'	am	
16	3	曰	朁	蠶	前監	ts'	am	
16	3	曰	朁	簪	則監	ts	am	
16	3	曰	朁	譖	七浸	ts'	um	
16	3	曰	朁	僭	七欠	ts'	eem	
16	3	曰	朁	潛	前廉	ts'	eem	
16	3	曰	會	會	下罪	h	ooey	
16	3	曰	會	會	可罪	h	ooey	
16	3	曰	會	繪	可罪	h	ooey	
16	3	曰	會	膾	可罪	h	ooey	
16	3	曰	會	獪	可罪	h	ooey	
16	3	曰	會	澮	可罪	h	ooey	
16	4	曰	會	檜	可罪	h	ooey	
16	4	曰	會	糩	可罪	h	ooey	
16	4	曰	會	劊	可罪	h	ooey	
16	4	曰	會	儈	可罪	h	ooey	
16	4	曰	會	懀	烏位	-	wy	
16	4	曰	會	薈	烏位	-	wy	
16	4	曰	會	噲	非界	f	ea	
16	6	月	月	月	言乙	j	üt	
16	6	月	月	刖	喻乙	-	üt	
16	6	月	有	有	由九	y	ow	
16	6	月	有	有	由又	y	ow	
16	6	月	有	侑	由又	y	ow	
16	6	月	有	宥	由又	y	ow	
16	6	月	有	囿	由又	y	ow	
16	6	月	有	痏	非每	f	ooey	
16	6	月	有	洧	非每	f	ooey	
16	6	月	有	賄	非每	f	ooey	
16	6	月	有	郁	英卜	y	uk	
16	6	月	朋	朋	磐生	p'	a'ng	
16	6	月	朋	崩	丙生	p	a'ng	
16	6	月	朋	漰	篇生	p'	a'ng	
16	6	月	朋	棚	磐彭	p'	ang	
16	7	月	服	服	扶卜	f	uk	
16	7	月	朔	朔	審學	s'	ok	
16	7	月	朔	槊	審學	s'	ok	
16	7	月	朔	搠	審學	s'	ok	
16	7	月	朔	塑	心路	s	ou	
16	7	月	朔	溯	心路	s	ou	
16	7	月	朔	遡	心路	s	ou	
16	7	月	朔	愬	心路	s	ou	
16	7	月	朕	朕				
16	7	月	朕	謄	同生	t'	a'ng	
16	7	月	朕	騰	同生	t'	a'ng	
16	7	月	朕	籐	同生	t'	a'ng	
16	7	月	朕	勝	審正	s'	ing	
16	7	月	朕	勝	審丁	s'	ing	
16	7	月	朕	媵	由正	y	ing	
16	8	月	朝	朝	之夭	ch	ew	
16	8	月	朝	朝	長夭	ch'	ew	
16	8	月	朝	潮	長夭	ch'	ew	
16	8	月	朝	廟	明照	m	ew	
16	8	月	朝	嘲	之交	ch	aou	
16	10	木	木	木	明卜	m	uk	
16	10	木	木	沐	明卜	m	uk	
16	10	木	未	未	明利	m	ěy	
16	10	木	未	味	明利	m	ěy	
16	10	木	未	寐	明利	m	ěy	
16	10	木	未	妹	明罪	m	ooey	
16	10	木	未	昧	明罪	m	ooey	
16	10	木	未	魅	明罪	m	ooey	
16	10	木	未	抺	明罪	m	ooey	
16	10	木	未	沬	明罪	m	ooey	
16	10	木	末	末	明末	m	oot	
16	10	木	末	抹	乜末	m	oot	
16	10	木	本	本	丙本	p	oon	
16	10	木	本	笨	磐本	p'	oon	
16	10	木	本	鉢	丙末	p	oot	
16	10	木	本	砵	丙末	p	oot	
16	11	木	札	札	之八	ch	at	
16	11	木	朮	朮	時出	s'	ut	
16	11	木	朮	術	時出	s'	ut	
16	11	木	朮	述	時出	s'	ut	
16	11	木	朱	朱	之於	ch	ü	
16	11	木	朱	株	之於	ch	ü	
16	11	木	朱	姝	之於	ch	ü	
16	11	木	朱	珠	之於	ch	ü	
16	11	木	朱	蛛	之於	ch	ü	
16	11	木	朱	誅	之於	ch	ü	
16	11	木	朱	銖	之於	ch	ü	
16	11	木	朱	侏	之於	ch	ü	
16	11	木	朱	殊	時於	s'	ü	
16	12	木	朵	朵	丁火	t	o[r]	
16	12	木	朵	朶	丁火	t	o[r]	
16	12	木	朵	躲	丁火	t	o[r]	
16	12	木	朿	朿	七士	ts'	ze	
16	12	木	朿	刺	七士	ts'	ze	
16	12	木	朿	策	丑白	ch'	ak	
16	12	木	李	李	耒彼	l	ěy	
16	12	木	杏	杏	下幸	h	a'ng	
16	12	木	呆	呆	岸哀	ng	oy	
16	13	木	束	束	丑卜	ch'	uk	
16	13	木	束	速	七卜	ts'	uk	
16	13	木	束	觫	七卜	ts'	uk	
16	13	木	束	悚	心總	s	ung	
16	13	木	束	竦	心總	s	ung	
16	13	木	束	勅	丑息	ch'	ik	
16	13	木	束	辣	耒八	l	at	
16	13	木	束	疎	審何	s'	o[r]	
16	13	木	杰	杰	共別	k	eet	
16	13	木	東	東	丁中	t	ung	
16	13	木	東	凍	丁動	t	ung	
16	13	木	東	棟	丁動	t	ung	
16	13	木	杳	杳	明小	m	ew	
16	14	木	松	松	前中	ts'	ung	
16	14	木	松	鬆	心中	s	ung	
16	14	木	析	析	心息	s	ik	
16	14	木	析	晳	心息	s	ik	
16	14	木	析	淅	心息	s	ik	
16	14	木	林	林	耒金	l	um	
16	14	木	林	淋	耒金	l	um	
16	14	木	林	琳	耒金	l	um	
16	14	木	林	霖	耒金	l	um	
16	14	木	林	痳	耒金	l	um	
16	14	木	林	森	審金	s'	um	
16	14	木	林	彬	丙申	p	a'n	
16	14	木	林	焚	扶申	f	a'n	
16	14	木	林	婪	耒監	l	am	
16	14	木	果	果	見果	k	wo	
16	14	木	果	菓	見果	k	wo	
16	15	木	果	裹	見果	k	wo	
16	15	木	果	顆	非火	f	o[r]	
16	15	木	果	夥	非火	f	o[r]	
16	15	木	果	課	非個	f	o[r]	
16	15	木	果	裸	拉火	l	o[r]	
16	15	木	果	踝	非亞	f	a[r]	
16	15	木	枼	枼	喻帖	-	eep	
16	15	木	枼	葉	喻帖	-	eep	
16	15	木	枼	碟	大帖	t	eep	
16	15	木	枼	揲	大帖	t	eep	
16	15	木	枼	牒	大帖	t	eep	
16	15	木	枼	堞	大帖	t	eep	
16	15	木	枼	蝶	大帖	t	eep	
16	15	木	某	某	明九	m	ow	
16	15	木	某	謀	明由	m	ow	
16	15	木	某	媒	明回	m	ooey	
16	15	木	某	煤	明回	m	ooey	
16	16	木	染	染	言點	j	eem	
16	16	木	柔	柔	言由	j	ow	
16	16	木	柔	揉	英九	y	ow	
16	16	木	柔	蹂	英九	y	ow	
16	16	木	查	查	長加	ch'	a[r]	
16	16	木	查	渣	之加	ch	a[r]	
16	16	木	柬	柬	見晚	k	an	
16	16	木	柬	揀	見晚	k	an	
16	16	木	柬	諫	見犯	k	an	
16	16	木	柬	練	耒見	l	een	
16	16	木	柬	鍊	耒見	l	een	
16	16	木	柬	煉	耒見	l	een	
16	16	木	栗	栗	耒出	l	ut	
16	16	木	栗	慄	耒出	l	ut	
16	17	木	桀	桀	共別	k	eet	
16	17	木	桀	傑	共別	k	eet	
16	17	木	桀	磔	杖白	ch	ak	
16	17	木	桑	桑	心當	s	ong	
16	17	木	桑	顙	心綁	s	ong	
16	17	木	桼	桼	七不	ts'	a't	
16	17	木	桼	漆	七不	ts'	a't	
16	17	木	桼	膝	心不	s	a't	
16	17	木	梁	梁	耒章	l	eong	
16	17	木	梁	粱	耒章	l	eong	
16	17	木	梟	梟	可夭	h	ew	
16	18	木	棗	棗	則老	ts	ou	
16	18	木	棄	棄	可至	h	e	
16	18	木	棘	棘	見息	k	ik	
16	18	木	棥	棥	扶飡	f	an	
16	18	木	楚	楚	丑火	ch'	o[r]	
16	18	木	楙	楙	明又	m	ow	
16	18	木	楙	懋	明又	m	ow	
16	19	木	業	業	言帖	j	eep	
16	19	木	樂	樂	岸學	ng	ok	
16	19	木	樂	樂	岸教	ng	aou	
16	19	木	樂	樂	耒學	l	ok	
16	19	木	樂	藥	由約	y	eok	
16	19	木	樂	鑠	由約	y	eok	
16	19	木	樂	轢	拉息	l	ik	
16	19	木	樂	櫟	拉息	l	ik	
16	19	木	樂	礫	拉息	l	ik	
16	19	木	樂	爍	拉息	l	ik	
16	19	木	樊	樊	扶飡	f	an	
16	19	木	樊	攀	篇飡	p'	an	
16	19	木	橐	橐	太學	t'	ok	
16	19	木	橐	蠧	丁路	t	ou	
17	1	欠	欠	欠	可欠	h	eem	
17	1	欠	欠	芡	可欠	h	eem	
17	1	欠	欠	欽	英金	y	um	
17	1	欠	欠	嶔	英金	y	um	
17	1	欠	欠	飲	英審	y	um	
17	1	欠	欠	飲	英浸	y	um	
17	1	欠	欠	坎	可敢	h	om	
17	1	欠	欠	砍	可敢	h	om	
17	1	欠	欠	軟	言犬	j	ün	
17	1	欠	欠	吹	丑垂	ch'	oey	
17	1	欠	欠	吹	丑稅	ch'	oey	
17	1	欠	次	次	七士	ts'	ze	
17	1	欠	次	恣	七士	ts'	ze	
17	1	欠	次	姿	則詞	ts	ze	
17	1	欠	次	粢	則詞	ts	ze	
17	1	欠	次	咨	則詞	ts	ze	
17	1	欠	次	資	則詞	ts	ze	
17	1	欠	次	諮	則詞	ts	ze	
17	2	欠	次	茨	則詞	ts	ze	
17	2	欠	次	瓷	前詞	ts'	ze	
17	2	欠	欣	欣	英申	y	a'n	
17	2	欠	欣	掀	可天	h	een	
17	2	欠	欮	欮	啟乙	k'	üt	
17	2	欠	欮	闕	可乙	h	üt	
17	2	欠	欵	欵	非本	f	oon	
17	2	止	止	止	之始	ch	e	
17	4	止	止	址	之始	ch	e	
17	4	止	止	沚	之始	ch	e	
17	4	止	止	祉	之始	ch	e	
17	4	止	止	耻	丑始	ch'	e	
17	4	止	止	趾	之始	ch	e	
17	4	止	止	企	啟始	k'	e	
17	4	止	止	扯	丑者	ch'	ěa	
17	4	止	正	正	之正	ch	ing	
17	4	止	正	症	之正	ch	ing	
17	4	止	正	政	之正	ch	ing	
17	4	止	正	証	之正	ch	ing	
17	4	止	正	征	之丁	ch	ing	
17	4	止	正	整	之丙	ch	ing	
17	4	止	正	罡	見當	k	ong	
17	4	止	此	此	七子	ts'	ze	
17	4	止	此	訾	七子	ts'	ze	
17	5	止	此	紫	則子	ts	ze	
17	5	止	此	疵	前詞	ts'	ze	
17	5	止	此	貲	則詞	ts	ze	
17	5	止	此	雐	七詞	ts'	ze	
17	5	止	此	些	心耶	s	ěa	
17	5	止	此	柴	長鞋	ch'	ea	
17	5	止	此	嘴	則水	ts	oey	
17	5	止	步	步	並父	p	oo	
17	5	止	步	陟	之息	ch	ik	
17	5	止	步	涉	審帖	s'	eep	
17	5	止	步	隲	之不	ch	a't	
17	5	止	武	武	明苦	m	oo	
17	5	止	武	鵡	明苦	m	oo	
17	5	止	武	斌	丙申	p	a'n	
17	5	止	武	賦	非父	f	oo	
17	5	止	歰	歰	審十	s'	up	
17	5	止	歰	澀	審十	s'	up	
17	6	止	歲	歲	心稅	s	oey	
17	6	止	歲	穢	烏位	-	wy	
17	6	止	歷	歷	耒息	l	ik	
17	6	止	歷	瀝	耒息	l	ik	
17	6	止	歷	癧	耒息	l	ik	
17	6	止	歷	靂	拉息	l	ik	
17	6	止	歷	櫪	拉息	l	ik	
17	6	止	歸	歸	見為	k	wy	
17	8	歹	歹	歹	丁乃	t	ea	
17	8	歹	死	死	心子	s	ze	
17	8	歹	死	葬	則壯	ts	ong	
17	8	歹	𣦼	𣦼	前飡	ts'	an	
17	8	歹	餐	餐	七飡	ts'	an	
17	8	歹	殄	殄	同典	t'	een	
17	8	歹	殄	餮	太別	t'	eet	
17	10	殳	殳	殳	時於	s'	ü	
17	10	殳	殳	芟	審監	s'	am	
17	10	殳	殳	疫	由息	y	ik	
17	10	殳	殳	役	由息	y	ik	
17	10	殳	殳	投	同由	t'	ow	
17	10	殳	殳	骰	同由	t'	ow	
17	10	殳	殳	設	丑別	ch'	eet	
17	10	殳	殳	股	見苦	k	oo	
17	10	殳	段	段	大寸	t	ün	
17	10	殳	段	緞	大寸	t	ün	
17	10	殳	殼	殼	可學	h	ok	
17	10	殳	殼	慤	啟學	k'	ok	
17	10	殳	殼	觳	下卜	h	uk	
17	10	殳	殼	穀	見卜	k	uk	
17	10	殳	殼	轂	見卜	k	uk	
17	10	殳	殼	鷇	啟又	k'	ow	
17	10	殳	殼	彀	啟又	k'	ow	
17	11	殳	殷	殷	英申	y	a'n	
17	11	殳	殷	慇	英申	y	a'n	
17	11	殳	殸	殸	可正	h	ing	
17	11	殳	殸	罄	可正	h	ing	
17	11	殳	殸	磬	可正	h	ing	
17	11	殳	殸	馨	可丁	h	ing	
17	11	殳	殸	聲	審丁	s'	ing	
17	11	殳	殹	殹	烏世	-	y	
17	11	殳	殹	翳	烏世	-	y	
17	11	殳	殹	醫	英希	y	e	
17	11	殳	殺	殺	審八	s'	at	
17	11	殳	殺	殺	審界	s'	ea	
17	12	殳	𣪠	𣪠	見息	k	ik	
17	12	殳	𣪠	擊	見息	k	ik	
17	12	殳	𣪠	繫	下世	h	y	
17	12	殳	殿	殿	大見	t	een	
17	12	殳	殿	癜	大見	t	een	
17	12	殳	殿	臀	同全	t'	ün	
17	12	殳	毁	毁	烏鬼	-	wy	
17	12	殳	毁	燬	烏鬼	-	wy	
17	12	殳	毁	譭	烏鬼	-	wy	
17	12	殳	𣫞	𣫞	在學	ts	ok	
17	12	殳	𣫞	鑿	在學	ts	ok	
17	14	毋	毋	毋	明烏	m	oo	
17	14	毋	毋	母	明苦	m	oo	
17	14	毋	毋	姆	明苦	m	oo	
17	14	毋	每	每	明每	m	ooey	
17	14	毋	每	悔	非罪	f	ooey	
17	14	毋	每	晦	非罪	f	ooey	
17	14	毋	每	誨	非罪	f	ooey	
17	14	毋	每	梅	明回	m	ooey	
17	14	毋	每	海	可宰	h	oy	
17	14	毋	每	侮	明苦	m	oo	
17	14	毋	每	毒	大卜	t	uk	
17	14	毋	每	纛	大卜	t	uk	
17	16	比	比	比	丙彼	p	ěy	
17	16	比	比	妣	丙彼	p	ěy	
17	16	比	比	秕	並非	p	ěy	
17	16	比	比	琵	磐非	p'	ěy	
17	16	比	比	比	並利	p	ěy	
17	16	比	比	庇	丙利	p	ěy	
17	16	比	比	屁	丙利	p	ěy	
17	16	比	比	批	篇西	p'	y	
17	16	比	𣬉	𣬉	磐非	p'	ěy	
17	16	比	𣬉	貔	磐非	p'	ěy	
17	16	比	毚	毚	前監	ts'	am	
17	16	比	毚	讒	前監	ts'	am	
17	16	比	毚	儳	前監	ts'	am	
17	16	比	毚	纔	前哀	ts'	oy	
17	18	毛	毛	毛	明刀	m	ou	
17	18	毛	毛	旄	明刀	m	ou	
17	18	毛	毛	髦	明刀	m	ou	
17	18	毛	毛	毫	下刀	h	ou	
17	18	毛	毛	耄	明路	m	ou	
17	18	毛	毛	眊	明路	m	ou	
17	18	毛	毛	耗	可路	h	ou	
17	18	毛	毛	毳	之稅	ch	oey	
17	18	气	气	气	可至	h	e	
17	18	气	氣	氣	可至	h	e	
17	18	气	氣	餼	可至	h	e	
17	20	氏	氏	氏	時至	s'	e	
17	20	氏	氏	祇	其希	k'	e	
17	20	氏	氏	祇	之始	ch	e	
17	20	氏	氏	紙	之始	ch	e	
17	20	氏	氏	舐	時乃	s'	ea	
17	20	氏	氐	氐	丁啟	t	y	
17	20	氏	氐	底	丁啟	t	y	
17	20	氏	氐	抵	丁啟	t	y	
17	20	氏	氐	邸	丁啟	t	y	
17	20	氏	氐	詆	丁啟	t	y	
17	20	氏	氐	呧	丁啟	t	y	
17	20	氏	氐	低	丁西	t	y	
17	20	氏	氐	羝	丁西	t	y	
17	20	氏	氐	胝	丑希	ch'	e	
17	20	氏	氐	蚳	長希	ch'	e	
17	20	氏	民	民	明申	m	a'n	
17	20	氏	民	岷	明申	m	a'n	
18	1	氏	民	珉	明申	m	a'n	
18	1	氏	民	泯	明忍	m	a'n	
18	1	氏	民	眠	明天	m	een	
18	3	氏	水	水	審水	s'	oey	
18	3	氏	永	永	喻永	-	wing	
18	3	氏	永	泳	喻咏	-	wing	
18	3	氏	永	詠	喻咏	-	wing	
18	3	氏	永	咏	喻咏	-	wing	
18	3	氏	永	脉	明則	m	a'k	
18	3	氏	氾	氾	非犯	f	an	
18	3	氏	氾	范	扶犯	f	an	
18	3	氏	求	求	其由	k'	ow	
18	3	氏	求	毬	其由	k'	ow	
18	3	氏	求	裘	其由	k'	ow	
18	3	氏	求	球	其由	k'	ow	
18	3	氏	求	逑	其由	k'	ow	
18	3	氏	求	救	見又	k	ow	
18	4	氏	沓	沓	大甲	t	ap	
18	4	氏	沓	踏	大甲	t	ap	
18	4	氏	㳄	㳄	由天	y	een	
18	4	氏	㳄	羨	士見	s	een	
18	4	氏	㳄	盜	大路	t	ou	
18	4	氏	沙	沙	審加	s'	a[r]	
18	4	氏	沙	莎	審加	s'	a[r]	
18	4	氏	沙	娑	心何	s	o[r]	
18	4	氏	泉	泉	前全	ts'	ün	
18	4	氏	泉	線	心見	s	een	
18	4	氏	波	波	丙何	p	o[r]	
18	4	氏	波	婆	磐何	p'	o[r]	
18	5	氏	淵	淵	烏全	-	ün	
18	5	氏	淼	淼	明小	m	ew	
18	5	氏	渠	渠	其於	k'	ü	
18	5	氏	湯	湯	大當	t	ong	
18	5	氏	湯	蕩	大壯	t	ong	
18	5	氏	湯	盪	大壯	t	ong	
18	7	火	火	火	非火	f	o[r]	
18	7	火	灰	灰	非回	f	ooey	
18	7	火	灰	恢	非回	f	ooey	
18	7	火	灰	詼	非回	f	ooey	
18	7	火	灰	盔	啟為	k'	wy	
18	7	火	灰	炭	太犯	t'	an	
18	7	火	炎	炎	由廉	y	eem	
18	7	火	炎	淡	大鑑	t	am	
18	7	火	炎	啖	大鑑	t	am	
18	7	火	炎	痰	同監	t'	am	
18	7	火	炎	談	同監	t'	am	
18	7	火	炙	炙	之石	ch	ëik	
18	8	火	烏	烏	烏烏	-	oo	
18	8	火	烏	嗚	烏烏	-	oo	
18	8	火	烏	塢	烏苦	-	oo	
18	8	火	烕	烕	明別	m	eet	
18	8	火	烕	滅	明別	m	eet	
18	8	火	烝	烝	之丁	ch	ing	
18	8	火	烝	蒸	之丁	ch	ing	
18	8	火	焉	焉	下天	h	een	
18	8	火	焉	焉	英天	y	een	
18	8	火	焉	鄢	英天	y	een	
18	8	火	𤇾	𤇾				
18	8	火	𤇾	營	由丁	y	ing	
18	9	火	𤇾	塋	由丁	y	ing	
18	9	火	𤇾	螢	由丁	y	ing	
18	9	火	𤇾	縈	由丁	y	ing	
18	9	火	𤇾	瑩	由丁	y	ing	
18	9	火	𤇾	榮	喻榮	-	wing	
18	9	火	𤇾	㷀	其丁	k'	ing	
18	9	火	𤇾	鶯	烏生	-	a'ng	
18	9	火	無	無	明烏	m	oo	
18	9	火	無	蕪	明烏	m	oo	
18	9	火	無	撫	非苦	f	oo	
18	9	火	無	舞	明苦	m	oo	
18	9	火	無	憮	明苦	m	oo	
18	9	火	無	廡	明苦	m	oo	
18	9	火	然	然	言天	j	een	
18	9	火	然	撚	言天	j	een	
18	9	火	然	燃	言天	j	een	
18	10	火	焦	焦	則夭	ts	ew	
18	10	火	焦	蕉	則夭	ts	ew	
18	10	火	焦	樵	前夭	ts'	ew	
18	10	火	焦	譙	前照	ts'	ew	
18	10	火	焦	醮	則照	ts	ew	
18	10	火	焦	蘸	之鑑	ch	am	
18	10	火	煞	煞	審八	s'	at	
18	10	火	煩	煩	扶飡	f	an	
18	10	火	熏	熏	非申	f	a'n	
18	10	火	熏	薰	非申	f	a'n	
18	10	火	熏	勳	非申	f	a'n	
18	10	火	熏	矄	非申	f	a'n	
18	10	火	熏	壎	可全	h	ün	
18	11	火	燕	燕	英見	y	een	
18	11	火	燕	燕	英天	y	een	
18	11	火	燕	燕	英典	y	een	
