# 資料庫版本: 20171105
編號	集	頁	部首	部外畫數	字
6445	未	324	羽	10	翮
6446	未	324	羽	10	翯
6447	未	324	羽	10	翰
6448	未	324	羽	11	翳
6449	未	325	羽	12	翹
6450	未	325	羽	12	翺
6451	未	325	羽	12	翻
6452	未	325	羽	12	翼
6453	未	325	羽	13	翽
6454	未	325	羽	13	翾
6455	未	325	羽	14	翿
6456	未	325	羽	14	耀
6457	未	325	老	0	老
6458	未	325	老	0	考
6459	未	325	老	4	耄
6460	未	325	老	4	者
6461	未	325	老	4	耆
6462	未	325	老	5	耇
6463	未	325	老	5	耉
6464	未	325	老	5	耈
6465	未	325	老	5	耊
6466	未	326	老	6	耋
6467	未	326	而	0	而
6468	未	326	而	3	耍
6469	未	326	而	3	耎
6470	未	326	而	3	耐
6471	未	326	而	3	耑
6472	未	326	而	3	耏
6473	未	326	耒	0	耒
6474	未	326	耒	3	耔
6475	未	326	耒	4	耕
6476	未	326	耒	4	耗
6477	未	326	耒	4	耘
6478	未	326	耒	4	耙
6479	未	326	耒	4	耖
6480	未	326	耒	5	耜
6481	未	326	耒	5	耞
6482	未	326	耒	7	耡
6483	未	326	耒	8	耤
6484	未	326	耒	9	耦
6485	未	327	耒	10	耨
6486	未	327	耒	11	耬
6487	未	327	耒	15	耰
6488	未	327	耳	0	耳
6489	未	327	耳	3	耶
6490	未	327	耳	4	耼
6491	未	327	耳	4	耽
6492	未	327	耳	4	耿
6493	未	327	耳	4	耾
6494	未	327	耳	4	耻
6495	未	327	耳	4	𦕃
6496	未	327	耳	5	聆
6497	未	327	耳	5	聊
6498	未	327	耳	5	𦕓
6499	未	327	耳	6	聒
6500	未	327	耳	7	聖
6501	未	327	耳	7	聘
6502	未	327	耳	8	聚
6503	未	328	耳	8	聞
6504	未	328	耳	9	聦
6505	未	328	耳	11	聯
6506	未	328	耳	11	聰
6507	未	328	耳	11	聱
6508	未	328	耳	11	聲
6509	未	328	耳	11	聳
6510	未	328	耳	12	聵
6511	未	328	耳	12	聶
6512	未	328	耳	12	職
6513	未	328	耳	14	聻
6514	未	328	耳	16	聽
6515	未	328	耳	16	聾
6516	未	328	聿	0	聿
6517	未	328	聿	4	肂
6518	未	328	聿	7	肄
6519	未	328	聿	7	肅
6520	未	329	聿	7	肆
6521	未	329	聿	8	肇
6522	未	329	肉	0	肉
6523	未	329	肉	1	肊
6524	未	329	肉	2	肋
6525	未	329	肉	2	肌
6526	未	329	肉	3	肓
6527	未	329	肉	3	肕
6528	未	329	肉	3	肖
6529	未	329	肉	3	肘
6530	未	329	肉	3	肚
6531	未	329	肉	3	肛
6532	未	329	肉	3	肜
6533	未	329	肉	3	肝
6534	未	329	肉	4	股
6535	未	330	肉	4	肢
6536	未	330	肉	4	肥
6537	未	330	肉	4	肧
6538	未	330	肉	4	肩
6539	未	330	肉	4	肪
6540	未	330	肉	4	肫
6541	未	330	肉	4	肬
6542	未	330	肉	4	肮
6543	未	330	肉	4	肯
6544	未	330	肉	4	肱
6545	未	330	肉	4	育
6546	未	330	肉	4	肴
6547	未	330	肉	4	肸
6548	未	330	肉	4	肺
6549	未	330	肉	4	肦
6550	未	330	肉	4	肭
6551	未	330	肉	4	肵
6552	未	330	肉	5	胃
6553	未	330	肉	5	胄
6554	未	330	肉	5	胆
6555	未	330	肉	5	背
6556	未	330	肉	5	胎
6557	未	331	肉	5	胔
6558	未	331	肉	5	胖
6559	未	331	肉	5	胙
6560	未	331	肉	5	胛
6561	未	331	肉	5	胝
6562	未	331	肉	5	胞
6563	未	331	肉	5	胡
6564	未	331	肉	5	胤
6565	未	331	肉	5	胥
6566	未	331	肉	5	胅
6567	未	331	肉	5	胈
6568	未	331	肉	5	胉
6569	未	331	肉	5	胊
6570	未	331	肉	5	胏
6571	未	331	肉	5	胕
6572	未	331	肉	5	胠
6573	未	331	肉	5	脉
6574	未	331	肉	5	𦙵
6575	未	331	肉	5	胚
6576	未	331	肉	6	胭
6577	未	331	肉	6	胯
6578	未	331	肉	6	胱
6579	未	332	肉	6	胳
6580	未	332	肉	6	胸
6581	未	332	肉	6	胹
6582	未	332	肉	6	能
6583	未	332	肉	6	胾
6584	未	332	肉	6	脂
6585	未	332	肉	6	脃
6586	未	332	肉	6	脅
6587	未	332	肉	6	脈
6588	未	332	肉	6	脊
6589	未	332	肉	6	胰
6590	未	332	肉	6	胴
6591	未	332	肉	6	胵
6592	未	332	肉	6	脀
6593	未	332	肉	6	脄
6594	未	332	肉	6	𦚧
6595	未	332	肉	6	脇
6596	未	332	肉	6	胷
6597	未	332	肉	6	䏻
6598	未	332	肉	6	脆
6599	未	332	肉	7	脗
6600	未	332	肉	7	脘
6601	未	332	肉	7	脛
6602	未	332	肉	7	脞
6603	未	333	肉	7	脡
6604	未	333	肉	7	脢
6605	未	333	肉	7	脣
6606	未	333	肉	7	脧
6607	未	333	肉	7	脩
6608	未	333	肉	7	脫
6609	未	333	肉	7	脯
6610	未	333	肉	7	脝
6611	未	333	肉	7	䏰
6612	未	333	肉	7	脤
6613	未	333	肉	7	脬
6614	未	333	肉	7	脰
6615	未	333	肉	7	脚
6616	未	333	肉	7	膏
6617	未	333	肉	7	𦚟
6618	未	333	肉	8	脹
6619	未	333	肉	8	脾
6620	未	333	肉	8	胼
6621	未	333	肉	8	腆
6622	未	333	肉	8	腊
6623	未	333	肉	8	腋
6624	未	333	肉	8	腌
6625	未	333	肉	8	腎
6626	未	333	肉	8	腐
6627	未	333	肉	8	腑
6628	未	333	肉	8	腓
6629	未	334	肉	8	腔
6630	未	334	肉	8	腕
6631	未	334	肉	8	𦜕
6632	未	334	肉	8	腍
6633	未	334	肉	8	腒
6634	未	334	肉	8	㬹
6635	未	334	肉	8	𦜐
6636	未	334	肉	9	腥
6637	未	334	肉	9	腦
6638	未	334	肉	9	腩
6639	未	334	肉	9	腫
6640	未	334	肉	9	腯
6641	未	334	肉	9	腰
6642	未	334	肉	9	腱
6643	未	334	肉	9	腳
6644	未	334	肉	9	腴
6645	未	334	肉	9	腸
6646	未	334	肉	9	腹
6647	未	334	肉	9	腺
6648	未	334	肉	9	腛
6649	未	334	肉	9	腠
6650	未	334	肉	9	腢
6651	未	334	肉	9	腧
6652	未	334	肉	9	腶
6653	未	335	肉	9	腷
6654	未	335	肉	9	腭
6655	未	335	肉	9	腮
6656	未	335	肉	10	腿
6657	未	335	肉	10	膀
6658	未	335	肉	10	膂
6659	未	335	肉	10	膆
6660	未	335	肉	10	膈
6661	未	335	肉	10	膊
6662	未	335	肉	10	膋
6663	未	335	肉	10	膍
6664	未	335	肉	10	膏
6665	未	335	肉	10	膃
6666	未	335	肉	10	膇
6667	未	335	肉	10	膉
6668	未	335	肉	10	𦞦
6669	未	335	肉	11	膚
6670	未	335	肉	11	膛
6671	未	335	肉	11	膜
6672	未	335	肉	11	膝
6673	未	335	肉	11	膠
6674	未	336	肉	11	膕
6675	未	336	肉	11	膘
6676	未	336	肉	11	膞
6677	未	336	肉	11	膟
6678	未	336	肉	11	膣
6679	未	336	肉	12	膨
6680	未	336	肉	12	膩
6681	未	336	肉	12	膰
6682	未	336	肉	12	膲
6683	未	336	肉	12	膳
6684	未	336	肉	12	膴
6685	未	336	肉	12	膵
6686	未	336	肉	12	膮
6687	未	336	肉	12	膫
6688	未	336	肉	13	膺
6689	未	336	肉	13	膻
6690	未	336	肉	13	膽
6691	未	336	肉	13	膾
6692	未	336	肉	13	膿
6693	未	336	肉	13	臀
6694	未	336	肉	13	臂
6695	未	336	肉	13	臃
6696	未	336	肉	13	臄
6697	未	337	肉	13	臆
6698	未	337	肉	13	臉
6699	未	337	肉	13	臊
6700	未	337	肉	13	膷
6701	未	337	肉	13	臅
6702	未	337	肉	13	臌
6703	未	337	肉	13	䐿
6704	未	337	肉	13	○
6705	未	337	肉	14	臍
6706	未	337	肉	14	臏
6707	未	337	肉	14	臐
6708	未	337	肉	14	臑
6709	未	337	肉	15	臕
6710	未	337	肉	15	臘
6711	未	337	肉	16	臙
6712	未	337	肉	16	臚
6713	未	337	肉	16	臛
6714	未	337	肉	17	臝
6715	未	337	肉	18	臞
6716	未	337	肉	18	臟
6717	未	337	肉	19	臠
6718	未	337	肉	19	臡
6719	未	337	肉	19	臢
6720	未	337	臣	0	臣
6721	未	338	臣	2	臥
6722	未	338	臣	2	卧
6723	未	338	臣	8	臧
6724	未	338	臣	11	臨
6725	未	338	自	0	自
6726	未	338	自	4	臬
6727	未	338	自	4	臭
6728	未	338	自	6	臯
6729	未	338	自	10	臲
6730	未	338	至	0	至
6731	未	338	至	3	致
6732	未	338	至	8	臺
6733	未	338	至	10	臻
6734	未	338	臼	0	臼
6735	未	339	臼	2	臾
6736	未	339	臼	3	臿
6737	未	339	臼	3	○
6738	未	339	臼	4	舀
6739	未	339	臼	4	舁
6740	未	339	臼	5	舂
6741	未	339	臼	6	舃
6742	未	339	臼	6	舄
6743	未	339	臼	7	舅
6744	未	339	臼	8	與
6745	未	339	臼	9	興
6746	未	339	臼	10	舉
6747	未	339	臼	12	舊
6748	未	340	臼	13	舋
6749	未	340	舌	0	舌
6750	未	340	舌	2	舍
6751	未	340	舌	4	舐
6752	未	340	舌	4	䑙
6753	未	340	舌	6	舒
6754	未	340	舌	8	舔
6755	未	340	舌	8	𦧡
6756	未	340	舌	9	舖
6757	未	340	舌	10	舘
6758	未	340	舌	13	舚
6759	未	340	舛	0	舛
6760	未	340	舛	6	舜
6761	未	340	舛	7	舝
6762	未	340	舛	8	舞
6763	未	340	舟	0	舟
6764	未	341	舟	2	舠
6765	未	341	舟	3	舡
6766	未	341	舟	3	舢
6767	未	341	舟	4	航
6768	未	341	舟	4	舫
6769	未	341	舟	4	般
6770	未	341	舟	4	舩
6771	未	341	舟	5	舳
6772	未	341	舟	5	舴
6773	未	341	舟	5	舵
6774	未	341	舟	5	舶
6775	未	341	舟	5	舷
6776	未	341	舟	5	舸
6777	未	341	舟	5	船
6778	未	341	舟	5	舲
6779	未	341	舟	7	艄
6780	未	341	舟	7	艇
6781	未	341	舟	7	艅
6782	未	341	舟	8	艋
6783	未	341	舟	9	艎
6784	未	341	舟	9	艑
6785	未	341	舟	10	艘
6786	未	341	舟	10	艙
6787	未	341	舟	10	艗
6788	未	341	舟	10	艖
6789	未	341	舟	12	艟
6790	未	342	舟	12	艞
6791	未	342	舟	13	艤
6792	未	342	舟	13	艣
6793	未	342	舟	14	艦
6794	未	342	舟	14	艨
6795	未	342	舟	14	艩
6796	未	342	舟	16	艫
6797	未	342	舟	18	艭
6798	未	342	艮	0	艮
6799	未	342	艮	1	良
6800	未	342	艮	11	艱
6801	未	342	色	0	色
6802	未	342	色	5	艴
6803	未	342	色	18	艷
6804	申	343	艸	0	艸
6805	申	343	艸	2	艽
6806	申	343	艸	2	艾
6807	申	343	艸	2	艿
6808	申	343	艸	3	芃
6809	申	343	艸	3	芄
6810	申	343	艸	3	芊
6811	申	343	艸	3	芋
6812	申	343	艸	3	芍
6813	申	343	艸	3	芎
6814	申	343	艸	3	芑
6815	申	343	艸	3	芒
6816	申	343	艸	4	芙
6817	申	343	艸	4	芝
6818	申	343	艸	4	芟
6819	申	343	艸	4	芣
6820	申	343	艸	4	芥
6821	申	344	艸	4	芨
6822	申	344	艸	4	芩
6823	申	344	艸	4	芪
6824	申	344	艸	4	芫
6825	申	344	艸	4	芬
6826	申	344	艸	4	芭
6827	申	344	艸	4	芮
6828	申	344	艸	4	芯
6829	申	344	艸	4	花
6830	申	344	艸	4	芳
6831	申	344	艸	4	芷
6832	申	344	艸	4	芸
6833	申	344	艸	4	芹
6834	申	344	艸	4	芻
6835	申	344	艸	4	芼
6836	申	344	艸	4	芽
6837	申	344	艸	4	芾
6838	申	344	艸	4	芘
6839	申	344	艸	4	芚
6840	申	344	艸	4	芠
6841	申	344	艸	4	芡
6842	申	345	艸	4	芧
6843	申	345	艸	4	芰
6844	申	345	艸	4	芴
6845	申	345	艸	4	芦
6846	申	345	艸	5	苑
6847	申	345	艸	5	苒
6848	申	345	艸	5	苓
6849	申	345	艸	5	苔
6850	申	345	艸	5	苕
6851	申	345	艸	5	苗
6852	申	345	艸	5	苙
6853	申	345	艸	5	苛
6854	申	345	艸	5	苜
6855	申	345	艸	5	苞
6856	申	345	艸	5	苟
6857	申	345	艸	5	苡
6858	申	345	艸	5	苣
6859	申	345	艸	5	若
6860	申	346	艸	5	苦
6861	申	346	艸	5	苧
6862	申	346	艸	5	苫
6863	申	346	艸	5	英
6864	申	346	艸	5	苴
6865	申	346	艸	5	苹
6866	申	346	艸	5	苻
6867	申	346	艸	5	苽
6868	申	346	艸	5	苾
6869	申	346	艸	5	茀
6870	申	346	艸	5	茁
6871	申	346	艸	5	茂
6872	申	346	艸	5	范
6873	申	346	艸	5	茄
6874	申	347	艸	5	茅
6875	申	347	艸	5	茆
6876	申	347	艸	5	茇
6877	申	347	艸	5	茉
6878	申	347	艸	5	苷
6879	申	347	艸	5	苨
6880	申	347	艸	5	苶
6881	申	347	艸	5	苺
6882	申	347	艸	5	茈
6883	申	347	艸	5	茌
6884	申	347	艸	5	苢
6885	申	347	艸	5	苐
6886	申	347	艸	6	茗
6887	申	347	艸	6	荔
6888	申	347	艸	6	茜
6889	申	347	艸	6	茨
6890	申	347	艸	6	茫
6891	申	347	艸	6	茭
6892	申	347	艸	6	茯
6893	申	347	艸	6	萸
6894	申	347	艸	6	茲
6895	申	347	艸	6	茴
6896	申	348	艸	6	茵
6897	申	348	艸	6	茶
6898	申	348	艸	6	茸
6899	申	348	艸	6	茹
6900	申	348	艸	6	荀
6901	申	348	艸	6	荃
6902	申	348	艸	6	荄
6903	申	348	艸	6	荅
6904	申	348	艸	6	荊
6905	申	348	艸	6	荇
6906	申	348	艸	6	草
6907	申	348	艸	6	荍
6908	申	348	艸	6	荏
6909	申	348	艸	6	荐
6910	申	349	艸	6	荑
6911	申	349	艸	6	荒
6912	申	349	艸	6	茙
6913	申	349	艸	6	茛
6914	申	349	艸	6	茞
6915	申	349	艸	6	茟
6916	申	349	艸	6	茢
6917	申	349	艸	6	䒷
6918	申	349	艸	6	茳
6919	申	349	艸	6	茷
6920	申	349	艸	6	茱
6921	申	349	艸	6	茼
6922	申	349	艸	6	荁
6923	申	349	艸	6	荈
6924	申	349	艸	6	荖
6925	申	349	艸	6	䓁
6926	申	349	艸	7	荳
6927	申	349	艸	7	荷
6928	申	349	艸	7	荸
6929	申	350	艸	7	荻
6930	申	350	艸	7	荼
6931	申	350	艸	7	荽
6932	申	350	艸	7	莅
6933	申	350	艸	7	莆
6934	申	350	艸	7	莉
6935	申	350	艸	7	莊
6936	申	350	艸	7	莎
6937	申	350	艸	7	莏
6938	申	350	艸	7	莒
6939	申	350	艸	7	莓
6940	申	350	艸	7	莖
6941	申	350	艸	7	莘
6942	申	350	艸	7	莞
6943	申	350	艸	7	莠
6944	申	350	艸	7	莢
6945	申	350	艸	7	莧
6946	申	351	艸	7	莩
6947	申	351	艸	7	莪
6948	申	351	艸	7	莫
6949	申	351	艸	7	莨
6950	申	351	艸	7	𦯶
6951	申	351	艸	7	莙
6952	申	351	艸	7	莛
6953	申	351	艸	7	莝
6954	申	351	艸	7	莕
6955	申	351	艸	7	莜
6956	申	351	艸	8	莽
6957	申	351	艸	8	菀
6958	申	351	艸	8	菁
6959	申	351	艸	8	菅
6960	申	351	艸	8	菆
6961	申	351	艸	8	菇
6962	申	351	艸	8	菉
6963	申	351	艸	8	菊
6964	申	352	艸	8	菌
6965	申	352	艸	8	菑
6966	申	352	艸	8	菓
6967	申	352	艸	8	菔
6968	申	352	艸	8	菖
6969	申	352	艸	8	菘
6970	申	352	艸	8	菜
6971	申	352	艸	8	菟
6972	申	352	艸	8	菠
6973	申	352	艸	8	菡
6974	申	352	艸	8	菩
6975	申	352	艸	8	蓳
6976	申	352	艸	8	華
6977	申	352	艸	8	菰
6978	申	352	艸	8	菱
6979	申	353	艸	8	菲
6980	申	353	艸	8	菴
6981	申	353	艸	8	菶
6982	申	353	艸	8	菸
6983	申	353	艸	8	菹
6984	申	353	艸	8	菼
6985	申	353	艸	8	菽
6986	申	353	艸	8	萁
6987	申	353	艸	8	萃
6988	申	353	艸	8	萄
6989	申	353	艸	8	萆
6990	申	353	艸	8	萇
6991	申	353	艸	8	萊
6992	申	353	艸	8	萋
6993	申	353	艸	8	萌
6994	申	353	艸	8	萍
6995	申	353	艸	8	萎
6996	申	353	艸	8	萏
6997	申	354	艸	8	萑
6998	申	354	艸	8	菂
6999	申	354	艸	8	菙
7000	申	354	艸	8	荓
7001	申	354	艸	8	菭
7002	申	354	艸	8	菻
7003	申	354	艸	8	菾
7004	申	354	艸	8	萐
7005	申	354	艸	8	菪
7006	申	354	艸	8	○
7007	申	354	艸	9	萬
7008	申	354	艸	9	萱
7009	申	354	艸	9	萵
7010	申	354	艸	9	萼
7011	申	354	艸	9	落
7012	申	354	艸	9	葆
7013	申	355	艸	9	葉
7014	申	355	艸	9	葍
7015	申	355	艸	9	葑
7016	申	355	艸	9	著
7017	申	355	艸	9	葚
7018	申	355	艸	9	葛
7019	申	355	艸	9	葡
7020	申	355	艸	9	董
7021	申	355	艸	9	葦
7022	申	355	艸	9	葩
7023	申	355	艸	9	葫
7024	申	355	艸	9	葬
7025	申	355	艸	9	葭
7026	申	355	艸	9	葯
7027	申	356	艸	9	葱
7028	申	356	艸	9	葳
7029	申	356	艸	9	葵
7030	申	356	艸	9	葷
7031	申	356	艸	9	葸
7032	申	356	艸	9	葺
7033	申	356	艸	9	萩
7034	申	356	艸	9	萭
7035	申	356	艸	9	萹
7036	申	356	艸	9	葄
7037	申	356	艸	9	葎
7038	申	356	艸	9	葒
7039	申	356	艸	9	葰
7040	申	356	艸	9	葶
7041	申	356	艸	9	葹
7042	申	356	艸	9	葽
7043	申	356	艸	9	蒀
7044	申	356	艸	9	蒂
7045	申	356	艸	9	葁
7046	申	356	艸	9	葠
7047	申	356	艸	9	葊
7048	申	357	艸	10	蒐
7049	申	357	艸	10	蒔
7050	申	357	艸	10	蒙
7051	申	357	艸	10	蒜
7052	申	357	艸	10	蒨
7053	申	357	艸	10	蒯
7054	申	357	艸	10	蒱
7055	申	357	艸	10	蒲
7056	申	357	艸	10	蒸
7057	申	357	艸	10	蒹
7058	申	357	艸	10	蒺
7059	申	357	艸	10	蓖
7060	申	357	艸	10	蒼
7061	申	357	艸	10	蒿
7062	申	357	艸	10	蓀
7063	申	357	艸	10	蓁
7064	申	358	艸	10	蓂
7065	申	358	艸	10	蓄
7066	申	358	艸	10	蓆
7067	申	358	艸	10	蓉
7068	申	358	艸	10	蓋
7069	申	358	艸	10	蓍
7070	申	358	艸	10	蓏
7071	申	358	艸	10	蓐
7072	申	358	艸	10	蓑
7073	申	358	艸	10	蒝
7074	申	358	艸	10	蒟
7075	申	358	艸	10	蒡
7076	申	358	艸	10	蒩
7077	申	358	艸	10	蒴
7078	申	358	艸	10	蒻
7079	申	358	艸	10	蒕
7080	申	358	艸	10	蓊
7081	申	358	艸	10	蓌
7082	申	358	艸	10	蓓
7083	申	358	艸	10	蒭
7084	申	358	艸	10	蒞
7085	申	358	艸	10	𦶎
7086	申	358	艸	10	兿
7087	申	358	艸	11	蓧
7088	申	359	艸	11	蓪
7089	申	359	艸	11	蓬
7090	申	359	艸	11	蓮
7091	申	359	艸	11	蓰
7092	申	359	艸	11	蓴
7093	申	359	艸	11	蔻
7094	申	359	艸	11	蓺
7095	申	359	艸	11	蓼
7096	申	359	艸	11	蓽
7097	申	359	艸	11	蓿
7098	申	359	艸	11	蔀
7099	申	359	艸	11	蔌
7100	申	359	艸	11	蔑
7101	申	359	艸	11	蔓
7102	申	359	艸	11	蔔
7103	申	359	艸	11	蔕
7104	申	359	艸	11	蔗
7105	申	359	艸	11	蔚
7106	申	359	艸	11	蔞
7107	申	359	艸	11	蔟
7108	申	360	艸	11	蔡
7109	申	360	艸	11	蔣
7110	申	360	艸	11	蔥
7111	申	360	艸	11	蔦
7112	申	360	艸	11	蔪
7113	申	360	艸	11	蔫
7114	申	360	艸	11	蔬
7115	申	360	艸	11	蔭
7116	申	360	艸	11	蔯
7117	申	360	艸	11	蓫
7118	申	360	艸	11	蓯
7119	申	360	艸	11	蔂
7120	申	360	艸	11	蔇
7121	申	360	艸	11	蔉
7122	申	360	艸	11	蔊
7123	申	360	艸	11	蔙
7124	申	360	艸	11	蔛
7125	申	360	艸	11	蓷
7126	申	360	艸	11	蓲
7127	申	360	艸	11	蓳
7128	申	360	艸	11	蔴
7129	申	360	艸	12	蔽
7130	申	361	艸	12	蕃
7131	申	361	艸	12	蕆
7132	申	361	艸	12	蕉
7133	申	361	艸	12	蕊
7134	申	361	艸	12	蕎
7135	申	361	艸	12	蕕
7136	申	361	艸	12	蕖
7137	申	361	艸	12	蕘
7138	申	361	艸	12	蕙
7139	申	361	艸	12	蕞
7140	申	361	艸	12	蕡
7141	申	361	艸	12	蕢
7142	申	361	艸	12	蕣
7143	申	361	艸	12	蕤
7144	申	361	艸	12	蕨
7145	申	361	艸	12	蕩
7146	申	362	艸	12	蕪
7147	申	362	艸	12	蕭
7148	申	362	艸	12	蔾
7149	申	362	艸	12	蒍
7150	申	362	艸	12	蕁
7151	申	362	艸	12	蕇
7152	申	362	艸	12	蕈
7153	申	362	艸	12	蕑
7154	申	362	艸	12	蕓
7155	申	362	艸	12	蕝
7156	申	362	艸	12	蕠
7157	申	362	艸	12	蕋
7158	申	362	艸	12	萼
7159	申	362	艸	13	蕷
7160	申	362	艸	13	蕾
7161	申	362	艸	13	薄
7162	申	363	艸	13	薅
7163	申	363	艸	13	薇
7164	申	363	艸	13	薈
7165	申	363	艸	13	薊
7166	申	363	艸	13	薌
7167	申	363	艸	13	薏
7168	申	363	艸	13	薐
7169	申	363	艸	13	薑
7170	申	363	艸	13	薔
7171	申	363	艸	13	薖
7172	申	363	艸	13	薙
7173	申	363	艸	13	薛
7174	申	363	艸	13	薜
7175	申	363	艸	13	薤
7176	申	363	艸	13	薦
7177	申	363	艸	13	薨
7178	申	363	艸	13	薩
7179	申	363	艸	13	薪
7180	申	364	艸	13	蕹
7181	申	364	艸	13	蕺
7182	申	364	艸	13	蕻
7183	申	364	艸	13	薀
7184	申	364	艸	13	薁
7185	申	364	艸	13	蓡
7186	申	364	艸	13	薘
7187	申	364	艸	13	薝
7188	申	364	艸	13	薟
7189	申	364	艸	13	薢
7190	申	364	艸	13	薧
7191	申	364	艸	13	薍
7192	申	364	艸	14	薯
7193	申	364	艸	14	薰
7194	申	364	艸	14	薸
7195	申	364	艸	14	薺
7196	申	364	艸	14	薿
7197	申	364	艸	14	藁
7198	申	364	艸	14	藇
7199	申	364	艸	14	藉
7200	申	365	艸	14	藊
7201	申	365	艸	14	藍
7202	申	365	艸	14	藎
7203	申	365	艸	14	藏
7204	申	365	艸	14	藐
7205	申	365	艸	14	薳
7206	申	365	艸	14	薷
7207	申	365	艸	14	薹
7208	申	365	艸	14	藃
7209	申	365	艸	14	薶
7210	申	365	艸	14	𦿉
7211	申	365	艸	15	藕
7212	申	365	艸	15	藚
7213	申	365	艸	15	藛
7214	申	365	艸	15	藜
7215	申	365	艸	15	藝
7216	申	366	艸	15	藟
7217	申	366	艸	15	藤
7218	申	366	艸	15	藥
7219	申	366	艸	15	藩
7220	申	366	艸	15	藪
7221	申	366	艸	15	藭
7222	申	366	艸	15	藘
7223	申	366	艸	15	藙
7224	申	366	艸	15	藡
7225	申	366	艸	16	藷
7226	申	366	艸	16	藹
7227	申	366	艸	16	藺
7228	申	366	艸	16	藻
7229	申	366	艸	16	藿
7230	申	366	艸	16	蘀
7231	申	366	艸	16	蘄
7232	申	366	艸	16	蘅
7233	申	366	艸	16	蘆
7234	申	366	艸	16	蘇
7235	申	366	艸	16	蘊
7236	申	367	艸	16	蘋
7237	申	367	艸	16	藶
7238	申	367	艸	16	䕩
7239	申	367	艸	16	藾
7240	申	367	艸	16	蘁
7241	申	367	艸	16	䕭
7242	申	367	艸	16	蘉
7243	申	367	艸	16	蘐
7244	申	367	艸	16	蘂
7245	申	367	艸	17	蘖
7246	申	367	艸	17	蘚
7247	申	367	艸	17	蘝
7248	申	367	艸	17	蘢
7249	申	367	艸	17	蘤
7250	申	367	艸	17	蘧
7251	申	367	艸	17	蘩
7252	申	367	艸	17	蘭
7253	申	367	艸	17	蘗
7254	申	367	艸	17	蘘
7255	申	367	艸	17	蘡
7256	申	367	艸	17	蘦
7257	申	367	艸	17	䕸
7258	申	367	艸	17	蘙
7259	申	368	艸	17	蘨
7260	申	368	艸	19	蘸
7261	申	368	艸	19	蘺
7262	申	368	艸	19	蘽
7263	申	368	艸	19	蘿
7264	申	368	艸	19	虀
7265	申	368	艸	19	蘼
7266	申	368	艸	21	虆
7267	申	368	艸	25	虋
7268	申	368	虍	0	虍
7269	申	368	虍	2	虎
7270	申	368	虍	3	虐
7271	申	368	虍	4	虓
7272	申	368	虍	4	虔
7273	申	368	虍	4	虒
7274	申	368	虍	5	處
7275	申	368	虍	5	虖
7276	申	368	虍	5	虙
7277	申	368	虍	5	䖏
7278	申	369	虍	6	虛
7279	申	369	虍	6	虜
7280	申	369	虍	7	虞
7281	申	369	虍	7	號
7282	申	369	虍	8	虡
7283	申	369	虍	9	虢
7284	申	369	虍	9	虣
7285	申	369	虍	11	虧
7286	申	369	虍	12	虩
7287	申	369	虫	0	虫
7288	申	369	虫	1	虬
7289	申	369	虫	2	虯
7290	申	369	虫	2	虱
7291	申	369	虫	3	虹
7292	申	369	虫	3	虺
7293	申	370	虫	3	虷
7294	申	370	虫	3	虸
7295	申	370	虫	4	蚊
7296	申	370	虫	4	蚋
7297	申	370	虫	4	蚌
7298	申	370	虫	4	蚍
7299	申	370	虫	4	蚓
7300	申	370	虫	4	蚕
7301	申	370	虫	4	蚣
7302	申	370	虫	4	蚤
7303	申	370	虫	4	蚦
7304	申	370	虫	4	蚧
7305	申	370	虫	4	蚨
7306	申	370	虫	4	蚩
7307	申	370	虫	4	蚪
7308	申	370	虫	4	蚄
7309	申	370	虫	4	蚑
7310	申	370	虫	4	蚜
7311	申	370	虫	4	䖢
7312	申	370	虫	5	蚯
7313	申	370	虫	5	蚱
7314	申	370	虫	5	蚳
7315	申	370	虫	5	蚿
7316	申	370	虫	5	蛀
7317	申	370	虫	5	蛄
7318	申	370	虫	5	蛆
7319	申	370	虫	5	蛇
7320	申	371	虫	5	蛉
7321	申	371	虫	5	蛋
7322	申	371	虫	5	蚰
7323	申	371	虫	5	蚶
7324	申	371	虫	5	蚷
7325	申	371	虫	5	蛅
7326	申	371	虫	6	蛔
7327	申	371	虫	6	蛙
7328	申	371	虫	6	蛛
7329	申	371	虫	6	蛟
7330	申	371	虫	6	蛤
7331	申	371	虫	6	蛧
7332	申	371	虫	6	蛩
7333	申	371	虫	6	蛭
7334	申	371	虫	6	蛑
7335	申	371	虫	6	蛘
7336	申	371	虫	6	蛜
7337	申	371	虫	6	蛞
7338	申	371	虫	6	蛣
7339	申	371	虫	6	䖳
7340	申	371	虫	6	𧊡
7341	申	371	虫	6	蛮
7342	申	371	虫	7	蛸
7343	申	371	虫	7	蛹
7344	申	371	虫	7	蛺
7345	申	371	虫	7	蛻
7346	申	371	虫	7	蛾
7347	申	371	虫	7	蜀
7348	申	372	虫	7	蜂
7349	申	372	虫	7	蜃
7350	申	372	虫	7	蜆
7351	申	372	虫	7	蜇
7352	申	372	虫	7	蜈
7353	申	372	虫	7	蜉
7354	申	372	虫	7	蜊
7355	申	372	虫	7	蜋
7356	申	372	虫	7	蜍
7357	申	372	虫	7	蜑
7358	申	372	虫	7	蜒
7359	申	372	虫	7	蜓
7360	申	372	虫	7	蛼
7361	申	372	虫	7	蜄
7362	申	372	虫	7	蜎
