# 資料庫版本: 20171105
編號	集	頁	部首	部外畫數	字
2386	卯	129	心	7	悍
2387	卯	129	心	7	悒
2388	卯	129	心	7	悔
2389	卯	129	心	7	悖
2390	卯	129	心	7	悚
2391	卯	129	心	7	悛
2392	卯	129	心	7	悝
2393	卯	129	心	7	悞
2394	卯	129	心	7	悟
2395	卯	129	心	7	悠
2396	卯	129	心	7	患
2397	卯	129	心	7	悤
2398	卯	129	心	7	悈
2399	卯	129	心	7	悕
2400	卯	129	心	7	悋
2401	卯	129	心	8	悱
2402	卯	129	心	8	悲
2403	卯	129	心	8	悴
2404	卯	129	心	8	悵
2405	卯	129	心	8	悶
2406	卯	129	心	8	悸
2407	卯	129	心	8	悻
2408	卯	129	心	8	悼
2409	卯	129	心	8	悽
2410	卯	129	心	8	悾
2411	卯	130	心	8	惄
2412	卯	130	心	8	情
2413	卯	130	心	8	惆
2414	卯	130	心	8	惇
2415	卯	130	心	8	惋
2416	卯	130	心	8	惑
2417	卯	130	心	8	㥏
2418	卯	130	心	8	惓
2419	卯	130	心	8	惔
2420	卯	130	心	8	惕
2421	卯	130	心	8	惘
2422	卯	130	心	8	惙
2423	卯	130	心	8	惚
2424	卯	130	心	8	惛
2425	卯	130	心	8	惜
2426	卯	130	心	8	惝
2427	卯	130	心	8	惟
2428	卯	130	心	8	惠
2429	卯	130	心	8	惡
2430	卯	130	心	8	惌
2431	卯	130	心	8	惎
2432	卯	130	心	8	惏
2433	卯	130	心	8	惥
2434	卯	130	心	8	惧
2435	卯	130	心	8	㥃
2436	卯	130	心	8	惪
2437	卯	130	心	9	惰
2438	卯	131	心	9	惱
2439	卯	131	心	9	惲
2440	卯	131	心	9	想
2441	卯	131	心	9	惴
2442	卯	131	心	9	惶
2443	卯	131	心	9	惷
2444	卯	131	心	9	惸
2445	卯	131	心	9	惹
2446	卯	131	心	9	惺
2447	卯	131	心	9	惻
2448	卯	131	心	9	惼
2449	卯	131	心	9	惽
2450	卯	131	心	9	愀
2451	卯	131	心	9	愁
2452	卯	131	心	9	愆
2453	卯	131	心	9	愈
2454	卯	131	心	9	愉
2455	卯	131	心	9	愊
2456	卯	131	心	9	愍
2457	卯	131	心	9	愎
2458	卯	131	心	9	意
2459	卯	131	心	9	愒
2460	卯	131	心	9	愔
2461	卯	131	心	9	愕
2462	卯	131	心	9	愚
2463	卯	131	心	9	愛
2464	卯	132	心	9	愜
2465	卯	132	心	9	感
2466	卯	132	心	9	慍
2467	卯	132	心	9	惵
2468	卯	132	心	9	愓
2469	卯	132	心	9	愖
2470	卯	132	心	9	愗
2471	卯	132	心	9	𢜫
2472	卯	132	心	10	愧
2473	卯	132	心	10	愨
2474	卯	132	心	10	愫
2475	卯	132	心	10	愬
2476	卯	132	心	10	愮
2477	卯	132	心	10	愴
2478	卯	132	心	10	愷
2479	卯	132	心	10	愼
2480	卯	132	心	10	愾
2481	卯	132	心	10	愿
2482	卯	132	心	10	慁
2483	卯	132	心	10	慂
2484	卯	132	心	10	慄
2485	卯	132	心	10	慅
2486	卯	132	心	10	慆
2487	卯	132	心	10	慇
2488	卯	132	心	10	慈
2489	卯	132	心	10	慉
2490	卯	132	心	10	慊
2491	卯	133	心	10	態
2492	卯	133	心	10	慌
2493	卯	133	心	10	㥵
2494	卯	133	心	11	慕
2495	卯	133	心	11	慘
2496	卯	133	心	11	慙
2497	卯	133	心	11	慝
2498	卯	133	心	11	慟
2499	卯	133	心	11	慢
2500	卯	133	心	11	慣
2501	卯	133	心	11	慥
2502	卯	133	心	11	慧
2503	卯	133	心	11	慨
2504	卯	133	心	11	慫
2505	卯	133	心	11	慮
2506	卯	133	心	11	慰
2507	卯	133	心	11	慱
2508	卯	133	心	11	慳
2509	卯	133	心	11	慴
2510	卯	133	心	11	慵
2511	卯	133	心	11	慶
2512	卯	133	心	11	慷
2513	卯	133	心	11	慼
2514	卯	133	心	11	慾
2515	卯	133	心	11	憂
2516	卯	133	心	11	憃
2517	卯	134	心	11	慬
2518	卯	134	心	11	慸
2519	卯	134	心	11	慺
2520	卯	134	心	11	憇
2521	卯	134	心	11	慚
2522	卯	134	心	11	慽
2523	卯	134	心	11	慠
2524	卯	134	心	12	憊
2525	卯	134	心	12	憎
2526	卯	134	心	12	憐
2527	卯	134	心	12	憑
2528	卯	134	心	12	憔
2529	卯	134	心	12	憖
2530	卯	134	心	12	憚
2531	卯	134	心	12	憝
2532	卯	134	心	12	憤
2533	卯	134	心	12	憧
2534	卯	134	心	12	憨
2535	卯	134	心	12	憩
2536	卯	134	心	12	憪
2537	卯	134	心	12	憫
2538	卯	134	心	12	憬
2539	卯	134	心	12	憮
2540	卯	134	心	12	憲
2541	卯	134	心	12	憍
2542	卯	134	心	12	憒
2543	卯	134	心	12	憓
2544	卯	135	心	12	憙
2545	卯	135	心	12	憦
2546	卯	135	心	12	憭
2547	卯	135	心	12	𢠵
2548	卯	135	心	12	○
2549	卯	135	心	12	憋
2550	卯	135	心	13	憶
2551	卯	135	心	13	憸
2552	卯	135	心	13	憹
2553	卯	135	心	13	憾
2554	卯	135	心	13	懁
2555	卯	135	心	13	懂
2556	卯	135	心	13	懃
2557	卯	135	心	13	懆
2558	卯	135	心	13	懇
2559	卯	135	心	13	懈
2560	卯	135	心	13	應
2561	卯	135	心	13	懊
2562	卯	135	心	13	懋
2563	卯	135	心	13	懌
2564	卯	135	心	13	懍
2565	卯	135	心	13	憺
2566	卯	135	心	14	懜
2567	卯	135	心	14	懟
2568	卯	135	心	14	懠
2569	卯	135	心	14	懣
2570	卯	135	心	14	懥
2571	卯	136	心	14	懦
2572	卯	136	心	14	憯
2573	卯	136	心	14	懕
2574	卯	136	心	14	懘
2575	卯	136	心	14	懨
2576	卯	136	心	15	懰
2577	卯	136	心	15	懲
2578	卯	136	心	15	懫
2579	卯	136	心	15	懮
2580	卯	136	心	16	懿
2581	卯	136	心	16	懶
2582	卯	136	心	16	懷
2583	卯	136	心	16	懸
2584	卯	136	心	16	○
2585	卯	136	心	16	懵
2586	卯	136	心	17	懺
2587	卯	136	心	18	懼
2588	卯	136	心	18	懽
2589	卯	136	心	18	懾
2590	卯	136	心	18	𢥠
2591	卯	136	心	19	戀
2592	卯	136	心	19	戁
2593	卯	136	心	20	戄
2594	卯	136	心	24	戇
2595	卯	137	戈	0	戈
2596	卯	137	戈	1	戊
2597	卯	137	戈	1	戉
2598	卯	137	戈	2	戌
2599	卯	137	戈	2	戍
2600	卯	137	戈	2	戎
2601	卯	137	戈	3	成
2602	卯	137	戈	3	我
2603	卯	137	戈	3	戒
2604	卯	137	戈	4	戔
2605	卯	137	戈	4	戕
2606	卯	137	戈	4	或
2607	卯	137	戈	7	戚
2608	卯	137	戈	7	戛
2609	卯	137	戈	8	戟
2610	卯	137	戈	8	戞
2611	卯	137	戈	9	戡
2612	卯	137	戈	9	戢
2613	卯	137	戈	9	戣
2614	卯	137	戈	9	戥
2615	卯	137	戈	9	戤
2616	卯	138	戈	10	戩
2617	卯	138	戈	10	截
2618	卯	138	戈	10	戧
2619	卯	138	戈	10	戬
2620	卯	138	戈	11	戮
2621	卯	138	戈	11	㦼
2622	卯	138	戈	12	戰
2623	卯	138	戈	13	戲
2624	卯	138	戈	14	戳
2625	卯	138	戈	14	戴
2626	卯	138	戶	0	戶
2627	卯	138	戶	1	戹
2628	卯	138	戶	3	戺
2629	卯	138	戶	4	戽
2630	卯	138	戶	4	戾
2631	卯	138	戶	4	房
2632	卯	138	戶	4	所
2633	卯	138	戶	5	扁
2634	卯	139	戶	5	扃
2635	卯	139	戶	5	扂
2636	卯	139	戶	6	扅
2637	卯	139	戶	6	扆
2638	卯	139	戶	6	扇
2639	卯	139	戶	7	扈
2640	卯	139	戶	8	扉
2641	卯	139	戶	8	扊
2642	卯	139	手	0	手
2643	卯	139	手	0	才
2644	卯	139	手	1	扎
2645	卯	139	手	2	扑
2646	卯	139	手	2	扒
2647	卯	139	手	2	打
2648	卯	139	手	2	扐
2649	卯	139	手	3	托
2650	卯	139	手	3	扛
2651	卯	139	手	3	扞
2652	卯	140	手	3	扣
2653	卯	140	手	3	扤
2654	卯	140	手	3	扡
2655	卯	140	手	3	扦
2656	卯	140	手	4	扭
2657	卯	140	手	4	扮
2658	卯	140	手	4	扯
2659	卯	140	手	4	扱
2660	卯	140	手	4	扳
2661	卯	140	手	4	扶
2662	卯	140	手	4	批
2663	卯	140	手	4	扼
2664	卯	140	手	4	找
2665	卯	140	手	4	承
2666	卯	140	手	4	技
2667	卯	140	手	4	抃
2668	卯	140	手	4	抄
2669	卯	140	手	4	抆
2670	卯	140	手	4	抉
2671	卯	140	手	4	把
2672	卯	141	手	4	抑
2673	卯	141	手	4	抒
2674	卯	141	手	4	抓
2675	卯	141	手	4	抔
2676	卯	141	手	4	投
2677	卯	141	手	4	抖
2678	卯	141	手	4	抗
2679	卯	141	手	4	折
2680	卯	141	手	4	扺
2681	卯	141	手	4	报
2682	卯	141	手	5	抨
2683	卯	141	手	5	披
2684	卯	141	手	5	抬
2685	卯	141	手	5	抱
2686	卯	141	手	5	抵
2687	卯	141	手	5	抹
2688	卯	141	手	5	押
2689	卯	141	手	5	抽
2690	卯	141	手	5	拂
2691	卯	142	手	5	担
2692	卯	142	手	5	拆
2693	卯	142	手	5	拇
2694	卯	142	手	5	拈
2695	卯	142	手	5	拉
2696	卯	142	手	5	拊
2697	卯	142	手	5	拋
2698	卯	142	手	5	拌
2699	卯	142	手	5	抪
2700	卯	142	手	5	抶
2701	卯	142	手	5	抿
2702	卯	142	手	5	拃
2703	卯	142	手	5	拄
2704	卯	142	手	5	拍
2705	卯	142	手	5	拏
2706	卯	142	手	5	拐
2707	卯	142	手	5	拑
2708	卯	142	手	5	拒
2709	卯	142	手	5	拓
2710	卯	142	手	5	拔
2711	卯	142	手	5	拕
2712	卯	142	手	5	拗
2713	卯	143	手	5	拘
2714	卯	143	手	5	拙
2715	卯	143	手	5	招
2716	卯	143	手	5	拚
2717	卯	143	手	5	拜
2718	卯	143	手	5	拎
2719	卯	143	手	5	拖
2720	卯	143	手	6	括
2721	卯	143	手	6	拭
2722	卯	143	手	6	拮
2723	卯	143	手	6	拯
2724	卯	143	手	6	拱
2725	卯	143	手	6	拳
2726	卯	143	手	6	拴
2727	卯	143	手	6	拷
2728	卯	143	手	6	拾
2729	卯	143	手	6	拽
2730	卯	143	手	6	持
2731	卯	143	手	6	挂
2732	卯	143	手	6	指
2733	卯	144	手	6	挈
2734	卯	144	手	6	按
2735	卯	144	手	6	挌
2736	卯	144	手	6	挐
2737	卯	144	手	6	挑
2738	卯	144	手	6	挖
2739	卯	144	手	6	拲
2740	卯	144	手	6	拶
2741	卯	144	手	6	挃
2742	卯	144	手	6	挋
2743	卯	144	手	6	㧬
2744	卯	144	手	6	挏
2745	卯	144	手	6	𢫵
2746	卯	144	手	6	拿
2747	卯	144	手	6	拼
2748	卯	144	手	7	挨
2749	卯	144	手	7	挪
2750	卯	144	手	7	挫
2751	卯	144	手	7	振
2752	卯	144	手	7	挱
2753	卯	144	手	7	挹
2754	卯	145	手	7	挺
2755	卯	145	手	7	挼
2756	卯	145	手	7	挽
2757	卯	145	手	7	挾
2758	卯	145	手	7	捂
2759	卯	145	手	7	捄
2760	卯	145	手	7	捆
2761	卯	145	手	7	捉
2762	卯	145	手	7	捋
2763	卯	145	手	7	捌
2764	卯	145	手	7	捍
2765	卯	145	手	7	捎
2766	卯	145	手	7	捏
2767	卯	145	手	7	捐
2768	卯	145	手	7	捓
2769	卯	145	手	7	捔
2770	卯	145	手	7	捕
2771	卯	145	手	7	𢬿
2772	卯	145	手	7	捅
2773	卯	145	手	7	挩
2774	卯	145	手	7	挶
2775	卯	145	手	7	𢬵
2776	卯	145	手	7	捃
2777	卯	145	手	7	捖
2778	卯	146	手	7	捘
2779	卯	146	手	7	挷
2780	卯	146	手	7	挲
2781	卯	146	手	8	捧
2782	卯	146	手	8	捨
2783	卯	146	手	8	捩
2784	卯	146	手	8	捫
2785	卯	146	手	8	捭
2786	卯	146	手	8	据
2787	卯	146	手	8	捱
2788	卯	146	手	8	捲
2789	卯	146	手	8	捶
2790	卯	146	手	8	捷
2791	卯	146	手	8	捺
2792	卯	146	手	8	捻
2793	卯	146	手	8	捼
2794	卯	146	手	8	掀
2795	卯	146	手	8	掂
2796	卯	146	手	8	掃
2797	卯	146	手	8	掄
2798	卯	146	手	8	掇
2799	卯	146	手	8	授
2800	卯	146	手	8	掉
2801	卯	146	手	8	掊
2802	卯	147	手	8	掌
2803	卯	147	手	8	掎
2804	卯	147	手	8	掐
2805	卯	147	手	8	排
2806	卯	147	手	8	掖
2807	卯	147	手	8	掘
2808	卯	147	手	8	掙
2809	卯	147	手	8	掛
2810	卯	147	手	8	掞
2811	卯	147	手	8	掠
2812	卯	147	手	8	採
2813	卯	147	手	8	探
2814	卯	147	手	8	掣
2815	卯	147	手	8	接
2816	卯	147	手	8	控
2817	卯	147	手	8	推
2818	卯	147	手	8	掩
2819	卯	147	手	8	措
2820	卯	147	手	8	掫
2821	卯	148	手	8	掬
2822	卯	148	手	8	捵
2823	卯	148	手	8	捽
2824	卯	148	手	8	掍
2825	卯	148	手	8	掏
2826	卯	148	手	8	掔
2827	卯	148	手	8	掤
2828	卯	148	手	8	掭
2829	卯	148	手	8	掮
2830	卯	148	手	8	○
2831	卯	148	手	8	掯
2832	卯	148	手	8	掟
2833	卯	148	手	8	捥
2834	卯	148	手	8	捬
2835	卯	148	手	8	捦
2836	卯	148	手	9	掽
2837	卯	148	手	9	揀
2838	卯	148	手	9	揄
2839	卯	148	手	9	揉
2840	卯	148	手	9	描
2841	卯	148	手	9	提
2842	卯	148	手	9	插
2843	卯	148	手	9	揖
2844	卯	148	手	9	揚
2845	卯	149	手	9	𢯱
2846	卯	149	手	9	換
2847	卯	149	手	9	揜
2848	卯	149	手	9	揠
2849	卯	149	手	9	握
2850	卯	149	手	9	揣
2851	卯	149	手	9	揥
2852	卯	149	手	9	揩
2853	卯	149	手	9	揪
2854	卯	149	手	9	揫
2855	卯	149	手	9	揭
2856	卯	149	手	9	揮
2857	卯	149	手	9	援
2858	卯	149	手	9	揶
2859	卯	149	手	9	揆
2860	卯	149	手	9	掾
2861	卯	149	手	9	揃
2862	卯	149	手	9	揎
2863	卯	149	手	9	揕
2864	卯	149	手	9	𢯲
2865	卯	149	手	9	揢
2866	卯	149	手	9	揱
2867	卯	149	手	9	揲
2868	卯	149	手	9	揳
2869	卯	150	手	9	揵
2870	卯	150	手	9	揞
2871	卯	150	手	9	揗
2872	卯	150	手	9	○
2873	卯	150	手	9	揸
2874	卯	150	手	9	揑
2875	卯	150	手	9	揾
2876	卯	150	手	9	摉
2877	卯	150	手	9	搃
2878	卯	150	手	10	搆
2879	卯	150	手	10	搉
2880	卯	150	手	10	損
2881	卯	150	手	10	搏
2882	卯	150	手	10	搒
2883	卯	150	手	10	搓
2884	卯	150	手	10	搔
2885	卯	150	手	10	搖
2886	卯	150	手	10	搜
2887	卯	150	手	10	搥
2888	卯	150	手	10	搦
2889	卯	150	手	10	搧
2890	卯	150	手	10	搨
2891	卯	150	手	10	搪
2892	卯	150	手	10	搢
2893	卯	151	手	10	搬
2894	卯	151	手	10	搭
2895	卯	151	手	10	搴
2896	卯	151	手	10	搵
2897	卯	151	手	10	搶
2898	卯	151	手	10	搾
2899	卯	151	手	10	搽
2900	卯	151	手	10	搊
2901	卯	151	手	10	搐
2902	卯	151	手	10	搘
2903	卯	151	手	10	搚
2904	卯	151	手	10	搤
2905	卯	151	手	10	搰
2906	卯	151	手	10	搌
2907	卯	151	手	10	搕
2908	卯	151	手	10	搿
2909	卯	151	手	10	携
2910	卯	151	手	10	搫
2911	卯	151	手	10	𢱧
2912	卯	151	手	10	○
2913	卯	151	手	10	搗
2914	卯	151	手	11	揅
2915	卯	151	手	11	摑
2916	卯	151	手	11	摒
2917	卯	151	手	11	摔
2918	卯	151	手	11	摘
2919	卯	152	手	11	摛
2920	卯	152	手	11	摜
2921	卯	152	手	11	摝
2922	卯	152	手	11	摟
2923	卯	152	手	11	摠
2924	卯	152	手	11	摣
2925	卯	152	手	11	摧
2926	卯	152	手	11	摩
2927	卯	152	手	11	摭
2928	卯	152	手	11	摯
2929	卯	152	手	11	摳
2930	卯	152	手	11	摴
2931	卯	152	手	11	摶
2932	卯	152	手	11	摸
2933	卯	152	手	11	摹
2934	卯	152	手	11	摺
2935	卯	152	手	11	摻
2936	卯	152	手	11	摽
2937	卯	152	手	11	撂
2938	卯	152	手	11	摋
2939	卯	152	手	11	摎
2940	卯	152	手	11	摏
2941	卯	152	手	11	摐
2942	卯	152	手	11	摓
2943	卯	153	手	11	摡
2944	卯	153	手	11	摢
2945	卯	153	手	11	摦
2946	卯	153	手	11	摫
2947	卯	153	手	11	摮
2948	卯	153	手	11	摰
2949	卯	153	手	11	摲
2950	卯	153	手	11	摵
2951	卯	153	手	11	摙
2952	卯	153	手	11	㨮
2953	卯	153	手	11	㨼
2954	卯	153	手	12	撇
2955	卯	153	手	12	撈
2956	卯	153	手	12	撐
2957	卯	153	手	12	撒
2958	卯	153	手	12	撓
2959	卯	153	手	12	撕
2960	卯	153	手	12	撚
2961	卯	153	手	12	撝
2962	卯	153	手	12	撞
2963	卯	153	手	12	撟
2964	卯	153	手	12	撤
2965	卯	153	手	12	撥
2966	卯	154	手	12	撦
2967	卯	154	手	12	撩
2968	卯	154	手	12	撫
2969	卯	154	手	12	撬
2970	卯	154	手	12	播
2971	卯	154	手	12	撮
2972	卯	154	手	12	撰
2973	卯	154	手	12	撲
2974	卯	154	手	12	撅
2975	卯	154	手	12	撊
2976	卯	154	手	12	撏
2977	卯	154	手	12	撙
2978	卯	154	手	12	撠
2979	卯	154	手	12	撢
2980	卯	154	手	12	撣
2981	卯	154	手	12	撋
2982	卯	154	手	12	撑
2983	卯	154	手	12	撆
2984	卯	154	手	13	撻
2985	卯	154	手	13	撼
2986	卯	154	手	13	撾
2987	卯	154	手	13	擀
2988	卯	155	手	13	擁
2989	卯	155	手	13	擂
2990	卯	155	手	13	擄
2991	卯	155	手	13	擅
2992	卯	155	手	13	擇
2993	卯	155	手	13	擊
2994	卯	155	手	13	擋
2995	卯	155	手	13	操
2996	卯	155	手	13	擎
2997	卯	155	手	13	擒
2998	卯	155	手	13	𢶍
2999	卯	155	手	13	擔
3000	卯	155	手	13	擗
3001	卯	155	手	13	擘
3002	卯	155	手	13	據
3003	卯	155	手	13	擉
3004	卯	155	手	13	擏
3005	卯	155	手	13	擐
3006	卯	155	手	13	擖
3007	卯	155	手	13	撿
3008	卯	155	手	13	𢶣
3009	卯	156	手	14	擠
3010	卯	156	手	14	擡
3011	卯	156	手	14	擢
3012	卯	156	手	14	擣
3013	卯	156	手	14	擥
3014	卯	156	手	14	擦
3015	卯	156	手	14	擬
3016	卯	156	手	14	擭
3017	卯	156	手	14	擯
3018	卯	156	手	14	擰
3019	卯	156	手	14	擱
3020	卯	156	手	14	擤
3021	卯	156	手	14	擩
3022	卯	156	手	14	擪
3023	卯	156	手	14	㩝
3024	卯	156	手	14	㩜
3025	卯	156	手	14	𢷤
3026	卯	156	手	14	𢷎
3027	卯	156	手	15	擲
3028	卯	156	手	15	擴
3029	卯	156	手	15	擷
3030	卯	156	手	15	擸
3031	卯	156	手	15	擺
3032	卯	157	手	15	擻
3033	卯	157	手	15	擾
3034	卯	157	手	15	擿
3035	卯	157	手	15	攀
3036	卯	157	手	15	攄
3037	卯	157	手	15	擽
3038	卯	157	手	15	𢸅
3039	卯	157	手	16	攏
3040	卯	157	手	16	攉
3041	卯	157	手	16	攗
3042	卯	157	手	17	攔
3043	卯	157	手	17	攖
3044	卯	157	手	17	攘
3045	卯	157	手	17	攙
3046	卯	157	手	18	攛
3047	卯	157	手	18	攜
3048	卯	157	手	18	攝
3049	卯	157	手	18	㩳
3050	卯	157	手	19	攢
3051	卯	157	手	19	攣
3052	卯	158	手	19	攤
3053	卯	158	手	19	攟
3054	卯	158	手	19	攠
3055	卯	158	手	19	攦
3056	卯	158	手	20	攩
3057	卯	158	手	20	攪
3058	卯	158	手	20	攫
3059	卯	158	手	21	攬
3060	卯	158	手	22	攮
3061	卯	158	手	22	㩹
3062	卯	158	支	0	支
3063	卯	158	支	8	攲
3064	卯	158	攴	0	攴
3065	卯	158	攴	0	攵
3066	卯	158	攴	2	收
3067	卯	158	攴	2	攷
3068	卯	158	攴	3	攸
3069	卯	158	攴	3	改
3070	卯	159	攴	3	攻
3071	卯	159	攴	4	放
3072	卯	159	攴	4	政
3073	卯	159	攴	5	故
3074	卯	159	攴	5	敁
3075	卯	159	攴	5	敂
3076	卯	159	攴	6	效
3077	卯	159	攴	6	敉
3078	卯	159	攴	7	敍
3079	卯	159	攴	7	教
3080	卯	159	攴	7	敏
3081	卯	159	攴	7	救
3082	卯	159	攴	7	敔
3083	卯	159	攴	7	敕
3084	卯	159	攴	7	敖
3085	卯	159	攴	7	敗
3086	卯	160	攴	8	敝
3087	卯	160	攴	8	敞
3088	卯	160	攴	8	敢
3089	卯	160	攴	8	散
3090	卯	160	攴	8	敦
3091	卯	160	攴	8	敜
3092	卯	160	攴	8	敠
3093	卯	160	攴	9	敬
3094	卯	160	攴	9	敭
3095	卯	160	攴	10	敲
3096	卯	160	攴	11	敵
3097	卯	160	攴	11	敷
3098	卯	160	攴	11	數
3099	卯	160	攴	11	敻
3100	卯	160	攴	11	敹
3101	卯	161	攴	11	敺
3102	卯	161	攴	12	整
3103	卯	161	攴	12	敽
3104	卯	161	攴	13	斁
3105	卯	161	攴	13	斂
3106	卯	161	攴	14	斃
3107	卯	161	攴	15	斄
3108	卯	161	攴	16	斆
3109	卯	161	文	0	文
3110	卯	161	文	4	○
3111	卯	161	文	6	斋
3112	卯	161	文	7	斌
3113	卯	161	文	7	斍
3114	卯	161	文	8	斐
3115	卯	161	文	8	斑
3116	卯	161	文	9	斒
3117	卯	161	文	17	斕
3118	卯	161	斗	0	斗
3119	卯	162	斗	6	料
3120	卯	162	斗	6	斚
3121	卯	162	斗	7	斛
3122	卯	162	斗	7	斜
3123	卯	162	斗	8	斝
3124	卯	162	斗	8	斟
3125	卯	162	斗	10	斡
3126	卯	162	斗	10	斠
3127	卯	162	斤	0	斤
3128	卯	162	斤	1	斥
3129	卯	162	斤	4	斧
3130	卯	162	斤	4	斨
3131	卯	162	斤	5	斫
3132	卯	162	斤	7	斬
3133	卯	162	斤	7	断
3134	卯	162	斤	8	斮
3135	卯	162	斤	8	斯
3136	卯	163	斤	9	新
3137	卯	163	斤	10	斲
3138	卯	163	斤	14	斷
3139	卯	163	斤	21	斸
3140	卯	163	方	0	方
3141	卯	163	方	4	於
3142	卯	163	方	5	施
3143	卯	163	方	5	斿
3144	卯	163	方	5	斾
3145	卯	163	方	6	旁
3146	卯	163	方	6	旂
3147	卯	163	方	6	旃
3148	卯	163	方	6	旄
3149	卯	163	方	6	旅
3150	卯	163	方	6	旆
3151	卯	164	方	7	旋
3152	卯	164	方	7	旌
3153	卯	164	方	7	族
3154	卯	164	方	7	旊
3155	卯	164	方	7	旎
3156	卯	164	方	7	旈
3157	卯	164	方	8	旐
3158	卯	164	方	9	旒
3159	卯	164	方	10	旗
3160	卯	164	方	10	旖
3161	卯	164	方	14	旛
3162	卯	164	方	15	旜
3163	卯	164	方	15	旝
3164	卯	164	方	15	旞
3165	卯	164	方	16	旟
3166	卯	164	无	0	无
3167	卯	164	无	1	旡
3168	卯	164	无	7	旣
3169	辰	165	日	0	日
3170	辰	165	日	1	旦
3171	辰	165	日	1	旧
3172	辰	165	日	2	旨
3173	辰	165	日	2	早
3174	辰	165	日	2	旬
3175	辰	165	日	2	旭
3176	辰	165	日	2	𣅃
3177	辰	165	日	3	旰
3178	辰	165	日	3	旱
3179	辰	165	日	3	时
3180	辰	165	日	3	阳
3181	辰	165	日	4	旺
3182	辰	165	日	4	旻
3183	辰	165	日	4	昂
3184	辰	165	日	4	昃
3185	辰	165	日	4	昄
3186	辰	165	日	4	昆
3187	辰	165	日	4	昇
3188	辰	165	日	4	昉
3189	辰	166	日	4	昊
3190	辰	166	日	4	昌
3191	辰	166	日	4	明
3192	辰	166	日	4	昏
3193	辰	166	日	4	易
3194	辰	166	日	4	昔
3195	辰	166	日	4	昕
3196	辰	166	日	4	峕
3197	辰	166	日	5	星
3198	辰	166	日	5	映
3199	辰	166	日	5	春
3200	辰	166	日	5	昧
3201	辰	166	日	5	昨
3202	辰	166	日	5	昭
3203	辰	166	日	5	是
3204	辰	166	日	5	昴
3205	辰	166	日	5	昵
3206	辰	166	日	5	昶
3207	辰	167	日	5	昳
3208	辰	167	日	6	時
3209	辰	167	日	6	晃
3210	辰	167	日	6	晅
3211	辰	167	日	6	晉
3212	辰	167	日	6	晌
3213	辰	167	日	6	晏
3214	辰	167	日	6	晁
3215	辰	167	日	6	晒
3216	辰	167	日	6	晋
3217	辰	167	日	7	晚
3218	辰	167	日	7	晛
3219	辰	167	日	7	晝
3220	辰	167	日	7	晞
3221	辰	167	日	7	晡
3222	辰	167	日	7	晢
3223	辰	167	日	7	晣
3224	辰	167	日	7	晤
3225	辰	167	日	7	晦
3226	辰	167	日	7	晧
3227	辰	167	日	7	晨
3228	辰	167	日	7	晜
3229	辰	167	日	8	普
3230	辰	167	日	8	景
3231	辰	168	日	8	晰
3232	辰	168	日	8	晳
3233	辰	168	日	8	晴
3234	辰	168	日	8	晶
3235	辰	168	日	8	晷
3236	辰	168	日	8	智
3237	辰	168	日	8	晾
3238	辰	168	日	8	晬
3239	辰	168	日	8	晻
3240	辰	168	日	9	暄
3241	辰	168	日	9	暇
3242	辰	168	日	9	暈
3243	辰	168	日	9	暉
3244	辰	168	日	9	暋
3245	辰	168	日	9	暌
3246	辰	168	日	9	暑
3247	辰	168	日	9	暖
3248	辰	168	日	9	暗
3249	辰	168	日	9	暘
3250	辰	168	日	9	暍
3251	辰	168	日	9	㬉
3252	辰	168	日	9	暎
3253	辰	168	日	10	暝
3254	辰	168	日	10	暢
3255	辰	168	日	10	暠
3256	辰	169	日	11	暫
3257	辰	169	日	11	暬
3258	辰	169	日	11	暮
3259	辰	169	日	11	暱
3260	辰	169	日	11	暴
3261	辰	169	日	11	暵
3262	辰	169	日	12	暹
3263	辰	169	日	12	曀
3264	辰	169	日	12	曁
3265	辰	169	日	12	曆
3266	辰	169	日	12	曇
3267	辰	169	日	12	曈
3268	辰	169	日	12	曉
3269	辰	169	日	12	暾
3270	辰	169	日	13	曏
3271	辰	169	日	13	曖
3272	辰	169	日	14	曙
3273	辰	169	日	14	曚
3274	辰	169	日	14	曛
3275	辰	169	日	14	曜
3276	辰	169	日	15	曝
3277	辰	169	日	15	曠
3278	辰	170	日	16	曨
3279	辰	170	日	16	曦
3280	辰	170	日	17	曩
3281	辰	170	日	19	曬
3282	辰	170	曰	0	曰
3283	辰	170	曰	2	曲
3284	辰	170	曰	2	曳
3285	辰	170	曰	3	更
3286	辰	170	曰	4	曶
3287	辰	170	曰	5	曷
3288	辰	170	曰	6	書
3289	辰	170	曰	7	曹
3290	辰	170	曰	7	曼
3291	辰	170	曰	8	曾
3292	辰	170	曰	8	替
3293	辰	171	曰	8	最
3294	辰	171	曰	9	會
3295	辰	171	曰	10	朅
3296	辰	171	月	0	月
3297	辰	171	月	2	有
3298	辰	171	月	2	阴
3299	辰	171	月	4	朋
3300	辰	171	月	4	服
3301	辰	171	月	4	朌
3302	辰	171	月	5	朏
3303	辰	171	月	5	朐
3304	辰	171	月	6	朔
3305	辰	172	月	6	朕
3306	辰	172	月	6	朒
3307	辰	172	月	6	朓
3308	辰	172	月	7	朗
3309	辰	172	月	7	望
3310	辰	172	月	8	朝
3311	辰	172	月	8	朞
