# 資料庫版本: 2020-08-22
序號	字頭	字頭種類	異體字	頁碼	補遺頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	粵拼讀音	音序	讀音分類	釋義	另見原文	校訂註
5713.1	烚			96		h	ap	6	9	hap6	O56				
5714.1	烏			96		w	u	1	1	wu1	T53				
5715.1	烙			96		l	ok	3	8	lok3	I89				
5716.1	烊			96		j	oeng	4	4	joeng4	S73				
5717.1	㶳			96		z	eon	6	6	zeon6	P121			同燼	
5717.2	㶳			96		z	eon	2	2	zeon2	P119	A		同燼	
5718.1	烝			96		z	ing	1	1	zing1	P84				
5719.1	焉			96		j	in	1	1	jin1	S51		疑問代詞		
5719.2	焉			96		j	in	4	4	jin4	S54		語氣助詞		
5720.1	焐			96			ng	6	6	ng6	N88				
5721.1	烴			96		t	ing	1	1	ting1	G51				
5722.1	焊			96		h	on	6	6	hon6	O99				
5723.1	烱			96		gw	ing	2	2	gwing2	K24			同炯	
5724.1	烻			96		j	in	3	3	jin3	S53				
5725.1	烯			96		h	ei	1	1	hei1	O60				
5726.1	烰			96		f	au	4	4	fau4	E15				
5727.1	焓			96		h	am	4	4	ham4	O44				
5728.1	烽			96		f	ung	1	1	fung1	E50				
5729.1	烹			96		p	aang	1	1	paang1	C12				
5730.1	烷			96		j	yun	2	2	jyun2	A55				
5731.1	烺			96		l	ong	5	5	long5	I87				
5732.1	焗			96		g	uk	6	9	guk6	J114				
5733.1	焌			96		z	eon	3	3	zeon3	P120				
5734.1	焄			96		f	an	1	1	fan1	E17				
5735.1	焚			96		f	an	4	4	fan4	E20				
5736.1	焯			96		z	oek	3	8	zoek3	P112			同灼	
5737.1	喣			96		h	eoi	2	2	heoi2	O114				
5738.1	焫			96		j	yut	3	8	jyut3	A60		同爇		
5738.2	焫			96		n	aat	3	8	naat3	H18	D	燙		
5739.1	焜			96		kw	an	1	1	kwan1	M14				
5740.1	焦			96		z	iu	1	1	ziu1	P68				
5741.1	焮			96		j	an	1	1	jan1	S19				
5742.1	焰			96		j	im	6	6	jim6	S50				
5742.2	焰			96		j	im	4	4	jim4	S48	A			
5743.1	然			96		j	in	4	4	jin4	S54				
5744.1	焞			96		s	eon	4	4	seon4	R125				
5745.1	焠			96		s	eoi	6	6	seoi6	R121				
5745.2	焠			96		c	eoi	3	3	ceoi3	Q110	A			
5746.1	焙			96		b	ui	6	6	bui6	B74				
5747.1	焱			96		j	im	6	6	jim6	S50				
5748.1	煀			96		w	at	1	7	wat1	T33				
5749.1	無			96		m	ou	4	4	mou4	D68		有無		
5749.2	無			96		m	o	4	4	mo4	D73		南無		
5750.1	煁			96		s	am	4	4	sam4	R36				
5751.1	煤			96		m	ui	4	4	mui4	D80				
5752.1	煮			96		z	yu	2	2	zyu2	P131				
5753.1	煑			96		z	yu	2	2	zyu2	P131			同煮	
5754.1	煠			96		z	aa	3	3	zaa3	P3		同炸		
5755.1	熙			96		h	ei	1	1	hei1	O60				
5756.1	煏			96		b	ik	1	7	bik1	B57				
5757.1	煙			96		j	in	1	1	jin1	S51			同烟	
5758.1	煉			96		l	in	6	6	lin6	I63				
5759.1	煩			96		f	aan	4	4	faan4	E8				
5760.1	𤋮			96		h	ei	1	1	hei1	O60			同熙	
5761.1	煗			97		n	yun	5	5	nyun5	H75			同暖	
5762.1	煦			97		h	eoi	2	2	heoi2	O114				
5763.1	照			97		z	iu	3	3	ziu3	P70				
5764.1	煚			97		gw	ing	2	2	gwing2	K24				
5765.1	煬			97		j	oeng	4	4	joeng4	S73				
5766.1	煜			97		j	uk	1	7	juk1	S88				
5767.1	煨			97		w	ui	1	1	wui1	T58				
5768.1	煟			97		w	ai	6	6	wai6	T25				
5769.1	煅			97		d	yun	3	3	dyun3	F107				
5770.1	煲			97		b	ou	1	1	bou1	B58				
5771.1	煌			97		w	ong	4	4	wong4	T48				
5772.1	煖			97		n	yun	5	5	nyun5	H75			同暖	
5772.2	煖			97		h	yun	1	1	hyun1	O123			同煊	
5773.1	煥			97		w	un	6	6	wun6	T66				
5774.1	煞			97		s	aat	3	8	saat3	R22				
5775.1	煔			97		s	im	2	2	sim2	R75				
5776.1	煎			97		z	in	1	1	zin1	P76				
5777.1	煊			97		h	yun	1	1	hyun1	O123				
5778.1	煢		𠙦	97		k	ing	4	4	king4	L38				
5779.1	煇			97		w	an	6	6	wan6	T31				
5779.2	煇			97		f	ai	1	1	fai1	E11			同輝	
5780.1	煸			97		p	in	1	1	pin1	C41				
5781.1	煆			97		h	aa	6	6	haa6	O4				
5782.1	煒			97		w	ai	5	5	wai5	T24				
5783.1	煝			97		m	ei	6	6	mei6	D47				
5784.1	煣			97		j	au	2	2	jau2	S8				
5785.1	煺			97		t	eoi	3	3	teoi3	G76				
5786.1	煿			97		b	ok	3	8	bok3	B70				
5787.1	熅			97		w	an	1	1	wan1	T26				
5788.1	熀			97		f	ong	2	2	fong2	E34				
5789.1	熄			97		s	ik	1	7	sik1	R93				
5790.1	熈			97		h	ei	1	1	hei1	O60			同熙	
5791.1	熗			97		c	oeng	3	3	coeng3	Q105				
5792.1	熘			97		l	au	6	6	lau6	I31			同餾	
5792.2	熘			97		l	au	4	4	lau4	I29	A		同餾	
5793.1	煼			97		c	aau	2	2	caau2	Q10			同炒	
5794.1	熏			97		f	an	1	1	fan1	E17				
5795.1	熇			97		h	ok	3	8	hok3	O107				
5795.2	熇			97		h	uk	6	9	huk6	O122	A			
5796.1	煻			97		t	ong	4	4	tong4	G71				
5797.1	熒			97		j	ing	4	4	jing4	S64				
5798.1	𤌍			97		h	ok	3	8	hok3	O107				
5799.1	熔			97		j	ung	4	4	jung4	S85				
5800.1	煽			97		s	in	3	3	sin3	R81				
5801.1	熊			97		h	ung	4	4	hung4	O119				
5802.1	熭			97		w	ai	6	6	wai6	T25				
5803.1	熬			97		ng	ou	4	4	ngou4	N61				
5804.1	熱			97		j	it	6	9	jit6	S60				
5805.1	㷫			97		h	ing	3	3	hing3	O78				
5806.1	熯			97		n	aan	5	5	naan5	H15		通戁		
5806.2	熯			97		h	on	3	3	hon3	O96			同暵	
5807.1	熰			97			au	1	1	au1	A19				
5807.2	熰			97		ng	au	1	1	ngau1	N36				
5808.1	熛			97		b	iu	1	1	biu1	B44				
5809.1	熲			97		gw	ing	2	2	gwing2	K24				
5810.1	熳			97		m	aan	6	6	maan6	D15				
5811.1	熜			97		z	ung	2	2	zung2	P124				
5812.1	㷭			97		f	ung	1	1	fung1	E50			同烽	
5813.1	熵			97		s	oeng	1	1	soeng1	R109				正文字模作「𪹧」，今依音序表
5814.1	熟			97		s	uk	6	9	suk6	R135				
5815.1	熨			97		w	an	6	6	wan6	T31		熨斗		
5815.2	熨			97		w	at	1	7	wat1	T33		熨帖		
5816.1	熠			97		j	ap	1	7	jap1	S25		熠耀		
5816.2	熠			97		s	aap	6	9	saap6	R21	D	煮		
5817.1	燒			97		s	iu	1	1	siu1	R69				
5818.1	熺			97		h	ei	1	1	hei1	O60				
5819.1	熹			97		h	ei	1	1	hei1	O60				
5820.1	燅			97		c	am	4	4	cam4	Q39				
5820.2	燅			97		c	im	4	4	cim4	Q71	A			
5821.1	燕			97		j	in	3	3	jin3	S53		燕子		
5821.2	燕			97		j	in	1	1	jin1	S51		燕京		
5822.1	燂			97		c	im	4	4	cim4	Q71		燒熱		
5822.2	燂			97		t	aam	4	4	taam4	G7	D	烤		
5823.1	燎			97		l	iu	4	4	liu4	I55				
5824.1	熸			97		z	im	1	1	zim1	P72				
5825.1	燁			97		j	ip	6	9	jip6	S58				
5826.1	㷹			97		z	aau	3	3	zaau3	P10				
5827.1	燀			97		d	aan	6	6	daan6	F13		炊		
5827.2	燀			97		c	in	2	2	cin2	Q73		厚		
5828.1	燋			97		z	iu	1	1	ziu1	P68				
5828.2	燋			97		c	iu	4	4	ciu4	Q67			通樵	
5829.1	燔			97		f	aan	4	4	faan4	E8				
5830.1	燃			97		j	in	4	4	jin4	S54				
5831.1	燄			97		j	im	6	6	jim6	S50			同焰	
5831.2	燄			97		j	im	4	4	jim4	S48	A		同焰	
5832.1	燉			97		d	eon	6	6	deon6	F97				
5832.2	燉			97		d	an	6	6	dan6	F34	A			
5833.1	熾			98		c	i	3	3	ci3	Q61				
5834.1	燐			98		l	eon	4	4	leon4	I103		同磷		
5835.1	燊			98		s	an	1	1	san1	R38				
5836.1	燚			98		j	ik	6	9	jik6	S68				
5837.1	燙			98		t	ong	3	3	tong3	G70				
5838.1	燠			98		j	uk	1	7	juk1	S88				
5838.2	燠			98			ou	2	2	ou2	A31	A			
5839.1	燖			98		c	am	4	4	cam4	Q39				
5840.1	燜			98		m	un	6	6	mun6	D86				
5841.1	燈			98		d	ang	1	1	dang1	F35				
5842.1	燏			98		w	at	6	9	wat6	T34				
5843.1	𤎩			98		s	eoi	6	6	seoi6	R121			同燧	
5844.1	燦			98		c	aan	3	3	caan3	Q19				
5845.1	燶			98		n	ung	1	1	nung1	H72				
5846.1	燥			98		c	ou	3	3	cou3	Q86				
5847.1	燡			98		j	ik	6	9	jik6	S68				
5848.1	燭			98		z	uk	1	7	zuk1	P127				
5849.1	燬			98		w	ai	2	2	wai2	T21				
5850.1	燴			98		w	ui	6	6	wui6	T61				
5851.1	𤏶			98		ng	ou	4	4	ngou4	N61			同爊	
5851.2	𤏶			98			ou	1	1	ou1	A30			同爊	
5852.1	燧			98		s	eoi	6	6	seoi6	R121				
5853.1	營			98		j	ing	4	4	jing4	S64				
5854.1	燮			98		s	it	3	8	sit3	R86				
5855.1	燾			98		d	ou	6	6	dou6	F80				
5855.2	燾			98		t	ou	4	4	tou4	G59	A			
5856.1	爁			98		l	aam	6	6	laam6	I11				
5857.1	燹			98		s	in	2	2	sin2	R80				
5858.1	燻			98		f	an	1	1	fan1	E17		同熏		
5859.1	燼			98		z	eon	6	6	zeon6	P121				
5859.2	燼			98		z	eon	2	2	zeon2	P119	A			
5860.1	燿			98		j	iu	6	6	jiu6	S44			同耀	
5860.2	燿			98		s	oek	3	8	soek3	R115			通鑠	
5861.1	爆			98		b	aau	3	3	baau3	B11				
5862.1	爍			98		s	oek	3	8	soek3	R115				
5863.1	爕			98		s	it	3	8	sit3	R86			同燮	
5864.1	爊			98		ng	ou	4	4	ngou4	N61				
5864.2	爊			98			ou	1	1	ou1	A30				
5865.1	爔			98		h	ei	1	1	hei1	O60				
5866.1	爌			98		k	ong	3	3	kong3	L43				
5866.2	爌			98		kw	ong	3	3	kwong3	M19	G			
5867.1	爇			98		j	yut	3	8	jyut3	A60				
5868.1	爐			98		l	ou	4	4	lou4	I75				
5869.1	爗			98		j	ip	6	9	jip6	S58			同燁	
5870.1	爓			98		c	am	4	4	cam4	Q39			同燖	
5870.2	爓			98		j	im	4	4	jim4	S48	A		通焰	
5870.3	爓			98		j	im	6	6	jim6	S50			通焰	
5871.1	𤑾			98		s	eoi	6	6	seoi6	R121			同燧	
5872.1	爚			98		j	oek	6	9	joek6	S77				
5873.1	𤒦			98		j	im	6	6	jim6	S50			同焰	
5873.2	𤒦			98		j	im	4	4	jim4	S48	A		同焰	
5874.1	爛			98		l	aan	6	6	laan6	I15				
5875.1	爟			98		g	un	3	3	gun3	J108				
5876.1	爞			98		c	ung	4	4	cung4	Q119				
5877.1	爝			98		z	oek	3	8	zoek3	P112				
5878.1	𤓓			98		l	o	3	3	lo3	I80				
5879.1	㸐			98		j	in	4	4	jin4	S54			古然字	
5880.1	爣			98		t	ong	2	2	tong2	G69				
5881.1	爥			98		z	uk	1	7	zuk1	P127		同燭		
5882.1	爦			98		l	aam	5	5	laam5	I10				
5883.1	爨			98		c	yun	3	3	cyun3	Q128				
5884.1	爩			98		w	at	1	7	wat1	T33				
5885.1	爪			98		z	aau	2	2	zaau2	P9				
5886.1	㸓			98		f	at	1	7	fat1	E23				
5887.1	爭			99		z	ang	1	1	zang1	P44				
5887.2	爭			99		z	aang	1	1	zaang1	P19	V			
5888.1	爬			99		p	aa	4	4	paa4	C3				
5889.1	爰			99		w	un	4	4	wun4	T64				
5889.2	爰			99		j	yun	4	4	jyun4	A57	A			
5890.1	爲			99		w	ai	4	4	wai4	T23		作爲		
5890.2	爲			99		w	ai	6	6	wai6	T25		因爲		
5891.1	𢆡			99		n	in	1	1	nin1	H45				
5892.1	爵			99		z	oek	3	8	zoek3	P112				
5893.1	父			99		f	u	6	6	fu6	E43		父親		
5893.2	父			99		f	u	2	2	fu2	E39		漁父		
5894.1	爸			99		b	aa	1	1	baa1	B1				
5895.1	爹			99		d	e	1	1	de1	F47				
5896.1	爺			99		j	e	4	4	je4	S29				
5897.1	㸙			99		z	e	1	1	ze1	P52				
5898.1	爻			99		ng	aau	4	4	ngaau4	N14				
5899.1	爽			99		s	ong	2	2	song2	R105				
5900.1	爾			99		j	i	5	5	ji5	S37				
5901.1	爿			99		c	oeng	4	4	coeng4	Q106		作聲符用		
5901.2	爿			99		b	aan	6	6	baan6	B15		一爿商店		
5902.1	牀			99		c	ong	4	4	cong4	Q101				
5903.1	牁			99			o	1	1	o1	A33				
5904.1	牂			99		z	ong	1	1	zong1	P102				
5905.1	牆			99		c	oeng	4	4	coeng4	Q106				
5906.1	片			99		p	in	3	3	pin3	C42				
5907.1	版			99		b	aan	2	2	baan2	B14				
5908.1	牉			99		p	un	3	3	pun3	C71				
5909.1	牋			99		z	in	1	1	zin1	P76			同箋	
5910.1	牌			99		p	aai	4	4	paai4	C5				
5911.1	牒			99		d	ip	6	9	dip6	F67				
5912.1	牐			99		z	aap	6	9	zaap6	P23			同閘	
5913.1	牏			99		j	yu	4	4	jyu4	A51				
5913.2	牏			99		t	au	4	4	tau4	G23	A			
5914.1	牎			99		c	oeng	1	1	coeng1	Q103			同窗	
5915.1	牓			99		b	ong	2	2	bong2	B66				
5916.1	牕			99		c	oeng	1	1	coeng1	Q103			同窗	
5917.1	牖			99		j	au	5	5	jau5	S11				
5918.1	牘			99		d	uk	6	9	duk6	F104				
5919.1	牙			100		ng	aa	4	4	ngaa4	N4				
5920.1	㸦			100		w	u	6	6	wu6	T57				
5921.1	牚			100		c	aang	1	1	caang1	Q21				
5922.1	牛			100		ng	au	4	4	ngau4	N39				
5923.1	牝			100		p	an	5	5	pan5	C26				
5924.1	牟			100		m	au	4	4	mau4	D28				
5925.1	牡			100		m	aau	5	5	maau5	D10				
5926.1	牤			100		m	ong	4	4	mong4	D75				
5927.1	牠			100		t	aa	1	1	taa1	G1				
5928.1	牣			100		j	an	6	6	jan6	S24				
5929.1	牢			100		l	ou	4	4	lou4	I75				
5930.1	牦			100		m	ou	4	4	mou4	D68				
5931.1	牧			100		m	uk	6	9	muk6	D93				
5932.1	物			100		m	at	6	9	mat6	D41				
5933.1	牯			100		g	u	2	2	gu2	J103				
5934.1	牲			100		s	aang	1	1	saang1	R18				
5935.1	牮			100		z	in	3	3	zin3	P78				
5936.1	牴			100		d	ai	2	2	dai2	F20				
5937.1	特			100		d	ak	6	9	dak6	F44				
5938.1	㸸			100		h	au	6	6	hau6	O40				
5939.1	牷			100		c	yun	4	4	cyun4	Q129				
5940.1	𤙖			100		h	au	1	1	hau1	O35		狗爭鬥聲	同吽	
5940.2	𤙖			100		h	ung	1	1	hung1	O116		佛教用語	同吽	
5940.3	𤙖			100	253	n	au	6	6	nau6	H24				
5941.1	牸			100		z	i	6	6	zi6	P67				
5942.1	牾			100			ng	5	5	ng5	N87				
5943.1	牻			100		m	ong	4	4	mong4	D75				
5944.1	牼			100		h	ang	1	1	hang1	O50				
5945.1	牿			100		g	uk	1	7	guk1	J113				
5946.1	觕			100		c	ou	1	1	cou1	Q84				
5947.1	𤙡			100		s	ing	1	1	sing1	R88			同騂	
5948.1	犀			100		s	ai	1	1	sai1	R24				
5949.1	牽			100		h	in	1	1	hin1	O71				
5950.1	犆			100		d	at	6	9	dat6	F42		單獨		
5950.2	犆			100		z	ik	6	9	zik6	P90		緣飾		
5951.1	犄			100		g	ei	1	1	gei1	J46				
5952.1	犋			100		g	eoi	6	6	geoi6	J101				
5953.1	犅			100		g	ong	1	1	gong1	J88				
5954.1	犇			100		b	an	1	1	ban1	B27				
5955.1	犂		犁	100		l	ai	4	4	lai4	I25				
5956.1	犉			100		s	eon	4	4	seon4	R125				
5957.1	犎			100		f	ung	1	1	fung1	E50				
5958.1	犏			100		p	in	1	1	pin1	C41				
5959.1	犍			100		g	in	1	1	gin1	J62				
5960.1	㹄			100		z	ik	1	7	zik1	P88				
5961.1	犓			100		c	o	1	1	co1	Q89				
5962.1	犒			100		h	ou	3	3	hou3	O82				
5963.1	犖			100		l	ok	3	8	lok3	I89				
5964.1	犗			100		g	aai	3	3	gaai3	J7				
5965.1	犛			100		l	ei	4	4	lei4	I42				
5965.2	犛			100		m	ou	4	4	mou4	D68			同牦	
5966.1	㹎			100		l	eoi	4	4	leoi4	I99				
5967.1	犟			100		g	oeng	6	6	goeng6	J96				
5968.1	㹖			100		w	aan	6	6	waan6	T13		同豢		
5969.1	犢			100		d	uk	6	9	duk6	F104				
5970.1	犦			100		b	ok	6	9	bok6	B71				
5971.1	犤			100		b	ei	1	1	bei1	B35				
5972.1	犨			100		c	au	4	4	cau4	Q35				
5973.1	犧			100		h	ei	1	1	hei1	O60				
5974.1	犩			101		ng	ai	4	4	ngai4	N33				
5975.1	𤜌			101		b	ok	6	9	bok6	B71				
5976.1	犪			101		kw	ai	4	4	kwai4	M12				
5977.1	犫			101		c	au	4	4	cau4	Q35			同犨	
5978.1	犬			101		h	yun	2	2	hyun2	O124				
5979.1	犰			101		k	au	4	4	kau4	L11				
5980.1	犯			101		f	aan	6	6	faan6	E9				
5981.1	犴			101		ng	on	6	6	ngon6	N74		同豻、牢獄		
5981.2	犴			101		h	on	4	4	hon4	O97				
5981.3	犴			101		h	on	6	6	hon6	O99	A		同豻	
5982.1	狂			101		k	ong	4	4	kong4	L44				
5983.1	㹠			101		t	yun	4	4	tyun4	G87			同豚	
5984.1	犿			101		f	aan	1	1	faan1	E5				
5984.2	犿			101		f	un	1	1	fun1	E47	A			
5985.1	犺			101		k	ong	3	3	kong3	L43				
5986.1	狄			101		d	ik	6	9	dik6	F76				
5987.1	狀			101		z	ong	6	6	zong6	P105				
5988.1	狃			101		n	au	2	2	nau2	H22				
5989.1	狁			101		w	an	5	5	wan5	T30				
5990.1	𤜯			101		k	ap	6	9	kap6	L21				
5991.1	犼			101		h	au	3	3	hau3	O37				
5992.1	狋			101		j	i	4	4	ji4	S36				
5992.2	狋			101		ng	an	4	4	ngan4	N49	A			
5993.1	狉			101		p	ei	1	1	pei1	C29				
5994.1	狘			101		h	yut	3	8	hyut3	O126				
5995.1	狙			101		z	eoi	1	1	zeoi1	P114				
5996.1	狎			101		h	aap	6	9	haap6	O28				
5997.1	狌			101		s	ing	1	1	sing1	R88			同猩	
5997.2	狌			101		s	ang	1	1	sang1	R42			同鼪	
5998.1	狐			101		w	u	4	4	wu4	T56				
5999.1	狗			101		g	au	2	2	gau2	J28				
6000.1	狍			101		p	aau	4	4	paau4	C9			同麅	
6001.1	狖			101		j	au	6	6	jau6	S12				
6002.1	狒			101		f	ei	6	6	fei6	E28				
6003.1	㹢			101		g	aa	1	1	gaa1	J1				
6004.1	狓			101		p	ei	1	1	pei1	C29				
6005.1	狫			101		l	ou	5	5	lou5	I76				
6006.1	狨			101		j	ung	4	4	jung4	S85				
6007.1	狟			101		w	un	4	4	wun4	T64				
6008.1	㹭			101		j	ai	6	6	jai6	S6				
6009.1	狧			101		d	aat	3	8	daat3	F17				
6010.1	狥			101		s	eon	1	1	seon1	R122		狥私	同徇	
6010.2	狥			101		s	eon	6	6	seon6	R127		狥地	同徇	
6011.1	狡			101		g	aau	2	2	gaau2	J9				
6012.1	狩			101		s	au	3	3	sau3	R30				
6013.1	狠			101		h	an	2	2	han2	O47				
6014.1	狹			101		h	aap	6	9	haap6	O28				
6015.1	狾			101		z	ai	3	3	zai3	P30			同猘	
6016.1	狴			101		b	ai	6	6	bai6	B25				
6017.1	猂			101		h	on	6	6	hon6	O99			同悍	
6018.1	狸			101		l	ei	4	4	lei4	I42				
6019.1	狽			101		b	ui	3	3	bui3	B73				
6020.1	㹱			101		c	oek	3	8	coek3	Q107				
6021.1	狷			101		g	yun	3	3	gyun3	J117				
6022.1	猁			101		l	ei	6	6	lei6	I44				
6023.1	狿			101		j	in	4	4	jin4	S54				
6024.1	狳			101		j	yu	4	4	jyu4	A51				
6025.1	狶			101		h	ei	1	1	hei1	O60				
6026.1	狺			101		ng	an	4	4	ngan4	N49				
6027.1	狼			101		l	ong	4	4	long4	I86				
6028.1	𤞶			101		h	on	4	4	hon4	O97				
6029.1	狻			101		s	yun	1	1	syun1	R142				
6030.1	猜			101		c	aai	1	1	caai1	Q5				
6031.1	猗			101		j	i	1	1	ji1	S33				
6032.1	猋			101		b	iu	1	1	biu1	B44				
6033.1	猇			101		h	aau	1	1	haau1	O9			同虓	
6034.1	猓			101		gw	o	2	2	gwo2	K27				
6035.1	猑			101		kw	an	1	1	kwan1	M14				
6036.1	猖			101		c	oeng	1	1	coeng1	Q103				
6037.1	猒			101		j	im	3	3	jim3	S47			同饜	
6037.2	猒			101			aat	3	8	aat3	A14			通壓	
6037.3	猒			101		ng	aat	3	8	ngaat3	N26	A		通壓	
6038.1	猘			102		z	ai	3	3	zai3	P30				
6039.1	猊			102		ng	ai	4	4	ngai4	N33				
6040.1	猞			102		s	e	3	3	se3	R53				
6041.1	猙			102		z	aang	1	1	zaang1	P19				
6042.1	猄			102		g	eng	1	1	geng1	J51				
6043.1	猝			102		c	yut	3	8	cyut3	Q130				
6044.1	猛			102		m	aang	5	5	maang5	D17				
6045.1	猰			102		j	aak	3	8	jaak3	S5				
6046.1	猪			102		z	yu	1	1	zyu1	P130			同豬	
6047.1	猫			102		m	aau	1	1	maau1	D8			同貓	
6048.1	猢			102		w	u	4	4	wu4	T56				
6049.1	献			102		h	in	3	3	hin3	O73			同獻	
6050.1	猹			102		z	aa	1	1	zaa1	P1				
6051.1	猩			102		s	ing	1	1	sing1	R88				
6052.1	猲			102		h	it	3	8	hit3	O76		猲獢		
6052.2	猲			102		h	ot	3	8	hot3	O106		嚇唬		
6053.1	猧			102		w	o	1	1	wo1	T40				
6054.1	猥			102		w	ai	2	2	wai2	T21				
6055.1	猬			102		w	ai	6	6	wai6	T25				
6056.1	獀			102		s	au	1	1	sau1	R28			同蒐	
6057.1	猴			102		h	au	4	4	hau4	O38				
6058.1	㺄			102		j	yu	5	5	jyu5	A52				
6059.1	猨			102		j	yun	4	4	jyun4	A57				
6060.1	猶			102		j	au	4	4	jau4	S10				
6061.1	猷			102		j	au	4	4	jau4	S10				
6062.1	猵			102		b	in	1	1	bin1	B46				
6063.1	猸			102		m	ei	4	4	mei4	D45				
6064.1	猤			102		gw	ai	3	3	gwai3	K14				
6065.1	猱			102		n	aau	4	4	naau4	H8				
6066.1	獉			102		z	eon	1	1	zeon1	P118				
6067.1	猿			102		j	yun	4	4	jyun4	A57				
6068.1	猼			102		b	ok	3	8	bok3	B70				
6068.2	猼			102		p	ok	3	8	pok3	C64			通蒪	
6069.1	獂			102		w	un	4	4	wun4	T64			同豲	
6070.1	獁			102		m	aa	5	5	maa5	D3				
6071.1	猾			102		w	aat	6	9	waat6	T17				
6072.1	獃			102		d	aai	1	1	daai1	F3				
6072.2	獃			102		ng	oi	4	4	ngoi4	N70	A			
6073.1	獅			102		s	i	1	1	si1	R63				
6074.1	𤠑			102		l	au	1	1	lau1	I28				
6075.1	猻			102		s	yun	1	1	syun1	R142				
6076.1	獄			102		j	uk	6	9	juk6	S89				
6077.1	獒			102		ng	ou	4	4	ngou4	N61				
6078.1	獑			102		c	aam	4	4	caam4	Q15				
6079.1	㺏			102		l	au	1	1	lau1	I28				
6080.1	獌			102		m	aan	6	6	maan6	D15				
6081.1	獐			102		z	oeng	1	1	zoeng1	P108				
6082.1	獍			102		g	ing	3	3	ging3	J72				
6083.1	獎			102		z	oeng	2	2	zoeng2	P109				
6084.1	獟			102		h	iu	1	1	hiu1	O65				
6085.1	獠			102		l	iu	4	4	liu4	I55		夜獵		
6085.2	獠			102		l	ou	5	5	lou5	I76		古時駡人語		
6086.1	獗			102		k	yut	3	8	kyut3	L62				
6087.1	獘			102		b	ai	6	6	bai6	B25				
6088.1	獢			102		h	iu	1	1	hiu1	O65				
6089.1	獋			102		h	ou	4	4	hou4	O83			同嗥	
6090.1	獞			102		t	ung	4	4	tung4	G85				
6091.1	獝			102		w	at	6	9	wat6	T34				
6092.1	𤢖			102		s	iu	1	1	siu1	R69			同魈	
6093.1	獧			102		g	yun	3	3	gyun3	J117			同狷	
6094.1	獨			102		d	uk	6	9	duk6	F104				
6095.1	獫			102		h	im	2	2	him2	O69				
6096.1	獪			102		k	ui	2	2	kui2	L56				
6097.1	獬			102		h	aai	5	5	haai5	O7				
6098.1	獲			102		w	ok	6	9	wok6	T52				
6099.1	獴			102		m	ung	4	4	mung4	D90				
6100.1	獮			102		s	in	2	2	sin2	R80				
6101.1	獳			102		n	au	6	6	nau6	H24				
6102.1	獯			102		f	an	1	1	fan1	E17				
6103.1	獱			102		b	an	1	1	ban1	B27				
6103.2	獱			102		b	in	1	1	bin1	B46	A			
6104.1	獰			102		n	ing	4	4	ning4	H52				
6105.1	獶			102		n	aau	4	4	naau4	H8				
6106.1	獷			102		gw	ong	2	2	gwong2	K30				
6107.1	獸			102		s	au	3	3	sau3	R30				
6108.1	獵			102		l	ip	6	9	lip6	I64				
6109.1	獺			103		c	aat	3	8	caat3	Q24				
6110.1	㺢			103			o	1	1	o1	A33				
6111.1	獻			103		h	in	3	3	hin3	O73				
6112.1	獼			103		m	ei	4	4	mei4	D45				
6112.2	獼			103		n	ei	4	4	nei4	H33	C			
6113.1	獿			103		n	aau	4	4	naau4	H8			獶(本)	
6114.1	獾			103		f	un	1	1	fun1	E47				
6115.1	玀			103		l	o	4	4	lo4	I81				
6116.1	玃			103		f	ok	3	8	fok3	E37				
6117.1	玁			103		h	im	2	2	him2	O69				
6118.1	玄			103		j	yun	4	4	jyun4	A57				
6119.1	玅			103		m	iu	6	6	miu6	D57		同妙		
6120.1	玆			103		z	i	1	1	zi1	P64				
6120.2	玆			103		j	yun	4	4	jyun4	A57	A			
6121.1	玈			103		l	ou	4	4	lou4	I75				
6122.1	率			103		s	eot	1	7	seot1	R128		率領		
6122.2	率			103		l	eot	6	9	leot6	I106		比率		
6123.1	王			103		w	ong	4	4	wong4	T48		帝王		
6123.2	王			103		w	ong	6	6	wong6	T50		王天下		
6124.1	玉			103		j	uk	6	9	juk6	S89				
6125.1	玍			103		g	aa	2	2	gaa2	J2				
6126.1	玎			103		d	ing	1	1	ding1	F71				
6127.1	玏			103		l	ak	6	9	lak6	I40				
6128.1	玕			103		g	on	1	1	gon1	J85				
6129.1	玗			103		j	yu	1	1	jyu1	A48				
6130.1	玔			103		c	yun	3	3	cyun3	Q128			同釧	
6131.1	玓			103		d	ik	1	7	dik1	F75				
6132.1	玖			103		g	au	2	2	gau2	J28				
6133.1	玤			103		b	ung	2	2	bung2	B82				
6134.1	玨			103		g	ok	3	8	gok3	J92		瑴（本）		
6135.1	玞			103		f	u	1	1	fu1	E38				
6136.1	玩			103		w	un	6	6	wun6	T66		玩弄		
6136.2	玩			103		w	aan	4	4	waan4	T11		玩耍		
6137.1	玭			103		p	an	4	4	pan4	C25				
6138.1	玫			103		m	ui	4	4	mui4	D80				
6139.1	玠			103		g	aai	3	3	gaai3	J7				
6140.1	玢			103		b	an	1	1	ban1	B27				
6140.2	玢			103		f	an	1	1	fan1	E17	A			
6141.1	玥			103		j	yut	6	9	jyut6	A61				
6142.1	玟			103		m	an	4	4	man4	D33				
6143.1	玦			103		k	yut	3	8	kyut3	L62				
