頁	字碼	漢字	廣州話	備註	數碼化附註
15	0001	一	[jat7]		
15	0002	丁	[ding1]	(古)[zang1]伐木丁丁	
15	0003	七	[cat7]		
15	0004	三	[saam1]	三思又讀[saam3]	
15	0005	下	"1)[haa6]:山下
2)[haa5]:打十下"		
15	0006	上	"1)[soeng6]:上面
2)[soeng5]:上山"		
15	0007	丈	[zoeng6]		
15	0008	丑	[cau2]		
15	0009	丐	[koi3]		
15	0010	不	[bat7]		
15	0011	丕	[pei1]		
15	0012	丙	[bing2]		
15	0013	世	[sai3]		
15	0014	且	[ce2]	(古)[zeoi1]	
15	0015	丘	[jau1]		
15	0016	丞	[sing4]		
15	0017	丟	[diu1]		
15	0018	並	[bing6]	(又)[bing3]	
16	0019	丫	[aa1]		
16	0020	中	"1)[zung1]:中央
2)[zung3]:中毒"		
16	0021	串	[cyun3]		
16	0022	丸	[jyun4]	(語)[jyun2]	
16	0023	凡	[faan4]		
16	0024	丹	[daan1]		
16	0025	主	[zyu2]		
16	0026	乃	[naai5]		
16	0027	久	[gau2]		
16	0028	之	[zi1]		
16	0029	尹	[wan5]		
16	0030	乍	[zaa3]		
16	0031	乏	[fat9]		
16	0032	乎	[fu4]		
16	0033	乒	[ping1]		
16	0034	乓	[pong1]	(又)[bam1]	
16	0035	乖	[gwaai1]		
16	0036	乘	"1)[sing4]:乘車
2)[sing6]:千乘之國"		
17	0037	乙	[jyut9]	(又)[jyut8]	
17	0038	九	[gau2]		
17	0039	也	[jaa5]		
17	0040	乞	[hat7]		
17	0041	乩	[gei1]		
17	0042	乳	[jyu5]		
17	0043	乾	"1)[gon1]:乾燥
2)[kin4]:乾坤"		
17	0044	亂	[lyun6]		
17	0045	了	[liu5]		
17	0046	予	"1)[jyu4]:予取予求
2)[jyu5]:授予"		
17	0047	事	[si6]		
17	0048	二	[ji6]		
17	0049	于	[jyu1]	(古)[jyu4]之子于歸	
17	0050	云	[wan4]		
17	0051	井	[zeng2]	井井有條，井然又讀[zing2]	
17	0052	互	[wu6]		
17	0053	五	[ng5]		
17	0054	亙	[gang2]		
17	0055	些	[se1]		
18	0056	亞	[aa3]		
18	0057	亟	"1)[gik7]:需款甚亟
2)[kei3]:亟來問訊"		
18	0058	亡	[mong4]	(古)同無	
18	0059	交	[gaau1]		
18	0060	亦	[jik9]		
18	0061	亥	[hoi6]		
18	0062	亨	[hang1]	(古)同烹	
18	0063	享	[hoeng2]		
18	0064	京	[ging1]		
18	0065	亭	[ting4]		
18	0066	亮	[loeng6]		
18	0067	人	[jan4]		
18	0068	仁	[jan4]		
18	0069	什	"1)[sap9]:什一之稅
2)[sam6]:什麼"	(俗)用作雜	
18	0070	仃	[ding1]		
18	0071	今	[gam1]		
18	0072	仄	[zak7]		
18	0073	仆	[fu6]		
18	0074	仇	[sau4]	姓氏又讀[kau4]或[cau4]	
19	0075	仍	[jing4]		
19	0076	介	[gaai3]		
19	0077	付	[fu6]		
19	0078	仔	"1)[zi2]:仔細
2)[zai2]:香港仔"	(古)[zi1]:仔肩	
19	0079	仕	[si6]		
19	0080	他	[taa1]		
19	0081	仗	"1)[zoeng3]:打仗
2)[zoeng6]:仗義執言"		
19	0082	代	[doi6]		
19	0083	令	"1)[ling6]:命令
2)[ling1]:一令紙"		
19	0084	仞	[jan6]		
19	0085	以	[ji5]		
19	0086	仙	[sin1]		
19	0087	仿	[fong2]		
19	0088	伉	[kong3]		
19	0089	伙	[fo2]		
19	0090	伊	[ji1]		
19	0091	伕	[fu1]		
19	0092	伍	[ng5]		
19	0093	伐	[fat9]		
19	0094	休	[jau1]		
19	0095	伏	[fuk9]		
19	0096	任	"1)[jam6]:信任
2)[jam4]:姓任"		
20	0097	仳	[pei2]		
20	0098	仲	[zung6]		
20	0099	企	[kei5]		
20	0100	件	[gin6]		
20	0101	仰	[joeng5]		
20	0102	份	[fan6]		
20	0103	位	[wai6]		
20	0104	住	[zyu6]		
20	0105	佇	[cyu5]		
20	0106	佗	[to4]		
20	0107	伴	[bun6]		
20	0108	佞	[ning6]		
20	0109	佛	"1)[fat9]:佛教
2)[fat7]:彷彿"		
20	0110	何	[ho4]		
20	0111	估	[gu2]		
20	0112	佐	[zo3]	(俗)[*zo2]	
20	0113	佑	[jau6]		
20	0114	伽	[gaa1]	伽藍又讀[ke4]	
20	0115	伺	[zi6]		
20	0116	伸	[san1]		
20	0117	佃	"1)[din6]:佃農
2)[tin4]:佃作"		
21	0118	佔	[zim3]		
21	0119	似	[ci5]		
21	0120	但	[daan6]		
21	0121	佣	[jung2]	(又)[jung6]；同傭	
21	0122	作	[zok8]		
21	0123	你	[nei5]		
21	0124	伯	[baak8]	(古)[baa3]五伯	
21	0125	低	[dai1]		
21	0126	伶	[ling4]		
21	0127	余	[jyu4]		
21	0128	佝	[keoi1]		
21	0129	佯	[joeng4]		
21	0130	依	[ji1]		
21	0131	併	[bing3]		
21	0132	侍	[si6]		
21	0133	佳	[gaai1]		
21	0134	使	"1)[si2]:古使
2)[si3]:公使"	(語)[sai2]	
21	0135	佬	[lou2]		
21	0136	供	[gung1]	供養又讀[gung3]	
22	0137	例	[lai6]		
22	0138	來	[loi4]		
22	0139	佰	[baak8]		
22	0140	侃	[hon2]		
22	0141	侈	[ci2]		
22	0142	佩	[pui3]		
22	0143	佻	[tiu1]	(又)[tiu4]	
22	0144	侖	[leon4]		
22	0145	侏	[zyu1]		
22	0146	信	[seon3]		
22	0147	侵	[cam1]		
22	0148	侯	[hau4]		
22	0149	便	"1)[bin6]:方便
2)[pin4]:大腹便便"		
22	0150	俠	[hap9]	(又)[haap9]	
22	0151	俑	[jung2]		
22	0152	俏	[ciu3]		
22	0153	保	[bou2]		
22	0154	促	[cuk7]		
22	0155	侶	[leoi5]		
22	0156	俚	[lei5]		
22	0157	俘	[fu1]		
22	0158	俟	[zi6]	(複姓)[kei4]万俟	
22	0159	俊	[zeon3]		
23	0160	俗	[zuk9]		
23	0161	侮	[mou5]		
23	0162	俐	[lei6]		
23	0163	俄	[ngo4]		
23	0164	係	[hai6]		
23	0165	俎	[zo2]		
23	0166	俞	[jyu4]		
23	0167	倌	[gwun1]		
23	0168	倍	[pui5]		
23	0169	倣	[fong2]		
23	0170	俯	[fu2]		
23	0171	倦	[gyun6]		
23	0172	倥	"1)[hung1]:倥侗
2)[hung2]:倥傯"		
23	0173	俸	[fung2]		
23	0174	倩	[sin6]	(又)[sin3]	
23	0175	倖	[hang6]		
23	0176	倆	[loeng5]		
23	0177	值	[zik9]		
23	0178	借	[ze3]		
23	0179	倚	[ji2]		
23	0180	倒	[dou2]		
23	0181	們	[mun4]		
23	0182	俺	[jim3]		
24	0183	倀	[caang4]	(又)[coeng1]	
24	0184	倔	[gwat9]		
24	0185	倨	[geoi3]		
24	0186	俱	[keoi1]		
24	0187	倡	[coeng1]	提倡又讀[coeng3]	
24	0188	個	[go3]		
24	0189	候	[hau6]		
24	0190	倘	[tong2]		
24	0191	俳	[paai4]		
24	0192	修	[sau1]		
24	0193	倭	[wo1]	(古)[wai1]倭遲	
24	0194	倪	[ngai4]		
24	0195	俾	[bei2]		
24	0196	倫	[leon4]		
24	0197	倉	[cong1]		
24	0198	偽	[ngai6]		
24	0199	停	[ting4]		
24	0200	偏	[pin1]		
24	0201	假	"1)[gaa2]:真假
2)[gaa3]:休假"		
24	0202	偃	[jin2]		
24	0203	偌	[je6]		
24	0204	做	[zou6]		
24	0205	偉	[wai5]		
25	0206	健	[gin6]		
25	0207	偶	[ngau5]		
25	0208	偎	[wui1]		
25	0209	偕	[gaai1]		
25	0210	偵	[zing1]		
25	0211	側	[zak7]		
25	0212	倏	[suk7]		
25	0213	偷	[tau1]		
25	0214	傢	[gaa1]		
25	0215	傍	"1)[bong6]:依山傍水
2)[pong4]:傍晚"		
25	0216	傅	[fu6]		
25	0217	備	[bei6]		
25	0218	傑	[git9]		
25	0219	傀	"1)[faai3]:傀儡
2)[gwai1]:傀偉"		
25	0220	傖	[cong1]		
25	0221	傘	[saan3]		
25	0222	傭	[jung4]		
25	0223	債	[zaai3]		
25	0224	傲	[ngou6]		
26	0225	傳	"1)[cyun4]:傳達
2)[zyun6]:小傳"		
26	0226	僅	[gan2]		
26	0227	傾	[king1]		
26	0228	催	[ceoi1]		
26	0229	傷	[soeng1]		
26	0230	傻	[so4]		
26	0231	僧	[zang1]		
26	0232	僮	"1)[tung4]:書僮
2)[zong6]:僮族"		
26	0233	僱	[gu3]		
26	0234	僥	[hiu1]	(古)[jiu4]僬僥	
26	0235	僖	[hei1]		
26	0236	僭	[cim3]		
26	0237	僚	[liu4]		
26	0238	僕	[buk9]		
26	0239	像	[zoeng6]		
26	0240	僑	[kiu4]		
26	0241	億	[jik7]		
26	0242	儀	[ji4]		
26	0243	僻	[pik7]		
26	0244	僵	[goeng1]		
26	0245	價	[gaa3]		
26	0246	儂	[nung4]		
26	0247	儈	[kui2]	(又)[kui3]	
27	0248	儉	[gim6]		
27	0249	儐	[ban3]		
27	0250	儒	[jyu4]		
27	0251	儘	"1)[zeon6]:儘量
2)[zeon2]:儘管"		《異讀》釋義1誤標dzong6，《讀音表》無誤。
27	0252	儔	[cau4]		
27	0253	儲	[cyu5]		
27	0254	優	[jau1]		
27	0255	償	[soeng4]		
27	0256	儡	[leoi5]		
27	0257	儷	[lai6]		
27	0258	儼	[jim5]		
27	0259	兀	[ngat9]		
27	0260	元	[jyun4]		
27	0261	允	[wan5]		
27	0262	兄	[hing1]		
27	0263	充	[cung1]		
27	0264	光	[gwong1]		
27	0265	兇	[hung1]		
27	0266	兆	[siu6]		
27	0267	先	[sin1]		
27	0268	克	[hak7]		
27	0269	兌	[deoi3]		
28	0270	免	[min5]		
28	0271	兕	[zi6]		
28	0272	兔	[tou3]		
28	0273	兒	[ji4]		
28	0274	兗	[jin5]		
28	0275	兜	[dau1]		
28	0276	兢	[ging1]		
28	0277	入	[jap9]		
28	0278	內	[noi6]	(古)同納	
28	0279	全	[cyun4]		
28	0280	兩	"1)[loeng5]:兩本書
2)[loeng2]:十兩"		
28	0281	八	[baat8]		
28	0282	六	[luk9]		
28	0283	兮	[hai4]		
28	0284	公	[gung1]		
28	0285	共	[gung6]		
28	0286	兵	[bing1]		
28	0287	具	[geoi6]		
28	0288	其	[kei4]		
28	0289	典	[din2]		
29	0290	兼	[gim1]		
29	0291	冀	[kei3]		
29	0292	冉	[jim5]		
29	0293	冊	[caak8]		
29	0294	再	[zoi3]		
29	0295	冒	[mou6]	(古人名)[mak9]冒頓	
29	0296	冑	[zau6]		
29	0297	冕	[min5]		
29	0298	最	[zeoi3]		
29	0299	冠	"1)[gun1]:衣冠
2)[gun3]:冠軍"		
29	0300	冢	[cung2]		
29	0301	冥	[ming4]	(又)[ming5]	
29	0302	冤	[jyun1]		
29	0303	冬	[dung1]		
29	0304	冰	[bing1]		
29	0305	冶	[je5]		
29	0306	冷	[laang5]		
30	0307	冽	[lit9]		
30	0308	凍	[dung3]		
30	0309	凌	[ling4]		
30	0310	准	[zeon2]		
30	0311	凋	[diu1]		
30	0312	凜	[lam5]		
30	0313	凝	[jing4]		
30	0314	几	[gei1]		
30	0315	凰	[wong4]		
30	0316	凱	[hoi2]		
30	0317	凳	[dang3]		
30	0318	凶	[hung1]		
30	0319	凹	[nap7]	(又)[aau3]	
30	0320	出	[ceot7]		
30	0321	凸	[dat9]		
30	0322	函	[haam4]		
30	0323	刀	[dou1]		
30	0324	刁	[diu1]		
30	0325	刃	[jan6]		
30	0326	切	"1)[cit8]:急切
2)[cai8]:一切"		
46	0327	分	"1)[fan1]:分開
2)[fan6]:本分"		
31	0328	刈	[ngaai6]		
31	0329	刊	[hon1]	(又)[hon2]	
31	0330	列	[lit9]		
31	0331	刑	[jing4]		
31	0332	划	"1)[waa1]:划船
2)[faa3]:划不來"		
31	0333	刎	[man5]		
31	0334	判	[pun3]		
31	0335	別	[bit9]		
31	0336	刪	[saan1]		
31	0337	利	[lei6]		
31	0338	刨	[paau4]		
31	0339	刻	[hak7]		
31	0340	券	[hyun3]	(又)[gyun3]	
31	0341	刷	"1)[caat8]:刷牙
2)[saat8]:刷白"		
31	0342	刺	[ci3]	行刺又讀[cik8]	
31	0343	到	[dou3]		
31	0344	刮	[gwaat8]		
31	0345	制	[zai3]		
47	0346	剁	[doek8]	(又)[do3]	
47	0347	剃	[tai3]		
32	0348	前	[cin4]		
32	0349	剌	"1)[laat9]:剌謬
2)[laa1]:剌了一個口子"		
32	0350	剋	[hak7]		
32	0351	則	[zak7]		
32	0352	削	[soek8]		
32	0353	剎	[saat8]	古剎又讀[caat8]	
32	0354	剖	[fau2]	(又)[pau2]	
32	0355	剜	[wun2]	(又)[wun1]	
32	0356	剔	[tik7]		
32	0357	剛	[gong1]		
32	0358	剝	[mok7]		
32	0359	剪	[zin2]		
32	0360	副	[fu3]		
32	0361	割	[got8]		
32	0362	剴	[hoi2]		
32	0363	創	"1)[cong3]:創造
2)[cong1]:刀創"		
32	0364	剩	[sing6]		
32	0365	剷	[caan2]		
33	0366	剽	[piu5]		
33	0367	剿	[ziu2]	同抄，剿襲	
33	0368	劃	[waak9]		
33	0369	劈	[pek8]		
33	0370	劇	[kek9]		
33	0371	劉	[lau4]		
33	0372	劍	[gim3]		
33	0373	劑	[zai1]		
33	0374	力	[lik9]		
33	0375	加	[gaa1]		
33	0376	功	[gung1]		
33	0377	劣	[lyut8]		
33	0378	劫	[gip8]		
33	0379	助	[zo6]		
33	0380	努	[nou5]		
33	0381	劬	[keoi4]		
33	0382	劾	[hat9]		
33	0383	勇	[jung5]		
33	0384	勃	[but9]		
33	0385	勉	[min5]		
33	0386	勁	[ging6]		
34	0387	勒	[lak9]		
34	0388	務	[mou6]		
34	0389	勘	[ham3]	(又)[ham1]	
34	0390	動	[dung6]		
34	0391	勞	[lou4]	慰勞又讀[lou6]	
34	0392	勛	[fan1]		
34	0393	勝	"1)[sing3]:聖地
2)[sing1]:勝任"		
34	0394	募	[mou6]		
34	0395	勤	[kan4]		
34	0396	勢	[sai3]		
34	0397	勵	[lai6]		
34	0398	勸	[hyun3]		
34	0399	勻	[wan4]		
34	0400	勾	[ngau1]	(古)寫作句	
34	0401	勿	[mat9]		
34	0402	包	[baau1]		
34	0403	匆	[cung1]		
34	0404	匈	[hung1]		
34	0405	匍	[pou4]		
34	0406	匐	[fuk9]	(又)[baak9]	
34	0407	匏	[paau4]		
35	0408	匕	[bei3]	(又)[bei2]	
35	0409	化	[faa3]		
35	0410	北	[bak7]		
35	0411	匙	"1)[ci4]:湯匙
2)[si4]:鑰匙"		
35	0412	匝	[zaap8]		
35	0413	匡	[hong1]		
35	0414	匠	[zoeng6]		
35	0415	匣	[hap9]		
35	0416	匪	[fei2]		
35	0417	匯	[wui6]		
35	0418	匱	[gwai6]		
35	0419	匹	[pat7]		
35	0420	匾	[bin2]		
35	0421	匿	[nik7]		
35	0422	區	"1)[keoi1]:區別
2)[au1]:姓區"		
35	0423	十	[sap9]		
36	0424	千	[cin1]		
36	0425	卅	[saa1]		
36	0426	午	[ng5]		
36	0427	升	[sing1]		
36	0428	半	[bun3]		
36	0429	卉	[wai2]		
36	0430	仟	[cin1]		
36	0431	卒	[zeot7]	(古)同猝[cyut8]	
36	0432	協	[hip8]	(又)[hip9]	
36	0433	卓	[coek8]		
36	0434	卑	[bei1]		
36	0435	南	[naam4]		
36	0436	博	[bok8]		
36	0437	卜	[buk7]		
36	0438	卞	[bin6]		
36	0439	卡	"1)[kaa1]:關卡
2)[*kaat7]:資料卡"		
36	0440	占	[zim1]		
36	0441	卦	[gwaa3]		
36	0442	卯	[mau5]	(又)[maau5]	
36	0443	卮	[zi1]		
37	0444	印	[jan3]		
37	0445	危	[ngai4]		
37	0446	即	[zik7]		
37	0447	卵	[leon2]		
37	0448	卷	[gyun2]		
37	0449	卸	[se3]		
37	0450	卹	[seot7]		
37	0451	卻	[koek8]		
37	0452	卿	[hing1]		
37	0453	厄	[aak7]		
37	0454	厚	[hau5]		
37	0455	原	[jyun4]		
37	0456	厥	[kyut8]		
37	0457	厭	[jim3]		
37	0458	厲	[lai6]		
37	0459	去	[heoi3]		
37	0460	參	"1)[caam1]:參加
2)[sam1]:參商
3)[cam1]:參差"		
37	0461	又	[jau6]		
38	0462	叉	[caa1]		
38	0463	友	[jau5]		
38	0464	反	[faan2]		
38	0465	及	[kap9]		
38	0466	取	[ceoi2]		
38	0467	叔	[suk7]		
38	0468	受	[sau6]		
38	0469	叛	[bun6]		
38	0470	叟	[sau2]		
38	0471	曼	[maan6]		
38	0472	叢	[cung4]		
38	0473	口	[hau2]		
38	0474	可	[ho2]	(古)[hak7]可汗	
38	0475	古	[gu2]		
38	0476	右	[jau6]		
38	0477	召	[ziu6]	(古人名)[siu6]召公	
38	0478	叮	[ding1]		
38	0479	叩	[kau3]		
38	0480	叨	"1)[tou1]:叨光
2)[dou1]:叨嘮"		
38	0481	叼	[diu1]		
39	0482	司	[si1]		
39	0483	叵	[po2]		
39	0484	另	[ling6]		
39	0485	叫	[giu3]		
39	0486	只	[zi2]		
39	0487	史	[si2]		
39	0488	叱	[cik7]		
39	0489	台	[toi4]		
39	0490	句	[geoi3]	另參0400【勾】字	
39	0491	叭	[baa1]		
39	0492	吉	[gat7]		
39	0493	吏	[lei6]		
39	0494	吐	[tou3]		
39	0495	吁	[heoi1]		
39	0496	吋	[cyun3]		
39	0497	同	[tung4]		
39	0498	各	[gok8]		
39	0499	向	[hoeng3]		
39	0500	名	[ming4]		
39	0501	合	[hap9]	[gap8]容量單位	建議讀音原作hap6，不符教院系統，故改作hap9。又備註欄原作kap8，據直音及《異讀》所列字典注音改正。
39	0502	吃	[hek8]		
40	0503	后	[hau6]		
40	0504	吆	[jiu1]		
40	0505	吒	"1)[zaa1]:木吒
2)[caak7]:叱吒風雲"		
40	0506	吝	[leon6]		
40	0507	吭	"1)[hong4]:引吭
2)[hang1]:不吭聲"		
40	0508	吞	[tan1]		
40	0509	吾	[ng4]		
40	0510	否	"1)[fau2]:可否
2)[pei2]:臧否"		
40	0511	呎	[cek8]		
40	0512	吧	[baa6]		
40	0513	呃	[aak7]		
40	0514	君	[gwan1]		
40	0515	吠	[fai6]		
40	0516	吼	[haau1]	(又)[hau3]	
40	0517	呀	"1)[aa1]:嘆詞
2)[aa3]:助詞"		
40	0518	吱	[zi1]		
40	0519	呆	"1)[ngoi4]:呆板
2)[daai1]:通獃,書獃子"		
40	0520	吳	[ng4]		
40	0521	吵	[caau2]		
41	0522	吶	[naap9]	(又)[nat9],[neot9]	
41	0523	呈	[cing4]		
41	0524	呂	[leoi5]		
41	0525	吩	[fan1]		
41	0526	告	[gou3]	忠告又讀[guk7]	
41	0527	吹	[ceoi1]		
41	0528	吻	[man5]		
41	0529	吸	[kap7]		
41	0530	吮	[syun5]		
41	0531	含	[ham4]		
41	0532	吟	[jam4]		
41	0533	味	[mei6]		
41	0534	呵	[ho1]		
41	0535	咖	[gaa3]		
41	0536	呸	[pei1]		
41	0537	咕	[gu1]		
41	0538	呢	"1)[nei4]:呢喃
2)[ne1]:助詞"		
41	0539	咀	[zeoi2]		
41	0540	呻	[san1]		
41	0541	呷	[haap8]		
41	0542	咄	[deot7]	(又)[*zyut8]	
41	0543	咒	[zau3]		
41	0544	咆	[paau4]		
42	0545	呼	[fu1]		
42	0546	咐	[fu3]	本讀[fu6]	
42	0547	呱	[gwaa1]		
42	0548	呶	[naau4]		
42	0549	和	"1)[wo4]:和氣
2)[wo6]:和詩"		
42	0550	咚	[dung1]		
42	0551	周	[zau1]		
42	0552	咋	[zaa3]		
42	0553	命	[ming6]		
42	0554	咎	[gau3]		
42	0555	咬	[ngaau5]		
42	0556	哀	[oi1]		
42	0557	咨	[zi1]		
42	0558	咳	"1)[kat7]:咳嗽
2)[haai4]:嘆詞"		
42	0559	咪	[mei1]	(又)[mai1]	
42	0560	哎	[aai1]		
42	0561	哉	[zoi1]		
42	0562	咦	[ji2]	本讀[ji4]	
42	0563	哇	[waa1]		
43	0564	哂	[can2]		
43	0565	哄	"1)[hung1]:哄堂大笑
2)[hung3]:哄騙"		
43	0566	咫	[zi2]		
43	0567	咽	"1)[jin1]:咽頭
2)[jin3]:虎咽
3)[jit8]:硬咽"		
43	0568	品	[ban2]		
43	0569	哈	[haa1]		
43	0570	咯	"1)[lok8]:咯血
2)[lo1]:助詞"		
43	0571	咱	[zaa1]		
43	0572	咻	[jau1]		
43	0573	唐	[tong4]		
43	0574	唁	[jin6]		
43	0575	哼	"1)[hang1]:哼歌
2)[hng6]:感嘆詞"		
43	0576	哥	[go1]		
43	0577	哲	[zit8]		
43	0578	哺	[bou6]		
43	0579	唔	[ng4]	(語)[m4]否定義	
44	0580	哮	[haau1]		
44	0581	哪	[naa5]	"(古人名)[naa4] 哪吒"	
44	0582	唧	[zik7]		
44	0583	哩	"1)[lei5]:英哩
2)[le1]:助詞
3)[lei1]:哩哩啦啦"		
44	0584	哭	[huk7]		
44	0585	員	[jyun4]	"1)(古人名)[wan4]
2)[wan6]姓員"	
44	0586	哨	[saau3]		
44	0587	唆	[so1]		
44	0588	唉	[aai1]		
44	0589	哦	"1)[ngo4]:吟哦
2)[o2]:嘆詞
3)[o6]:嘆詞"		
44	0590	唷	[jo1]		
44	0591	商	[soeng1]		
44	0592	啖	[daam6]		
44	0593	唳	[leoi6]		
45	0594	啪	[paak7]		
45	0595	啦	[laa1]		
45	0596	啄	[doek8]		
45	0597	啞	"1)[aa2]:聾啞
2)[aa1]:咿啞"		
45	0598	啊	"1)[aa1]:歎詞，表示讚嘆驚異
2)[aa2]:歎詞，表示追問驚疑
3)[aa3]:歎詞，表示應諾驚歎"		
45	0599	啜	[zyut8]		
45	0600	啃	[hang2]		
45	0601	唱	[coeng3]		
45	0602	問	[man6]		
45	0603	唬	[fu2]	同嚇	
45	0604	啡	[fe1]	(又)[fei1]	
45	0605	啕	[tou4]		
45	0606	唯	"1)[wai4]:同惟
2)[wai2]:唯唯諾諾"		
45	0607	啤	[be1]		
45	0608	唸	[nim6]		
46	0609	售	[sau6]		
46	0610	啣	[haam4]		
46	0611	啁	[zau1]		
46	0612	啻	[ci3]		
46	0613	喀	[haak8]		
46	0614	喧	[hyun1]		
46	0615	啼	[tai4]		
46	0616	喜	[hei2]		
46	0617	喪	"1)[song3]:喪失
2)[song1]:喪事"		
46	0618	喔	"1)[ak7]:喔喔叫
2)[o1]:歎詞"		
46	0619	喇	"1)[laa3]:喇叭
2)[laa1]:喇嘛"		
46	0620	喋	[dip9]		
46	0621	喃	[naam4]		
46	0622	喳	"1)[zaa1]:喳喳叫
2)[caa1]:打渣渣"		
46	0623	喱	[lei1]		
46	0624	喝	[hot8]		
46	0625	喘	[cyun2]		
46	0626	喂	[wai3]		
46	0627	單	"1)[daan1]:單純
2)[sin6]:姓單"	(古人名)[sim4]單于	
47	0628	喟	[wai2]		
47	0629	喊	[haam3]		
47	0630	唾	[to3]	(又)[toe3]	
47	0631	喲	[jo1]		
47	0632	喚	[wun6]		
47	0633	喻	[jyu6]		
47	0634	喬	[kiu4]		
47	0635	啾	[zau1]		
47	0636	喉	[hau4]		
47	0637	嗟	[ze1]		
47	0638	嗨	[hoi1]		
47	0639	嗓	[song2]		
47	0640	嗦	[so1]		
47	0641	嗎	[maa1]		
47	0642	嗜	[si3]		
47	0643	嗇	[sik7]		
47	0644	嗑	[hap8]		
47	0645	嗣	[zi6]		
47	0646	嗤	[ci1]		
47	0647	嗯	[ng2]		
48	0648	嗚	[wu1]		
48	0649	嗡	[jung1]		
48	0650	嗅	[cau3]		
48	0651	嗆	"1)[coeng1]:吃嗆
2)[coeng3]:煙嗆嗓子"		
48	0652	嗥	[hou4]		
48	0653	嗾	[sau2]	(語)[zuk9]	
48	0654	嘀	[dik9]	(又)[dik7]	
48	0655	嘛	"1)[maa4]:喇嘛
2)[maa3]:助詞"		
48	0656	嗽	[sau3]		
48	0657	嘔	[au2]		
48	0658	嘉	[gaa1]		
48	0659	嗷	[ngou4]		
48	0660	嘖	[zaak8]	嘖有煩言又讀[zik7]	
48	0661	嘟	[dou1]		
48	0662	嘈	[cou4]		
48	0663	嘗	[soeng4]		
48	0664	嘍	[lau4]		
48	0665	嘮	[lou4]		
48	0666	嘻	[hei1]		
48	0667	嘹	[liu4]		
48	0668	嘲	[zaau1]		
48	0669	嘩	"1)[waa1]:同譁
2)[waa4]:象聲詞"		
49	0670	噎	[jit8]		
49	0671	噴	[pan3]		
49	0672	嘶	[si1]		
49	0673	嘿	[hei1]	默的本字	
49	0674	嘴	[zeoi2]		
49	0675	噓	"1)[heoi1]:噓寒問暖
2)[syu4]:嘆詞"		
49	0676	噗	[pok8]		
49	0677	嘰	[gei1]		
49	0678	噫	[ji1]		
49	0679	嘯	[siu3]		
49	0680	噩	[ngok9]		
49	0681	噤	[gam3]		
49	0682	噸	[deon1]		
49	0683	噹	[dong1]		
49	0684	噪	[cou3]		
49	0685	器	[hei3]		
49	0686	噥	[nung4]		
49	0687	噱	[koek8]		
49	0688	噙	[kam4]		
49	0689	噯	[oi2]		
49	0690	噬	[sai6]		
50	0691	噢	[*ou3]	或[o1]	
50	0692	嚎	[hou4]		
50	0693	嚀	[ning4]		
50	0694	嚅	[jyu4]		
50	0695	嚇	[haak8]		
50	0696	嚏	[tai3]		
50	0697	嚕	[lou1]		
50	0698	嚮	[hoeng3]		
50	0699	嚨	[lung4]		
50	0700	嚥	[jin3]		
50	0701	嚷	[joeng6]	(又)[joeng5]	
50	0702	嚶	[jing1]		
50	0703	嚴	[jim4]		
50	0704	嚼	[zoek8]		
50	0705	囁	[zip8]		
50	0706	囀	[zyun2]		
50	0707	囂	[hiu1]		
50	0708	囈	[ngai6]		
50	0709	囊	[nong4]		
50	0710	囉	"1)[lo1]:囉唆
2)[lo4]:嘍囉
3)[lo3]:助詞"		
51	0711	囌	[sou1]		
51	0712	囑	[zuk7]		
51	0713	四	[sei3]		
51	0714	囚	[cau4]		
51	0715	因	[jan1]		
51	0716	回	[wui4]		
51	0717	困	[kwan3]		
51	0718	囤	[tyun4]		
51	0719	囪	[cung1]	(語)[tung1]:同窗	
51	0720	固	[gu3]		
51	0721	圃	[pou2]		
51	0722	圈	"1)[hyun1]:圈子
2)[gyun6]:羊圈"		《異讀》#2誤作gyu6，《讀音表》無誤。
51	0723	國	[gwok8]		
51	0724	圍	[wai4]		
51	0725	園	[jyun4]		
51	0726	圓	[jyun4]		
51	0727	團	[tyun4]		
51	0728	圖	[tou4]		
52	0729	土	[tou2]		
52	0730	地	[dei6]		
52	0731	在	[zoi6]		
52	0732	圭	[gwai1]		
52	0733	圬	[wu1]		
52	0734	圯	[ji4]		
52	0735	圳	[zan3]		
52	0736	坊	[fong1]		
52	0737	坑	[haang1]		
52	0738	址	[zi2]		
52	0739	坍	[taan1]		
52	0740	均	[gwan1]	通韻	
52	0741	坎	[ham2]		
52	0742	圾	[saap8]		
52	0743	坐	[zo6]	(又)[co5]	
52	0744	垃	[laap9]		
52	0745	坏	[pui1]		
52	0746	坷	[ho2]		
52	0747	坪	[ping4]		
52	0748	坩	[ham1]		
52	0749	坡	[bo1]	(又)[po1]	
52	0750	坦	[taan2]		
53	0751	坤	[kwan1]		
53	0752	坼	[caak8]		
53	0753	垂	[seoi4]		
53	0754	型	[jing4]		
53	0755	垠	[ngan4]		
53	0756	垣	[wun4]		
53	0757	垮	[kwaa1]		
53	0758	垢	[gau3]		
53	0759	城	[sing4]		
53	0760	埔	[bou3]		
53	0761	埋	[maai4]		
53	0762	埃	[oi1]	(又)[aai1]	
53	0763	培	[pui4]		
53	0764	域	[wik9]		
53	0765	堅	[gin1]		
53	0766	基	[gei1]		
53	0767	堵	[dou2]		
53	0768	執	[zap7]		
