頁	韻母	聲母	聲調	勘誤項目	單字
166	ik	j	9	-	翌
166	ik	j	9	-	翊
166	ik	j	9	-	翼
166	ik	j	9	-	懌
166	ik	j	9	-	斁
166	ik	j	9	-	譯
166	ik	j	9	-	驛
166	ik	j	9	-	役
166	ik	j	9	-	疫
166	ik	j	9	-	液
166	ik	j	9	-	腋
166	ik	j	9	-	掖
166	ik	j	9	-	弋
166	ik	j	9	-	射
166	ik	j	9	-	逆
167	ik	b	7	-	逼
167	ik	b	7	-	偪
167	ik	b	7	-	璧
167	ik	b	7	-	壁
167	ik	p	7	-	辟
167	ik	p	7	-	僻
167	ik	p	7	-	闢
167	ik	p	7	-	霹
167	ik	p	7	-	癖
167	ik	p	7	-	躄
167	ik	m	9	-	覓
167	ik	m	9	-	覔
167	ik	m	9	-	汨
167	ik	d	7	-	的
167	ik	d	7	-	嫡
167	ik	d	7	-	滴
167	ik	d	7	-	鏑
167	ik	d	9	-	狄
167	ik	d	9	-	荻
167	ik	d	9	-	逖
167	ik	d	9	-	翟
167	ik	d	9	-	糴
167	ik	d	9	-	廸
167	ik	d	9	-	敵
167	ik	d	9	-	覿
167	ik	d	9	-	笛
167	ik	d	9	-	滌
167	ik	t	7	1	惕
167	ik	t	7	-	裼
167	ik	t	7	-	踢
167	ik	t	7	-	剔
167	ik	t	7	-	忒
167	ik	t	7	-	倜
168	ik	n	7	-	尼
168	ik	n	7	-	眤
168	ik	n	7	-	匿
168	ik	n	7	-	暱
168	ik	n	9	-	惄
168	ik	n	9	-	溺
168	ik	l	7	-	鑠
168	ik	l	7	-	爍
168	ik	l	7	-	礫
168	ik	l	7	-	櫟
168	ik	l	7	-	轢
168	ik	l	7	-	靂
168	ik	l	7	-	櫪
168	ik	l	7	-	瀝
168	ik	l	9	-	力
168	ik	l	9	-	歷
168	ik	g	7	-	激
168	ik	g	7	-	擊
168	ik	g	7	-	戟
168	ik	g	7	-	棘
168	ik	g	7	-	亟
168	ik	g	7	-	殛
168	ik	g	9	-	極
168	ik	k	9	-	屐
168	ik	k	9	-	劇
168	ik	z	7	-	即
168	ik	z	7	-	唧
168	ik	z	7	-	磧
168	ik	z	7	-	勣
168	ik	z	7	-	蹟
168	ik	z	7	-	績
168	ik	z	7	-	積
168	ik	z	7	-	嘖
168	ik	z	7	-	幘
168	ik	z	7	-	織
169	ik	z	7	-	職
169	ik	z	7	-	跡
169	ik	z	7	-	陟
169	ik	z	7	-	稷
169	ik	z	7	-	謖
169	ik	z	7	-	迹
169	ik	z	8	-	脊
169	ik	z	8	-	瘠
169	ik	z	8	-	鶺
169	ik	z	8	-	拓
169	ik	z	8	-	柘
169	ik	z	8	-	跖
169	ik	z	8	-	蹠
169	ik	z	8	-	災
169	ik	z	8	-	隻
169	ik	z	9	-	夕
169	ik	z	9	-	汐
169	ik	z	9	-	穸
169	ik	z	9	-	直
169	ik	z	9	-	值
169	ik	z	9	-	殖
169	ik	z	9	-	植
169	ik	z	9	-	席
169	ik	z	9	-	蓆
169	ik	z	9	-	藉
169	ik	z	9	-	籍
169	ik	z	9	-	寂
169	ik	c	7	-	尺
169	ik	c	7	-	赤
169	ik	c	7	-	斥
169	ik	c	7	-	叱
169	ik	c	7	-	勅
169	ik	c	7	-	勑
169	ik	c	7	-	敕
169	ik	c	7	-	戚
169	ik	c	7	-	慼
169	ik	c	7	-	晰
169	ik	c	7	-	析
169	ik	c	7	-	晳
169	ik	c	7	-	淅
169	ik	s	7	-	色
169	ik	s	7	-	舄
169	ik	s	7	-	悉
169	ik	s	7	-	息
169	ik	s	7	-	熄
169	ik	s	7	-	適
169	ik	s	7	-	識
169	ik	s	7	-	釋
169	ik	s	7	-	式
169	ik	s	7	-	軾
170	ik	s	7	-	拭
170	ik	s	7	-	栻
170	ik	s	7	-	飾
170	ik	s	7	-	飭
170	ik	s	7	-	錫
170	ik	s	7	-	昔
170	ik	s	7	-	惜
170	ik	s	7	-	踖
170	ik	s	7	-	嗇
170	ik	s	7	-	濇
170	ik	s	7	-	穡
170	ik	s	7	-	奭
170	ik	s	8	-	剌
170	ik	s	9	-	食
170	ik	s	9	-	蝕
170	ik	w	9	-	域
170	ik	w	9	-	蜮
170	ik	w	9	-	馘
170	ik	w	9	-	棫
170	ik	w	9	-	閾
170	ik	gw	1	-	洫
170	ik	gw	1	-	馘
170	ik	gw	1	-	虢
170	ik	gw	1	-	隙
170	ik	gw	1	-	綌
170	ik	gw	1	-	闃
170	ek	b	8	-	壁
171	ek	p	8	-	劈
171	ek	d	9	-	笛
171	ek	d	9	-	糴
171	ek	t	8	-	踢
171	ek	k	9	-	劇
171	ek	k	9	-	屐
171	ek	h	8	-	吃
171	ek	z	8	-	隻
171	ek	z	8	-	炙
171	ek	z	8	-	脊
171	ek	z	8	-	瘠
171	ek	z	8	-	鶺
171	ek	z	8	-	拓
171	ek	z	8	-	柘
171	ek	z	8	-	跖
171	ek	z	8	-	蹠
172	ek	z	9	-	蓆
172	ek	c	8	-	尺
172	ek	c	8	-	赤
172	ek	c	8	-	瘌
172	ek	s	8	-	錫
172	ek	s	9	-	石
172	ek	s	9	-	碩
172	ek	s	9	-	鼫
