# 資料庫版本: 2018-10-31
編號	頁	欄	字	紀錄	紀錄標記 (空白:主條目;C:勘誤欄;A:約解讀音)	廣話切	統一反切上字	統一反切下字	反切標記	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	粵拼	現代粵音:標記	約解	經校訂修正	校訂註
2887	38	3	爺	1/1		也蛇	也	蛇		j	e	4	4	je4		父也，又祖父也。均通耶		
2888	38	3	爻	1/1		昂刨	昂	刨		ng	aau	4	4	ngaau4		卦～，交也		
2889	38	3	爽	1/1		沙講	沙	講		s	ong	2	2	song2		～朗。昧～：天明也。又失也：～約，～然		
2890	38	3	爾	1/1		也市	也	市		j	i	5	5	ji5		你也。～～，如此也。云爾，咁話也		
2891	38	3	牀	1/1		叉狂	叉	狂		c	ong	4	4	cong4		同床		
2892	38	3	牂	1/1		疾岡	疾	岡		z	ong	1	1	zong1				
2893	38	3	牁	1/1		岡科	岡	科		g	o	1	1	go1		地名，在貴州省		
2894	38	3	牆	1/1		倉良	倉	良		c	oeng	4	4	coeng4		～壁		
2895	38	3	片	1/1		旁見	旁	見		p	in	3	3	pin3		半也，偏也。薄～，～言，～紙，咭～		
2896	38	3	版	1/1		邦簡	邦	簡		b	aan	2	2	baan2		～圖，～籍		
2897	38	3	牋	1/1		臧堅	臧	堅		z	in	1	1	zin1		椾～，同寫信紙也		
2898	38	3	牌	1/1		旁懷	旁	懷		p	aai	4	4	paai4		門～，招～		
2899	38	3	牒	1/1		當獵	當	獵		d	ip	6	9	dip6		札也。訟～，呈詞也。宗～，族譜也		
2900	38	3	牓	1/1		奔講	奔	講		b	ong	2	2	bong2		題～，為人寫。一地方之名也。同榜		
2901	38	3	牖	1/1		也舅	也	舅		j	au	5	5	jau5		窗也。～啟，指導也。略通誘		
2902	38	3	牘	1/1		當局	當	局		d	uk	6	9	duk6		文書也。尺～，書札也		
2903	38	3	牙	1/1		昂麻	昂	麻		ng	aa	4	4	ngaa4		齒也。～～，學話也		
2904	38	3	牛	1/1		昂求	昂	求		ng	au	4	4	ngau4		又菜～，不耕田，作食品也。又星名		
2905	38	4	牝	1/1		旁憤	旁	憤		p	an	5	5	pan5		獸物之母也		
2906	38	4	牟	1/1		亡求	亡	求		m	au	4	4	mau4		奪取也。～利，侵～		
2907	38	4	牡	1/1		亡舅	亡	舅		m	au	5	5	mau5		獸類之雄也。又～丹。～蠣，生蠔也		
2908	38	4	牢	1/1		郎曹	郎	曹		l	ou	4	4	lou4		牲～，監～，堅～，～記，～愁，～騷		
2909	38	4	牧	1/1		亡局	亡	局		m	uk	6	9	muk6		畜～，養也。州～，官長也。自～，自養也		
2910	38	4	物	1/1		亡掘	亡	掘		m	at	6	9	mat6		天然～，人造～。又相度也：～色英雄		
2911	38	4	牯	1/1		光苦	光	苦		gw	u	2	2	gwu2		雄也。羊～，牛～		
2912	38	4	牲	1/1		爽更	爽	更		s	ang	1	1	sang1		犧～，牛羊之類也。又作毀棄解		
2913	38	4	牸	1/1		倉事	倉	事		c	i	6	6	ci6		牝也		
2914	38	4	特	1/1		當墨	當	墨		d	ak	6	9	dak6		牲牛也，獨也，但也，偶也，別也		
2915	38	4	牽	1/1		康堅	康	堅		h	in	1	1	hin1		～引，～涉		
2916	38	4	犀	1/1		桑雞	桑	雞		s	ai	1	1	sai1		～牛，～象，～角		
2917	38	4	犂	1/1		郎齊	郎	齊		l	ai	4	4	lai4		耕具也。～然，確當也		
2918	38	4	犒	1/2		康告	康	告		h	ou	3	3	hou3		賞勞也：～工，～師。又讀勞下去聲		
2918	38	4	犒	2/2	A					l	ou	6	6	lou6	also			
2919	38	4	犖	1/1		郎各	郎	各		l	ok	3	8	lok3		卓～，分明也。超絕也：～～		
2920	38	4	犢	1/1		當局	當	局		d	uk	6	9	duk6		牛之小者也。禽～，舐～		
2921	38	4	犧	1/1		康基	康	基		h	ei	1	1	hei1		～牲。又如～牲性命權利名譽，不愛		
2922	38	4	犬	1/1		康捲	康	捲		h	yun	2	2	hyun2		狗也		
2923	38	4	犯	1/1		方萬	方	萬		f	aan	6	6	faan6		抵觸也。～法，侵～，囚～，監～		
2924	38	4	犴	1/1		昂汗	昂	汗		ng	on	6	6	ngon6		監牢也		
2925	38	4	狀	1/1		渣望	渣	望		z	ong	6	6	zong6		形～，善～，現～，近～		
2926	38	4	狁	1/1		汪憤	汪	憤		w	an	5	5	wan5		玁犹，北方狄人也		
2927	39	1	狂	1/1		坤藏	坤	藏		kw	ong	4	4	kwong4		妄也。又～風，～瀾，勢盛大也		
2928	39	1	狃	1/1		囊苟	囊	苟		n	au	2	2	nau2		習慣不以為意也		
2929	39	1	狄	1/1		當極	當	極		d	ik	6	9	dik6		古時北方之人也		
2930	39	1	狉	1/1		旁基	旁	基		p	ei	1	1	pei1		蠢也。～～，～榛		
2931	39	1	狎	1/1		康甲	康	甲		h	aap	3	8	haap3		習也，近也，玩弄也。～褻		
2932	39	1	狐	1/1		汪扶	汪	扶		w	u	4	4	wu4		～貍，～裘，～疑，臭～		
2933	39	1	狗	1/1		岡走	岡	走		g	au	2	2	gau2		犬之小者。亦總名也。～苟，言苟且也		
2934	39	1	狙	1/1		臧居	臧	居		z	eoi	1	1	zeoi1		猿屬。又伏而伺察之也。～擊		
2935	39	1	狠	1/1		康謹	康	謹		h	an	2	2	han2		忍心也。同很：～好，甚好也		
2936	39	1	狡	1/1		岡飽	岡	飽		g	aau	2	2	gaau2		詐也，奸也。～兔		
2937	39	1	狨	1/1		也窮	也	窮		j	ung	4	4	jung4		似猴而大也		
2938	39	1	狩	1/1		爽救	爽	救		s	au	3	3	sau3		冬天打獵也，巡～也		
2939	39	1	狷	1/1		岡寸	岡	寸		g	yun	3	3	gyun3		褊急也		
2940	39	1	狸	1/1		郎肥	郎	肥		l	ei	4	4	lei4		狐屬		
2941	39	1	狹	1/1		康及	康	及		h	ap	6	9	hap6		窄也。～隘，迫～，廣～，～義		
2942	39	1	狼	1/1		拉狂	拉	狂		l	ong	4	4	long4		豺～。又～藉，作踐也		
2943	39	1	狽	1/1		邦悔	邦	悔		b	ui	3	3	bui3		獸名。狼～，急遽不自安也		
2944	39	1	猖	1/1		創薑	創	薑		c	oeng	1	1	coeng1		～狂，～蹶，披～		
2945	39	1	猘	1/1		莊計	莊	計		z	ai	3	3	zai3		狂犬也		
2946	39	1	猛	1/1		亡冷	亡	冷		m	aang	5	5	maang5		嚴～。又～醒，急醒也		
2947	39	1	猝	1/1		倉决	倉	決		c	yut	3	8	cyut3		急遽也。倉～，～然		
2948	39	1	猙	1/1		莊更	莊	更		z	ang	1	1	zang1		凶惡也		
2949	39	1	猿	1/1		也權	也	權		j	yun	4	4	jyun4		烏～。且猨		
2950	39	2	猩	1/1		桑經	桑	經		s	ing	1	1	sing1		～～，好酒能言之獸，血最紅，可染物		
2951	39	2	猴	1/1		康求	康	求		h	au	4	4	hau4		猿屬，～子		
2952	39	2	猶	1/1		也求	也	求		j	au	4	4	jau4		似也，尚且也。～豫，不決也。夷～，舒緩		
2953	39	2	猷	1/1		也求	也	求		j	au	4	4	jau4		謀也		廣話切本作「同右」
2954	39	2	猺	1/1		也橋	也	橋		j	iu	4	4	jiu4		種族名。苗～		
2955	39	2	猾	1/1		汪辣	汪	辣		w	aat	6	9	waat6		亂也，又黠也。狡～，奸～		
2956	39	2	獃	1/3		當街	當	街		d	aai	1	1	daai1		痴呆也，徠～。或讀上去聲。又讀堆		
2956	39	2	獃	2/3	A					d	aai	3	3	daai3	also			
2956	39	2	獃	3/3	A					d	eoi	1	1	deoi1	also			
2957	39	2	獄	1/1		也局	也	局		j	uk	6	9	juk6		監～，監房。訟～，打官司也。入～，折～		
2958	39	2	獅	1/1		桑之	桑	之		s	i	1	1	si1		獸王也，能食虎豹。巨～，睡～，醒～		
2959	39	2	獍	1/1		岡靚	岡	靚		g	eng	3	3	geng3		不孝之獸，食其母也。梟～並用		
2960	39	2	獎	1/1		臧想	臧	想		z	oeng	2	2	zoeng2		～賞，～勵，褒～，過～		
2961	39	2	獒	1/1		昂曹	昂	曹		ng	ou	4	4	ngou4		大犬也		
2962	39	2	獰	1/1		囊瓊	囊	瓊		n	ing	4	4	ning4		猙～，人物之凶惡也		
2963	39	2	獗	1/1		慷雪	慷	雪		k	yut	3	8	kyut3		猖～，賊勢盛也		
2964	39	2	獘	1/1		邦跪	邦	跪		b	ai	6	6	bai6		作～，～端		
2965	39	2	獧	1/1		岡寸	岡	寸		g	yun	3	3	gyun3		急也。冋狷		
2966	39	2	獨	1/1		當局	當	局		d	uk	6	9	duk6		單也，孤也，老而無子之人也		
2967	39	2	獪	1/1		狂悔	狂	悔		kw	ui	3	3	kwui3		狡～，詐也		
2968	39	2	獯	1/1		方根	方	根		f	an	1	1	fan1		～鬻，北方之狄人也		
2969	39	2	獲	1/1		汪各	汪	各		w	ok	3	8	wok3		得也，收也		
2970	39	2	獵	1/1		郎叠	郎	疊		l	ip	6	9	lip6		打～。～彩，得彩也。涉～，經歷也		
2971	39	2	獷	1/2		坤講	坤	講	E	kw	ong	2	2	kwong2		粗～，～悍，惡也		
2971	39	2	獷	2/2	C	坤降	坤	降		kw	ong	3	3	kwong3				
2972	39	2	獸	1/1		爽救	爽	救		s	au	3	3	sau3		禽～		
2973	39	3	獺	1/1		創刮	創	刮		c	aat	3	8	caat3		水中食魚獸也		
2974	39	3	獻	1/1		康見	康	見		h	in	3	3	hin3		進貢也，以物奉人也。又賢人也，文～		
2975	39	3	玁	1/1		康撿	康	撿		h	im	2	2	him2		～狁。亦作獫		
2976	39	3	玄	1/1		也權	也	權		j	yun	4	4	jyun4		黑色也，理之極深者也		
2977	39	3	率	1/1		桑卒	桑	卒		s	eot	1	7	seot1		循也，領也，輕也		
2978	39	3	率	1/1		郎述	郎	述		l	eot	6	9	leot6		定～，密～，算術之名稱也		
2979	39	3	玉	1/1		也局	也	局		j	uk	6	9	juk6		～石，～體，～成		
2980	39	3	王	1/1		蛙狂	蛙	狂		w	ong	4	4	wong4		～侯，封～，大也。～父，祖父也		
2981	39	3	王	1/1		蛙望	蛙	望		w	ong	6	6	wong6		盛也，通旺。古稱有天下曰～		
2982	39	3	玖	1/1		岡走	岡	走		g	au	2	2	gau2		石黑色，似玉也。瓊～		
2983	39	3	玩	1/1		汪悶	汪	悶		w	un	6	6	wun6		～弄，～戲，～習，古～		
2984	39	3	玫	1/1		亡陪	亡	陪		m	ui	4	4	mui4		～瑰		
2985	39	3	玲	1/1		郎瓊	郎	瓊		l	ing	4	4	ling4		～瓏		
2986	39	3	玳	1/1		當在	當	在		d	oi	6	6	doi6		～瑁		
2987	39	3	玷	1/1		當劍	當	劍		d	im	3	3	dim3		缺也，辱也		
2988	39	3	玻	1/1		邦歌	邦	歌		b	o	1	1	bo1		～瓈		
2989	39	3	珀	1/1		旁格	旁	格		p	aak	3	8	paak3		琥～		
2990	39	3	珉	1/1		亡勤	亡	勤		m	an	4	4	man4		石美似玉也		
2991	39	3	珊	1/1		爽奸	爽	奸		s	aan	1	1	saan1		～瑚，海中小虫，骨骸相結而成也		
2992	39	3	珍	1/1		莊根	莊	根		z	an	1	1	zan1		～珠，～重，～惜，～羞		
2993	39	3	珞	1/1		拉各	拉	各		l	ok	3	8	lok3		瓔～，頸飾也		
2994	39	4	珠	1/1		莊書	莊	書		z	yu	1	1	zyu1		～寶		
2995	39	4	珥	1/1		囊忌	囊	忌		n	ei	6	6	nei6		耳墜也		
2996	39	4	班	1/1		邦奸	邦	奸		b	aan	1	1	baan1		戲～，排～，～次，～師		
2997	39	4	現	1/1		也件	也	件		j	in	6	6	jin6		顯～，～時，～在，～象		
2998	39	4	琅	1/1		拉狂	拉	狂		l	ong	4	4	long4		同瑯。～～，聲响也		
2999	39	4	球	1/1		慷浮	慷	浮		k	au	4	4	kau4		星～，地～。同毬		
3000	39	4	理	1/1		郎企	郎	企		l	ei	5	5	lei5		道～，～事，條～，腠～，倫～，～會		
3001	39	4	琉	1/1		郎求	郎	求		l	au	4	4	lau4		～璃。～球，古國名，今日本改沖繩縣		
3002	39	4	琊	1/1		也蛇	也	蛇		j	e	4	4	je4		琅～，地名，在山東省		
3003	39	4	琖	1/1		莊簡	莊	簡		z	aan	2	2	zaan2		酒～，略同盞，玉爵也		
3004	39	4	琚	1/1		岡須	岡	須		g	eoi	1	1	geoi1		瓊～，佩玉也		
3005	39	4	琢	1/1		當脚	當	腳		d	oek	3	8	doek3		治玉也		
3006	39	4	琤	1/1		莊更	莊	更		z	ang	1	1	zang1		玉聲也		
3007	39	4	琥	1/1		方古	方	古		f	u	2	2	fu2		～珀		
3008	39	4	琮	1/1		臧恭	臧	恭		z	ung	1	1	zung1		琤～，美玉也		
3009	39	4	琱	1/1		當嬌	當	嬌		d	iu	1	1	diu1		通雕、彫，刻鏤也		
3010	39	4	琴	1/1		慷尋	慷	尋		k	am	4	4	kam4				
3011	39	4	琵	1/1		旁肥	旁	肥		p	ei	4	4	pei4				
3012	39	4	琶	1/1		旁麻	旁	麻		p	aa	4	4	paa4				
3013	39	4	瑁	1/1		亡會	亡	會		m	ui	6	6	mui6		玳～		
3014	39	4	瑕	1/1		康麻	康	麻		h	aa	4	4	haa4		～疵		
3015	39	4	瑪	1/1		亡也	亡	也		m	aa	5	5	maa5				
3016	39	4	瑙	1/1		囊母	囊	母		n	ou	5	5	nou5		瑪～		
3017	40	1	瑚	1/1		汪扶	汪	扶		w	u	4	4	wu4		珊～		
3018	40	1	瑜	1/1		也殊	也	殊		j	yu	4	4	jyu4		美玉也		
3019	40	1	瑞	1/1		桑巨	桑	巨		s	eoi	6	6	seoi6		～氣		
3020	40	1	瑟	1/1		爽吉	爽	吉		s	at	1	7	sat1		琴～。～縮，畏怯也。～～，風聲也		
3021	40	1	瑣	1/1		桑果	桑	果		s	o	2	2	so2		瑣碎，細小也		
3022	40	1	瑤	1/1		也橋	也	橋		j	iu	4	4	jiu4		美玉也		
3023	40	1	瑩	1/1		也瓊	也	瓊		j	ing	4	4	jing4		玉色也，晶～		
3024	40	1	瑪	1/1		亡也	亡	也		m	aa	5	5	maa5		～瑙		
3025	40	1	瑰	1/1		光計	光	計		gw	ai	3	3	gwai3		玫～，花名。又～奇，～材，珍貴之意		
3026	40	1	瑱	1/2		當見	當	見		d	in	3	3	din3		以玉充耳木。又讀鎮		
3026	40	1	瑱	2/2	A					z	an	3	3	zan3	also			
3027	40	1	瑾	1/1		岡滾	岡	滾		g	an	2	2	gan2		美玉也		
3028	40	1	璃	1/1		郎肥	郎	肥		l	ei	4	4	lei4		琉～		
3029	40	1	璇	1/1		桑權	桑	權		s	yun	4	4	syun4		同璿		
3030	40	1	璋	1/1		莊薑	莊	薑		z	oeng	1	1	zoeng1		弄～，古人生子之名詞也		
3031	40	1	璞	1/1		旁各	旁	各		p	ok	3	8	pok3		玉在石中也		
3032	40	1	璜	1/1		蛙狂	蛙	狂		w	ong	4	4	wong4		半圓形之玉也		
3033	40	1	璣	1/1		岡非	岡	非		g	ei	1	1	gei1		璇～，古時測天文之器		
3034	40	1	璧	1/1		邦激	邦	激		b	ik	1	7	bik1		玉之圓而有孔也		
3035	40	1	璨	1/1		倉諫	倉	諫		c	aan	3	3	caan3		璀～，玉光也		
3036	40	1	璫	1/1		打岡	打	岡		d	ong	1	1	dong1		耳珠也。宦官亦稱～		
3037	40	1	環	1/1		汪凡	汪	凡		w	aan	4	4	waan4		回繞也		
3038	40	1	璽	1/1		桑解	桑	解		s	aai	2	2	saai2		印也		
3039	40	1	瓈	1/2		郎肥	郎	肥		l	ei	4	4	lei4		玻～。俗作上平		
3039	40	1	瓈	2/2	A					l	ei	1	1	lei1	common			
3040	40	2	瓊	1/1		慷明	慷	明		k	ing	4	4	king4		美玉也		
3041	40	2	瓏	1/1		郎窮	郎	窮		l	ung	4	4	lung4		玲～		
3042	40	2	瓚	1/1		臧簡	臧	簡		z	aan	2	2	zaan2		古宗廟之灌酒器也		
3043	40	2	瓜	1/1		光加	光	加		gw	aa	1	1	gwaa1		～菜，～代，～分		
3044	40	2	瓞	1/2		當獵	當	獵	E	d	ip	6	9	dip6		～之小者		
3044	40	2	瓞	2/2	C	當傑	當	傑		d	it	6	9	dit6				
3045	40	2	瓠	1/1		汪扶	汪	扶		w	u	4	4	wu4		今之蒲瓜		
3046	40	2	瓢	1/1		旁橋	旁	橋		p	iu	4	4	piu4		古盛酒漿之物，～飲		
3047	40	2	瓣	1/1		方萬	方	萬		f	aan	6	6	faan6		花～		
3048	40	2	瓤	1/1		拏狂	拿	狂		n	ong	4	4	nong4		瓜～		
3049	40	2	瓦	1/1		昂馬	昂	馬		ng	aa	5	5	ngaa5		甎～，～全，～解。弄～：生女也		
3050	40	2	瓴	1/1		郎瓊	郎	瓊		l	ing	4	4	ling4		瓦溝，瓦坑		
3051	40	2	瓷	1/1		倉時	倉	時		c	i	4	4	ci4		瓷器		
3052	40	2	瓻	1/1		創詩	創	詩		c	i	1	1	ci1		盛酒器也		
3053	40	2	瓿	1/2		旁畝	旁	畝	E	p	aau	5	5	paau5		缶也，小甖也		
3053	40	2	瓿	2/2	C	旁絞	旁	絞		p	aau	2	2	paau2				
3054	40	2	瓶	1/1		旁瓊	旁	瓊		p	ing	4	4	ping4		汲器也		
3055	40	2	甄	1/1		也根	也	根		j	an	1	1	jan1		治陶器也，～陶。又～別、～拔，察也		
3056	40	2	甋	1/1		當極	當	極		d	ik	6	9	dik6		水～，瓦溝也		
3057	40	2	甌	1/1		昂鳩	昂	鳩		ng	au	1	1	ngau1		小盆也。又～州，地在浙江，即温州		
3058	40	2	甍	1/1		光更	光	更		gw	ang	1	1	gwang1		屋棟所以承瓦也		
3059	40	2	甎	1/1		莊捐	莊	捐		z	yun	1	1	zyun1		塼、磚同		
3060	40	2	甑	1/1		臧掯	臧	掯		z	ang	3	3	zang3		炊飯酒之器也		
3061	40	3	甓	1/2		旁激	旁	激	E3	p	ik	1	7	pik1		瓴～，瓦板也。運～		
3061	40	3	甓	2/2	C	邦激	邦	激		b	ik	1	7	bik1				
3062	40	3	甔	1/1		當三	當	三		d	aam	1	1	daam1		大甖，藏一石之器。上去聲，家無擔石		
3063	40	3	甕	1/2		也貢	也	貢		j	ung	3	3	jung3		汲水藏水及承酒漿之器。又昂貢切		
3063	40	3	甕	2/2	A						ung	3	3	ung3	also			
3064	40	3	甖	1/1		戇耕	戇	耕			aang	1	1	aang1		略同罌		
3065	40	3	甘	1/1		岡心	岡	心		g	am	1	1	gam1		甜也，心所願也。～心，～願		
3066	40	3	甚	1/1		爽扲	爽	扲		s	am	6	6	sam6		過也，極也。太～，已～		
3067	40	3	甜	1/1		湯鉗	湯	鉗		t	im	4	4	tim4		糖味也，又甘也。心～		
3068	40	3	生	1/1		爽更	爽	更		s	ang	1	1	sang1		～死，～利，～疏，～熟，先～，後～		
3069	40	3	甡	1/1		桑根	桑	根		s	an	1	1	san1		眾多也		
3070	40	3	產	1/1		創簡	創	簡		c	aan	2	2	caan2		～生，生～，物～，出～		
3071	40	3	甥	1/1		爽更	爽	更		s	ang	1	1	sang1		姊妹之子也，壻。亦稱舅		
3072	40	3	甦	1/1		桑高	桑	高		s	ou	1	1	sou1		更生也，～醒。通蘇		
3073	40	3	用	1/1		也共	也	共		j	ung	6	6	jung6		作～，功～，器～，財～，～是		
3074	40	3	甫	1/2		方古	方	古		f	u	2	2	fu2		方始也，美稱也，台～，尊～。又讀普		
3074	40	3	甫	2/2	A					p	ou	2	2	pou2	also			
3075	40	3	甬	1/1		也隴	也	隴		j	ung	5	5	jung5		馳道也。～道。又地名，在浙江寧波府		
3076	40	3	甯	1/1		囊瓊	囊	瓊		n	ing	4	4	ning4		願也，～可。本上去聲。同寧，安也。又姓		
3077	40	3	田	1/1		湯虔	湯	虔		t	in	4	4	tin4		～畝		
3078	40	3	由	1/1		也求	也	求		j	au	4	4	jau4		自～，理～，事～，～是		
3079	40	3	申	1/1		爽根	爽	根		s	an	1	1	san1		～時，屈～，～意，～銀。～江，上海地名		
3080	40	4	甲	1/1		岡荅	岡	答		g	aap	3	8	gaap3		第一也。又爪～，鐵～，保～，鼈～，某～		
3081	40	4	男	1/1		囊慚	囊	慚		n	aam	4	4	naam4		～子		
3082	40	4	甸	1/1		當件	當	件		d	in	6	6	din6		郊～。又緬～，英人屬地也		
3083	40	4	町	1/2		當經	當	經		d	ing	1	1	ding1		隙地也，日本六十間為～。又上上聲		
3083	40	4	町	2/2	A					t	ing	2	2	ting2	also			
3084	40	4	畀	1/2		邦匪	邦	匪		b	ei	2	2	bei2		與也，～佢。本讀庇上去聲		
3084	40	4	畀	2/2	A					b	ei	3	3	bei3	original			
3085	40	4	畋	1/1		湯虔	湯	虔		t	in	4	4	tin4		治田也。又～獵		
3086	40	4	界	1/1		岡怪	岡	怪		g	aai	3	3	gaai3		限也。學～，政～，工商～，男女～		
3087	40	4	畎	1/1		康捲	康	捲		h	yun	2	2	hyun2		田間疏通水道也		
3088	40	4	畏	1/1		汪計	汪	計		w	ai	3	3	wai3		怕也，怯也，嚴憚也		
3089	40	4	畔	1/1		邦悶	邦	悶		b	un	6	6	bun6		界也，邊也。水～。又同叛，離開也		
3090	40	4	畚	1/1		邦管	邦	管		b	un	2	2	bun2		盛土器草包也，～築		
3091	40	4	畛	1/2		創謹	創	謹		c	an	2	2	can2		田間小徑也，～域。又上平		
3091	40	4	畛	2/2	A					z	an	1	1	zan1	also			
3092	40	4	畜	1/1		創谷	創	谷		c	uk	1	7	cuk1		～牧，～養，～生，牲～		
3093	40	4	畝	1/1		亡舅	亡	舅		m	au	5	5	mau5		量田法也，二百四十方步為～		
3094	40	4	畢	1/1		邦吉	邦	吉		b	at	1	7	bat1		～業，完也。～至，皆也。又～竟，到底也		
3095	40	4	略	1/1		郎若	郎	若		l	oek	6	9	loek6		謀～，武～，略也，才也。大～，～取		
3096	40	4	畦	1/1		狂齊	狂	齊		kw	ai	4	4	kwai4		田一區也。又五十畝也		
3097	40	4	番	1/1		方奸	方	奸		f	aan	1	1	faan1		遞增也：連～，幾～。外國人：老～，～舶		
3098	40	4	畫	1/1		汪賊	汪	賊		w	aak	6	9	waak6		筆～，計～，～策		
3099	40	4	畫	1/1		汪罵	汪	罵		w	aa	6	6	waa6		圖～		
3100	40	4	畬	1/1		也殊	也	殊		j	yu	4	4	jyu4		治田也，又新成之田也		
3101	40	4	異	1/1		也事	也	事		j	i	6	6	ji6		奇也，怪也，不同也		
3102	40	4	留	1/1		郎求	郎	求		l	au	4	4	lau4		居～，止也。又遲也，久也，停也		
3103	41	1	當	1/1		打岡	打	岡		d	ong	1	1	dong1		任也，敵也，遇也，應也，適可也		
3104	41	1	當	1/1		打降	打	降		d	ong	3	3	dong3		按～，～押。又合也，正～		
3105	41	1	畸	1/1		岡非	岡	非		g	ei	1	1	gei1		零餘也。～人，～士		
3106	41	1	畹	1/1		也捲	也	捲		j	yun	2	2	jyun2		田也。二十畝曰～		
3107	41	1	畿	1/1		岡非	岡	非		g	ei	1	1	gei1		古帝王建都之地也		
3108	41	1	疆	1/1		岡槍	岡	槍		g	oeng	1	1	goeng1		地也，界也		
3109	41	1	疇	1/1		創求	創	求		c	au	4	4	cau4		田也，誰也。～昔，往日也		
3110	41	1	疊	1/1		當獵	當	獵		d	ip	6	9	dip6		重也。打～，收拾也。振～，懼也。同叠		
3111	41	1	疋	1/1		旁吉	旁	吉		p	at	1	7	pat1		同匹，布～		
3112	41	1	疏	1/1		爽歌	爽	歌		s	o	1	1	so1		通䟽。親～，粗～		
3113	41	1	疏	1/1		爽個	爽	個		s	o	3	3	so3		條陳也。奏～，注～		
3114	41	1	疑	1/1		也時	也	時		j	i	4	4	ji4		思～，嫌～		
3115	41	1	㚄	1/1		莊試	莊	試		z	i	3	3	zi3		阻碍不能行也		
3116	41	1	疔	1/1		當驚	當	驚		d	eng	1	1	deng1		～瘡		
3117	41	1	疚	1/1		岡扣	岡	扣		g	au	3	3	gau3		久病也，心有所苦也		
3118	41	1	疝	1/1		爽諫	爽	諫		s	aan	3	3	saan3		腰腹疼痛之病，不獨小腸氣也		
3119	41	1	疢	1/1		創艮	創	艮		c	an	3	3	can3		病也		
3120	41	1	疣	1/1		也求	也	求		j	au	4	4	jau4		贅～		
3121	41	1	疤	1/1		邦加	邦	加		b	aa	1	1	baa1		瘡痕也		
3122	41	1	疥	1/1		岡怪	岡	怪		g	aai	3	3	gaai3		皮膚疾之一種也		
3123	41	1	疫	1/1		也極	也	極		j	ik	6	9	jik6		瘟～，傳染症也		
3124	41	2	疲	1/1		旁肥	旁	肥		p	ei	4	4	pei4		勞倦也		
3125	41	2	疳	1/1		岡心	岡	心		g	am	1	1	gam1		～積，血液之患也		
3126	41	2	疴	1/1		戇歌	戇	歌			o	1	1	o1		沈～，疾重也。亦用作～肚		
3127	41	2	疵	1/1		倉詩	倉	詩		c	i	1	1	ci1		過誤也。瑕～，小～		
3128	41	2	疸	1/1		當諫	當	諫		d	aan	3	3	daan3		黃～，疾名		
3129	41	2	疹	1/1		創謹	創	謹		c	an	2	2	can2		皮膚發生小紅點疾也		
3130	41	2	疼	1/1		湯貢	湯	貢		t	ung	3	3	tung3		痛也。本上平，國語又讀騰上平。愛也		
3131	41	2	疽	1/1		臧居	臧	居		z	eoi	1	1	zeoi1		癰～		
3132	41	2	疾	1/1		臧掘	臧	掘		z	at	6	9	zat6		患苦也，怒也，速也，嫌忌也，憎恨也		
3133	41	2	疿	1/1		方計	方	計		f	ai	3	3	fai3		血熱生小瘡也		
3134	41	2	痁	1/2		當劍	當	劍		d	im	3	3	dim3		多日瘧疾也。又上平聲		
3134	41	2	痁	2/2	A					d	im	1	1	dim1	also			
3135	41	2	痂	1/1		岡瓜	岡	瓜		g	aa	1	1	gaa1		瘡～		
3136	41	2	病	1/1		邦競	邦	競		b	ing	6	6	bing6		疾也，憂也，恨也，困也，辱也，短也		
3137	41	2	症	1/1		莊敬	莊	敬		z	ing	3	3	zing3		病之有徵，騐可見也		
3138	41	2	痊	1/1		倉權	倉	權		c	yun	4	4	cyun4		病除也		
3139	41	2	痌	1/1		湯恭	湯	恭		t	ung	1	1	tung1		痛也		
3140	41	2	痍	1/1		也時	也	時		j	i	4	4	ji4		瘡～，傷也		
3141	41	2	痒	1/1		也祥	也	祥		j	oeng	4	4	joeng4		癢也，又病也，傷也		
3142	41	2	痔	1/1		莊事	莊	事		z	i	6	6	zi6		肛門鬱積之患也		
3143	41	2	痕	1/1		康勤	康	勤		h	an	4	4	han4		物之有迹也		
3144	41	2	痘	1/1		當就	當	就		d	au	6	6	dau6		瘡也，名曰天花。種～，牛～，～苗		
3145	41	2	痚	1/1		康嬌	康	嬌		h	iu	1	1	hiu1		痰喘作聲也。通哮		
3146	41	2	痛	1/1		湯貢	湯	貢		t	ung	3	3	tung3		身有所苦也，傷心也。又～飲，～恨		
3147	41	3	痞	1/1		旁匪	旁	匪		p	ei	2	2	pei2		腹內所生之硬塊也。又地～，惡人也		
3148	41	3	痢	1/1		郎忌	郎	忌		l	ei	6	6	lei6		大便頻數之疾也。紅白～症		
3149	41	3	痣	1/1		莊次	莊	次		z	i	3	3	zi3		皮膚上斑點也		
3150	41	3	痧	1/1		爽加	爽	加		s	aa	1	1	saa1		霍亂疾之屬也。又～斑症		
3151	41	3	痰	1/1		湯慚	湯	慚		t	aam	4	4	taam4		肺內所積之黏液也。吐～，中～		
3152	41	3	痲	1/1		亡拏	亡	拿		m	aa	4	4	maa4		～疹，～瘋		
3153	41	3	痲	1/1		郎禽	郎	禽		l	am	4	4	lam4		沙～。血～，小便之疾也。俗作淋		
3154	41	3	痹	1/1		邦記	邦	記		b	ei	3	3	bei3		筋肉疲軟之疾也		
