# 資料庫版本: 2018-10-31
編號	頁	欄	字	紀錄	紀錄標記 (空白:主條目;C:勘誤欄;A:約解讀音)	廣話切	統一反切上字	統一反切下字	反切標記	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	粵拼	現代粵音:標記	約解	經校訂修正	校訂註
3155	41	3	痼	1/1		光富	光	富		gw	u	3	3	gwu3		久疾也		
3156	41	3	痿	1/2		汪雞	汪	雞		w	ai	1	1	wai1		～痹。俗作上上聲		
3156	41	3	痿	2/2	A					w	ai	2	2	wai2	common			
3157	41	3	瘀	1/2		也暑	也	暑		j	yu	2	2	jyu2		積血也。本上去聲		
3157	41	3	瘀	2/2	A					j	yu	3	3	jyu3	original			
3158	41	3	瘁	1/1		桑巨	桑	巨		s	eoi	6	6	seoi6		勞也		
3159	41	3	瘉	1/2		也樹	也	樹		j	yu	6	6	jyu6		疾痊也，愈通。又下平聲		
3159	41	3	瘉	2/2	A					j	yu	4	4	jyu4	also			
3160	41	3	瘋	1/1		方恭	方	恭		f	ung	1	1	fung1		顛狂疾也。又痲～		
3161	41	3	瘍	1/1		也祥	也	祥		j	oeng	4	4	joeng4		頭瘡也。又凡瘡癰皆稱～		
3162	41	3	瘦	1/1		也暑	也	暑		j	yu	2	2	jyu2		飢寒而死曰～		
3163	41	3	瘖	1/1		也金	也	金		j	am	1	1	jam1		口不能言也		
3164	41	3	瘚	1/1		岡雪	岡	雪		g	yut	3	8	gyut3		氣逆閉也。通厥		
3165	41	3	瘟	1/1		汪根	汪	根		w	an	1	1	wan1		疫也		
3166	41	3	瘠	1/2		臧激	臧	激		z	ik	1	7	zik1		瘦也，窮也。又讀臧隻切		
3166	41	3	瘠	2/2	A					z	ek	3	8	zek3	also			
3167	41	3	瘡	1/1		叉岡	叉	岡		c	ong	1	1	cong1		傷也，又肉之高起而有毒者皆曰～		
3168	41	3	瘢	1/1		邦奸	邦	奸		b	aan	1	1	baan1		瘡痕也		
3169	41	3	瘥	1/1		倉歌	倉	歌		c	o	1	1	co1		疾愈也		
3170	41	4	瘞	1/1		也次	也	次		j	i	3	3	ji3		埋也		
3171	41	4	瘧	1/1		也脚	也	腳		j	oek	3	8	joek3		寒熱交戰病也		
3172	41	4	瘰	1/1		郎果	郎	果		l	o	2	2	lo2		～症，頸上結核病也		
3173	41	4	瘳	1/2		創鳩	創	鳩		c	au	1	1	cau1		疾愈也。又讀聊		
3173	41	4	瘳	2/2	A					l	iu	4	4	liu4	also			
3174	41	4	瘴	1/1		莊向	莊	向		z	oeng	3	3	zoeng3		煙～，山川濕熱蒸鬱之氣也		
3175	41	4	瘵	1/1		臧計	臧	計		z	ai	3	3	zai3		肺勞疾也。勞～，俗名內傷		
3176	41	4	瘼	1/1		蚊昨	蚊	昨		m	ok	6	9	mok6		民～，民所苦患也		
3177	41	4	療	1/1		郎妙	郎	妙		l	iu	6	6	liu6		治疾也		
3178	41	4	癃	1/1		郎窮	郎	窮		l	ung	4	4	lung4		疲疾也		
3179	41	4	癆	1/1		郎曹	郎	曹		l	ou	4	4	lou4		肺結核疾也。通勞		
3180	41	4	癇	1/2		康凡	康	凡		h	aan	4	4	haan4		羊吊風疾也。俗讀諫		
3180	41	4	癇	2/2	A					g	aan	3	3	gaan3	common			
3181	41	4	癖	1/1		旁激	旁	激		p	ik	1	7	pik1		嗜好之甚而成疾也		
3182	41	4	癘	1/1		郎跪	郎	跪		l	ai	6	6	lai6		惡瘡疾也。又疫氣也		
3183	41	4	癡	1/1		創詩	創	詩		c	i	1	1	ci1		不慧也。～呆，～聾。通痴		
3184	41	4	癢	1/1		也蔃	也	蔃		j	oeng	5	5	joeng5		膚欲搔也		
3185	41	4	癧	1/2		郎極	郎	極	E3	l	ik	6	9	lik6		生～。又作靚字附下入聲		
3185	41	4	癧	2/2	C	郎隻	郎	隻		l	ek	3	8	lek3				
3186	41	4	癩	1/1		郎界	郎	界		l	aai	3	3	laai3		痲瘋也。俗作疥癩用		
3187	41	4	癬	1/1		桑剪	桑	剪		s	in	2	2	sin2		皮膚血疾也		
3188	41	4	癭	1/1		也經	也	經		j	ing	1	1	jing1		頸疣也		
3189	41	4	癮	1/1		也憤	也	憤		j	an	5	5	jan5		煙～，酒～。俗作引		
3190	41	4	癰	1/1		也恭	也	恭		j	ung	1	1	jung1		～疽		
3191	41	4	癱	1/1		湯簡	湯	簡		t	aan	2	2	taan2		風～也。俗誤作疸		
3192	41	4	癲	1/1		當堅	當	堅		d	in	1	1	din1		狂病也。俗用顛		
3193	42	1	癸	1/2		光計	光	計		gw	ai	3	3	gwai3		壬～，呼～。本上上聲		
3193	42	1	癸	2/2	A					gw	ai	2	2	gwai2	original			
3194	42	1	登	1/1		當更	當	更		d	ang	1	1	dang1		上也。～程，進也。～簿，寫也。～時，即也		
3195	42	1	發	1/1		方刮	方	刮		f	aat	3	8	faat3		～起，開～，～見，～明，～揚		
3196	42	1	白	1/1		邦賊	邦	賊		b	aak	6	9	baak6		黑～，告～。～字，錯也。浮～，酒也		
3197	42	1	百	1/1		邦格	邦	格		b	aak	3	8	baak3				
3198	42	1	皁	1/1		臧步	臧	步		z	ou	6	6	zou6		～隸，賤人也。～白，黑白也。肥～，鹼類		
3199	42	1	的	1/1		當激	當	激		d	ik	1	7	dik1		～確，準～，我～，他～		
3200	42	1	皆	1/1		岡乖	岡	乖		g	aai	1	1	gaai1		俱也，同也		
3201	42	1	皇	1/1		蛙狂	蛙	狂		w	ong	4	4	wong4		大也：張～，堂～。心不定也：～～。又君		
3202	42	1	皈	1/1		光雞	光	雞		gw	ai	1	1	gwai1		～依，歸依也，迷信佛教也		
3203	42	1	皋	1/1		岡刀	岡	刀		g	ou	1	1	gou1		江～，岸也		
3204	42	1	皎	1/1		岡飽	岡	飽		g	aau	2	2	gaau2		明白也		
3205	42	1	皓	1/1		康母	康	母		h	ou	5	5	hou5		光也，白也		
3206	42	1	皖	1/1		汪管	汪	管		w	un	2	2	wun2		地名，今安徽稱～省		
3207	42	1	晳	1/1		桑激	桑	激		s	ik	1	7	sik1		人色白也		
3208	42	1	皜	1/1		康母	康	母		h	ou	5	5	hou5		～～，潔白也		
3209	42	1	皤	1/2		旁磨	旁	磨		p	o	4	4	po4		白也，大腹也。或作上平		
3209	42	1	皤	2/2	A					p	o	1	1	po1	also			
3210	42	1	皮	1/1		旁肥	旁	肥		p	ei	4	4	pei4		～膚		
3211	42	1	皴	1/1		臧詢	臧	詢		z	eon	1	1	zeon1		皮坼也		
3212	42	1	皺	1/1		臧救	臧	救		z	au	3	3	zau3		～紋		
3213	42	2	皿	1/1		亡挺	亡	挺		m	ing	5	5	ming5		器～		
3214	42	2	盂	1/1		也殊	也	殊		j	yu	4	4	jyu4		盌杯之類。痰～，飯～，水～		
3215	42	2	盅	1/1		莊恭	莊	恭		z	ung	1	1	zung1		水杯也，茶～		
3216	42	2	盆	1/1		旁門	旁	門		p	un	4	4	pun4		面～		
3217	42	2	盈	1/1		也瓊	也	瓊		j	ing	4	4	jing4		滿也		
3218	42	2	益	1/1		也激	也	激		j	ik	1	7	jik1		多也，加也，利也		
3219	42	2	盌	1/1		汪管	汪	管		w	un	2	2	wun2		飯～。碗、椀、桉均同		
3220	42	2	盍	1/1		康及	康	及		h	ap	6	9	hap6		何不也。又合也		
3221	42	2	盎	1/2		鴉降	鴉	降			ong	3	3	ong3		盆也，盛酒水之器。又上上聲		
3221	42	2	盎	2/2	A						ong	2	2	ong2	also			
3222	42	2	盒	1/1		康及	康	及		h	ap	6	9	hap6		器之有底蓋相合者。通榼、匣、合		
3223	42	2	盛	1/1		爽競	爽	競		s	ing	6	6	sing6		大也，多也，茂也		
3224	42	2	盛	1/1		爽瓊	爽	瓊		s	ing	4	4	sing4		受也，裂也。粢～		
3225	42	2	盗	1/1		當做	當	做		d	ou	6	6	dou6		～賊		
3226	42	2	盞	1/1		莊簡	莊	簡		z	aan	2	2	zaan2		小杯也。同琖		
3227	42	2	盟	1/1		亡層	亡	層		m	ang	4	4	mang4		誓也，約也。同～		
3228	42	2	盡	1/1		臧吝	臧	吝		z	eon	6	6	zeon6		止也，竭也，終也，皆也		
3229	42	2	監	1/1		岡三	岡	三		g	aam	1	1	gaam1		～察，～獄，～牢，～督		
3230	42	2	監	1/1		岡湛	岡	湛		g	aam	3	3	gaam3		～視。通鑑。太～。又衙門也		
3231	42	2	盤	1/1		旁門	旁	門		p	un	4	4	pun4		盛物器也。～桓，～查，～詰，開～，收～		
3232	42	2	盥	1/1		方管	方	管		f	un	2	2	fun2		洗也。同浣、澣		
3233	42	2	盧	1/1		郎曹	郎	曹		l	ou	4	4	lou4		黑色也，良犬也		
3234	42	2	盪	1/1		打望	打	望		d	ong	6	6	dong6		滌也，行也，動也，無定也		
3235	42	3	目	1/1		亡局	亡	局		m	uk	6	9	muk6		眼～，節～，條～，頭～。又注視也，品題		
3236	42	3	盱	1/1		康居	康	居		h	eoi	1	1	heoi1		張目上視也，憂也		
3237	42	3	盲	1/1		亡彭	亡	彭		m	aang	4	4	maang4		目不見也		
3238	42	3	直	1/1		莊極	莊	極		z	ik	6	9	zik6		正也，當也，宜也，但也，伸也，徑也，侍也		
3239	42	3	相	1/1		桑薑	桑	薑		s	oeng	1	1	soeng1		共也，交互也，質也。～知，～助		
3240	42	3	相	1/1		桑帳	桑	帳		s	oeng	3	3	soeng3		將～。視也，助也。～貌		
3241	42	3	盹	1/1		莊詢	莊	詢		z	eon	1	1	zeon1		打～，小睡也		
3242	42	3	盼	1/1		旁諫	旁	諫		p	aan	3	3	paan3		顧也，視也。～望		
3243	42	3	盻	1/2		昂計	昂	計		ng	ai	3	3	ngai3		側目視也。同睨。又讀係		
3243	42	3	盻	2/2	A					h	ai	6	6	hai6	also			
3244	42	3	盾	1/2		湯盡▲	湯	盡		t	eon	6	6	teon6		干也，矛～。本下上聲		
3244	42	3	盾	2/2	A					t	eon	5	5	teon5	original			
3245	42	3	省	1/1		桑景	桑	景		s	ing	2	2	sing2		視也，察也，覺悟也，簡約也。～事，～儉		
3246	42	3	省	1/2		桑蜢	桑	蜢	E	s	aang	2	2	saang2		各～。衙署亦曰～。畫～，中書～		
3246	42	3	省	2/2	C	爽蜢	爽	蜢		s	aang	2	2	saang2				
3247	42	3	眇	1/1		亡了	亡	了		m	iu	5	5	miu5		偏盲也，一目小也，細微也		
3248	42	3	眈	1/2		當三	當	三		d	aam	1	1	daam1		～～，虎視也。又樂也。又上上聲		
3248	42	3	眈	2/2	A					d	aam	2	2	daam2	also			
3249	42	3	眉	1/1		亡肥	亡	肥		m	ei	4	4	mei4		目上毛也，又邊側也。井～，門～		
3250	42	3	眊	1/1		亡做	亡	做		m	ou	6	6	mou6		目不明也		
3251	42	3	看	1/1		康干	康	干		h	on	1	1	hon1		～守，～管，～待		
3252	42	3	看	1/2		康幹	康	幹		h	on	3	3	hon3		視也，看見。本通上平		
3252	42	3	看	2/2	A					h	on	1	1	hon1	original			
3253	42	3	眚	1/1		桑景	桑	景		s	ing	2	2	sing2		目病生翳也，過誤也，災也		
3254	42	3	眞	1/1		莊根	莊	根		z	an	1	1	zan1		～假		
3255	42	3	眠	1/1		亡虔	亡	虔		m	in	4	4	min4		臥也，寐也		
3256	42	3	眢	1/2		也捐	也	捐		j	yun	1	1	jyun1		眸子枯陷也，井枯無水也。讀碗上平		
3256	42	3	眢	2/2	A					w	un	1	1	wun1	literal			
3257	42	4	眥	1/1		倉至	倉	至		c	i	3	3	ci3		眼眶也，同眦。睚～之怨，小事也	Y	約解本作「同睚眦眥之怨…」，今據文意將睚、眦二字對調。
3258	42	4	眩	1/1		也倦	也	倦		j	yun	6	6	jyun6		眼花也		
3259	42	4	眶	1/2		蝦岡	蝦	岡	E3	h	ong	1	1	hong1		眼圈也		
3259	42	4	眶	2/2	C	坤耕	坤	耕		kw	aang	1	1	kwaang1				
3260	42	4	眷	1/1		岡寸	岡	寸		g	yun	3	3	gyun3		家～，親屬也。～念，～～，紀念也		
3261	42	4	眸	1/1		亡求	亡	求		m	au	4	4	mau4		目中瞳人也		
3262	42	4	眺	1/1		湯呌	湯	叫		t	iu	3	3	tiu3		遠視也		
3263	42	4	眼	1/1		昂晚	昂	晚		ng	aan	5	5	ngaan5		家～，板～，要點也。又孔穴也		
3264	42	4	眾	1/1		莊貢	莊	貢		z	ung	3	3	zung3		多也		
3265	42	4	睅	1/1		康岸	康	岸		h	on	6	6	hon6		目大而突出也		
3266	42	4	睇	1/2		湯啟	湯	啟		t	ai	2	2	tai2		目小視也，睇見。本上去聲		
3266	42	4	睇	2/2	A					t	ai	3	3	tai3	original			
3267	42	4	睛	1/1		臧經	臧	經		z	ing	1	1	zing1		眼珠也		
3268	42	4	睜	1/1		莊更	莊	更		z	ang	1	1	zang1		張目也		
3269	42	4	睡	1/1		爽巨	爽	巨		s	eoi	6	6	seoi6		寐也		
3270	42	4	睢	1/1		臧居	臧	居		z	eoi	1	1	zeoi1		仰目也。恣～，怒視也		
3271	42	4	督	1/1		當谷	當	谷		d	uk	1	7	duk1		監～，～理		
3272	42	4	睦	1/1		亡局	亡	局		m	uk	6	9	muk6		和～，親～		
3273	42	4	睨	1/2		昂計	昂	計		ng	ai	3	3	ngai3		斜視也。或讀下去聲		
3273	42	4	睨	2/2	A					ng	ai	6	6	ngai6	also			
3274	42	4	睫	1/1		臧妾	臧	妾		z	ip	3	8	zip3		眼毛也。交～，眉～		
3275	42	4	睚	1/1		昂排	昂	排		ng	aai	4	4	ngaai4		～眦		
3276	42	4	睬	1/1		倉改	倉	改		c	oi	2	2	coi2		應也。不～		
3277	42	4	睹	1/1		當稿	當	稿		d	ou	2	2	dou2		見也。見覩		
3278	42	4	睽	1/1		狂雞	狂	雞		kw	ai	1	1	kwai1		～隔，～違：不相親也		
3279	42	4	睿	1/1		也巨	也	巨		j	eoi	6	6	jeoi6		通也，明也		
3280	43	1	瞀	1/2		亡就	亡	就		m	au	6	6	mau6		亂而無智也。又下平聲		
3280	43	1	瞀	2/2	A					m	au	4	4	mau4	also			
3281	43	1	瞎	1/1		康掘	康	掘		h	at	6	9	hat6		目盲也。～子，～馬		
3282	43	1	瞍	1/1		桑狗	桑	狗		s	au	2	2	sau2		無目之也		
3283	43	1	瞑	1/1		亡瓊	亡	瓊		m	ing	4	4	ming4		合目也		
3284	43	1	瞖	1/1		戇計	戇	計			ai	3	3	ai3		眼生膜也		
3285	43	1	瞞	1/1		亡盤	亡	盤		m	un	4	4	mun4		欺～，～騙		
3286	43	1	瞠	1/1		創耕	創	耕		c	aang	1	1	caang1		直視也		
3287	43	1	瞢	1/2		亡窮	亡	窮		m	ung	4	4	mung4		不明也，慙也，悶也。又讀盲，～騰		
3287	43	1	瞢	2/2	A					m	ang	4	4	mang4	also			
3288	43	1	瞥	1/1		旁結	旁	結		p	it	3	8	pit3		乍見也，過目也		
3289	43	1	瞭	1/1		郎鳥	郎	鳥		l	iu	5	5	liu5		目睛明也		
3290	43	1	瞳	1/1		湯窮	湯	窮		t	ung	4	4	tung4		目珠子，即眼睛也		
3291	43	1	瞧	1/1		倉橋	倉	橋		c	iu	4	4	ciu4		視也		
3292	43	1	瞬	1/1		爽進	爽	進		s	eon	3	3	seon3		目動也，時之至速也。轉～，一～，～息		
3293	43	1	瞰	1/1		康鑒	康	鑒		h	aam	3	3	haam3		俯視也		
3294	43	1	瞶	1/1		光吠	光	吠		gw	ai	6	6	gwai6		目無睛也		
3295	43	1	瞻	1/1		莊兼	莊	兼		z	im	1	1	zim1		臨視也		
3296	43	1	瞽	1/1		光苦	光	苦		gw	u	2	2	gwu2		盲也		
3297	43	1	瞿	1/1		慷隨	慷	隨		k	eoi	4	4	keoi4		～然心驚也；視也。又上去聲		
3298	43	1	矇	1/1		亡窮	亡	窮		m	ung	4	4	mung4		眼～		
3299	43	1	矉	1/1		旁勤	旁	勤		p	an	4	4	pan4		同顰。心有所恨而蹙額以視也		
3300	43	1	矍	1/1		慷各	慷	各		k	ok	3	8	kok3		驚顧也。～鑠，輕健也		
3301	43	1	矗	1/1		創谷	創	谷		c	uk	1	7	cuk1		～立，高起也		
3302	43	2	矛	1/1		亡刨	亡	刨		m	aau	4	4	maau4		古兵器。舊式木槍之有鈎下垂者也		
3303	43	2	矜	1/1		岡星	岡	星		g	ing	1	1	ging1		憐也，誇也，莊也，敬也		
3304	43	2	矢	1/1		創史	創	史		c	i	2	2	ci2		箭也，誓也，陳也。又通屎字		
3305	43	2	矣	1/1		也市	也	市		j	i	5	5	ji5		虛字之決辭		
3306	43	2	知	1/1		莊詩	莊	詩		z	i	1	1	zi1		覺也，識也		
3307	43	2	矧	1/1		創謹	創	謹		c	an	2	2	can2		况也		
3308	43	2	矩	1/1		岡取	岡	取		g	eoi	2	2	geoi2		法也，規～		
3309	43	2	短	1/1		當捲	當	捲		d	yun	2	2	dyun2		促也，不長也，不足也		
3310	43	2	矮	1/1		戇啟	戇	啟			ai	2	2	ai2		短也，卑下也		
3311	43	2	矯	1/1		岡小	岡	小		g	iu	2	2	giu2		匡正也，強勇也。又～誣，偽造也		
3312	43	2	矱	1/2		汪各	汪	各	E3	w	ok	3	8	wok3		法度也		
3312	43	2	矱	2/2	C	汪莫	汪	莫		w	ok	6	9	wok6				
3313	43	2	石	1/1		爽劇	爽	劇		s	ek	6	9	sek6		～頭，斗～，金～，葯～		
3314	43	2	矼	1/1		根光	根	光		g	ong	1	1	gong1		石橋也，通杠		
3315	43	2	砌	1/1		倉計	倉	計		c	ai	3	3	cai3		～石，填～，堆～		
3316	43	2	砒	1/1		旁雞	旁	雞		p	ai	1	1	pai1		～霜，即信石也		
3317	43	2	砥	1/1		當啟	當	啟		d	ai	2	2	dai2		磨石也，平也。～柱，鎮定也		
3318	43	2	砧	1/1		莊金	莊	金		z	am	1	1	zam1		同碪，擣衣石也。～板		
3319	43	2	砭	1/2		邦堅	邦	堅		b	in	1	1	bin1		以石針刺病。今作規諫之用，上去聲		
3319	43	2	砭	2/2	A					b	in	3	3	bin3	also			
3320	43	2	破	1/1		旁個	旁	個		p	o	3	3	po3		壞也。又～財，費也。～案，解也		
3321	43	2	硃	1/1		莊書	莊	書		z	yu	1	1	zyu1		～砂		
3322	43	2	研	1/1		也虔	也	虔		j	in	4	4	jin4		～末，～究。又通硯		
3323	43	3	硜	1/1		康更	康	更		h	ang	1	1	hang1		石聲也。～～，淺見固執也		
3324	43	3	硝	1/1		桑嬌	桑	嬌		s	iu	1	1	siu1		扑～，藥葯也，可製火藥		
3325	43	3	硫	1/1		郎求	郎	求		l	au	4	4	lau4		～礦，硝～		
3326	43	3	硬	1/1		昂孟	昂	孟		ng	aang	6	6	ngaang6		堅也。生～，強～		
3327	43	3	硯	1/1		也件	也	件		j	in	6	6	jin6		墨～		
3328	43	3	硼	1/1		旁層	旁	層		p	ang	4	4	pang4		～砂，葯名		
3329	43	3	碉	1/1		當嬌	當	嬌		d	iu	1	1	diu1		～堡，～樓。築以防寇也		
3330	43	3	碌	1/1		郎谷	郎	谷		l	uk	1	7	luk1		勞～，庸～，忙～，～～		
3331	43	3	碎	1/1		桑句	桑	句		s	eoi	3	3	seoi3		瑣～，煩～，布～，米～		
3332	43	3	碑	1/1		邦基	邦	基		b	ei	1	1	bei1		石～		
3333	43	3	碓	1/1		當句	當	句		d	eoi	3	3	deoi3		舂具也。～臼，石～，水～		
3334	43	3	碞	1/1		昂慚	昂	慚		ng	aam	4	4	ngaam4		險也，同巖		
3335	43	3	碟	1/1		當獵	當	獵		d	ip	6	9	dip6		小盤也，碗～		
3336	43	3	碣	1/1		慷結	慷	結		k	it	3	8	kit3		方為碑，圓為～		
3337	43	3	碧	1/1		邦激	邦	激		b	ik	1	7	bik1		色之青綠者也		
3338	43	3	碩	1/1		爽劇	爽	劇		s	ek	6	9	sek6		大也		
3339	43	3	確	1/1		慷各	慷	各		k	ok	3	8	kok3		真實也。的～，～鑿		
3340	43	3	碼	1/1		亡也	亡	也		m	aa	5	5	maa5		～碯，法～，字～，明～，暗～，～頭		
3341	43	3	碾	1/1		莊淺	莊	淺		z	in	2	2	zin2		～糟：轂物之器也		
3342	43	3	磁	1/2		臧時	臧	時	E	z	i	4	4	zi4		～石，俗名攝石。～針，又借作～器		
3342	43	3	磁	2/2	C	倉時	倉	時		c	i	4	4	ci4				
3343	43	3	磅	1/2		奔浪	奔	浪		b	ong	6	6	bong6		衡物之名也。又落石聲，下平聲		
3343	43	3	磅	2/2	A					p	ong	4	4	pong4	also			
3344	43	3	磊	1/1		郎拒	郎	拒		l	eoi	5	5	leoi5		～落，卓特也		
3345	43	3	磋	1/1		倉歌	倉	歌		c	o	1	1	co1		切～，～磨：治骨角等法也		
3346	43	4	磐	1/1		旁門	旁	門		p	un	4	4	pun4		石之大而厚者。～礴，廣大也		
3347	43	4	磔	1/1		莊白	莊	白		z	aak	6	9	zaak6		分裂肢體也		
3348	43	4	磕	1/2		康急	康	急		h	ap	1	7	hap1		～頭，叩頭也。俗讀慷歌切		
3348	43	4	磕	2/2	A					k	o	1	1	ko1	common			
3349	43	4	磕	1/1		康急	康	急		h	ap	1	7	hap1		相擊也		
3350	43	4	磧	1/1		臧激	臧	激		z	ik	1	7	zik1		沙漠也		
3351	43	4	磨	1/1		亡羅	亡	羅		m	o	4	4	mo4		治也，艱阻也。～折，～難		
3352	43	4	磨	1/1		亡懦	亡	懦		m	o	6	6	mo6		碓～，石～		
3353	43	4	磬	1/1		康敬	康	敬		h	ing	3	3	hing3		樂器。～折，曲躬也		
3354	43	4	磯	1/1		岡非	岡	非		g	ei	1	1	gei1		水中石也。亦作步頭用		
3355	43	4	磲	1/1		慷隨	慷	隨		k	eoi	4	4	keoi4		硨～，白石也。亦作車渠		
3356	43	4	磴	1/1		當掯	當	掯		d	ang	3	3	dang3		山岩之石可登者也		
3357	43	4	磷	1/1		郎廵	郎	巡		l	eon	4	4	leon4		水在石間也，薄也		
3358	43	4	磺	1/1		蛙狂	蛙	狂		w	ong	4	4	wong4		硫～，硝～		
3359	43	4	磻	1/1		旁門	旁	門		p	un	4	4	pun4		～溪，地名		
3360	43	4	磽	1/1		康嬌	康	嬌		h	iu	1	1	hiu1		地之堅硬瘦薄者也		
3361	43	4	礁	1/1		臧嬌	臧	嬌		z	iu	1	1	ziu1		海洋中石島也		
3362	43	4	礎	1/1		創果	創	果		c	o	2	2	co2		柱下石也，基～		
3363	43	4	礙	1/1		昂在	昂	在		ng	oi	6	6	ngoi6		阻碍也，妨～。同碍		
3364	43	4	礦	1/1		坤降	坤	降		kw	ong	3	3	kwong3		～產。亦作鑛，古作卝		
3365	43	4	礪	1/1		郎跪	郎	跪		l	ai	6	6	lai6		磨石也，砥～		
3366	43	4	礫	1/1		郎極	郎	極		l	ik	6	9	lik6		小石也，沙～		
3367	43	4	礬	1/1		方蘭	方	蘭		f	aan	4	4	faan4		明～，白～，青～，胆～		
3368	43	4	礮	1/1		旁教	旁	教		p	aau	3	3	paau3		火～，大～。俗作砲		
3369	44	1	礱	1/1		郎窮	郎	窮		l	ung	4	4	lung4		磨物也		
3370	44	1	礴	1/1		奔昨	奔	昨		b	ok	6	9	bok6		旁～，盤～：廣大也		
3371	44	1	礽	1/1		也瓊	也	瓊		j	ing	4	4	jing4		雲～，後世子孫也		
3372	44	1	社	1/1		桑野	桑	野		s	e	5	5	se5		祭后土之神也。又～會		
3373	44	1	祀	1/1		臧事	臧	事		z	i	6	6	zi6		祭～		
3374	44	1	祁	1/1		慷肥	慷	肥		k	ei	4	4	kei4		盛大也，多也		
3375	44	1	祈	1/1		慷肥	慷	肥		k	ei	4	4	kei4		求也，請也		
3376	44	1	祅	1/1		也繳	也	繳		j	iu	2	2	jiu2		通妖。妖怪也		
3377	44	1	祆	1/1		湯堅	湯	堅		t	in	1	1	tin1		～教，波斯火教之神名		
3378	44	1	祇	1/2		莊詩	莊	詩		z	i	1	1	zi1		敬也，又但也，適也。通只，上上聲		
3378	44	1	祇	2/2	A					z	i	2	2	zi2	also			
3379	44	1	祇	1/1		慷肥	慷	肥		k	ei	4	4	kei4		地之神也，安也，大也		
3380	44	1	祉	1/1		莊史	莊	史		z	i	2	2	zi2		福也又讀古		
3381	44	1	祊	1/1		邦更	邦	更		b	ang	1	1	bang1		祭名。宗～		
3382	44	1	祐	1/1		也就	也	就		j	au	6	6	jau6		庇祐。同佑		
3383	44	1	祓	1/1		方吉	方	吉		f	at	1	7	fat1		除災求福也		
3384	44	1	祔	1/1		方護	方	護		f	u	6	6	fu6		除服奉主於廟而祭之也		
3385	44	1	祕	1/1		邦記	邦	記		b	ei	3	3	bei3		密也。～書，～訣		
3386	44	1	祖	1/1		臧稿	臧	稿		z	ou	2	2	zou2		始也，效法也。又餞行曰～餞		
3387	44	1	祚	1/1		臧步	臧	步		z	ou	6	6	zou6		福也		
3388	44	1	祛	1/1		慷居	慷	居		k	eoi	1	1	keoi1		逐也，禳也，除也		
3389	44	1	祜	1/2		汪苦	汪	苦		w	u	2	2	wu2		福也。又讀古		
3389	44	1	祜	2/2	A					g	u	2	2	gu2	also			
3390	44	1	祝	1/1		莊谷	莊	谷		z	uk	1	7	zuk1		～壽，～賀，切～		
3391	44	2	神	1/1		爽勤	爽	勤		s	an	4	4	san4		鬼～，精～，～氣，～聖		
3392	44	2	祟	1/2		桑巨	桑	巨		s	eoi	6	6	seoi6		神禍也。鬼鬼～～俗讀暑		
3392	44	2	祟	2/2	A					s	yu	2	2	syu2	common			
3393	44	2	祠	1/1		倉時	倉	時		c	i	4	4	ci4		祭也，廟也		
3394	44	2	祥	1/1		倉良	倉	良		c	oeng	4	4	coeng4		福也，善也		
3395	44	2	祧	1/1		湯嬌	湯	嬌		t	iu	1	1	tiu1		遷廟也。宗～		
3396	44	2	票	1/2		邦嬌	邦	嬌		b	iu	1	1	biu1		輕舉也。又火飛也，讀飃		
3396	44	2	票	2/2	A					p	iu	1	1	piu1	also			
3397	44	2	票	1/2		旁呌	旁	叫		p	iu	3	3	piu3		標目也。～簽，證券也。滙～俗作上平		
3397	44	2	票	2/2	A					b	iu	1	1	biu1	also			
3398	44	2	祭	1/1		臧計	臧	計		z	ai	3	3	zai3		祭祀		
3399	44	2	祺	1/1		慷肥	慷	肥		k	ei	4	4	kei4		吉也，福也		
3400	44	2	祼	1/1		光判	光	判		gw	un	3	3	gwun3		灌酒降神也		
3401	44	2	祿	1/1		郎局	郎	局		l	uk	6	9	luk6		俸也，善也。不～，死也		
3402	44	2	禁	1/1		岡浸	岡	浸		g	am	3	3	gam3		～戒，～令，監～，收～，～管，～忌		
3403	44	2	禁	1/1		慷心	慷	心		k	am	1	1	kam1		力能勝也，當也。不～		
3404	44	2	禊	1/1		康跪	康	跪		h	ai	6	6	hai6		祓～，水邊洗濯以除不祥也。修～		
3405	44	2	禋	1/1		也根	也	根		j	an	1	1	jan1		祭祀也		
3406	44	2	禍	1/1		汪懦	汪	懦		w	o	6	6	wo6		災～，慘～，避～，免～		
3407	44	2	禎	1/1		莊經	莊	經		z	ing	1	1	zing1		吉祥也		
3408	44	2	福	1/1		方谷	方	谷		f	uk	1	7	fuk1		享～，受～，幸～		
3409	44	2	禡	1/2		亡駕	亡	駕		m	aa	3	3	maa3		～祭，出兵之祭也。又～期。俗讀牙		
3409	44	2	禡	2/2	A					ng	aa	4	4	ngaa4	also			
3410	44	2	禦	1/1		也樹	也	樹		j	yu	6	6	jyu6		拒也，止也		
3411	44	2	禧	1/1		康基	康	基		h	ei	1	1	hei1		吉也，福也		
3412	44	2	禪	1/1		爽件	爽	件		s	in	6	6	sin6		代也。～讓，受～		
3413	44	2	禪	1/1		爽鉗	爽	鉗		s	im	4	4	sim4		～宗。參～，僧人以清靜為主也		
